Topic,Count,Name,Representation,Representative_Docs
9,43,9_europe_from_land_your,"['europe', 'from', 'land', 'your', 'caves', 'invading', 'fuckin', 'thing', 'toilet', 'invaded']","['Other countries say the same thing about YOU EVIL LAND INVADING MURDEROUS SAVAGES FROM THE CAVES OF EUROPE BUT U PALEFACE ANIMALS STILL INVADE OTHERS AS U ANIMALS INVADED AMERICA', 'Other countries say the same thing about YOU EVIL LAND INVADING MURDEROUS SAVAGES FROM THE CAVES OF EUROPE BUT U PALEFACE ANIMALS STILL INVADE OTHERS AS U ANIMALS INVADED AMERICA', 'Other countries say the same thing about YOU EVIL LAND INVADING MURDEROUS SAVAGES FROM THE CAVES OF EUROPE BUT U PALEFACE ANIMALS STILL INVADE OTHERS AS U ANIMALS INVADED AMERICA']"
10,42,10_jail_in_murder_farmers,"['jail', 'in', 'murder', 'farmers', 'save', 'white', 'wont', 'when', 'men', 'over']","['""BRAINWASHED"" by dictator trump ???the more you listen same words over&over leroy baca did it 2 black&brown in L.A county jail even some fbi agents happened 2 me in 96to97 Im just getting over it still in therapy & medications white men are the end of the world we should have let them DIE when they got kicked -out people never change u die fuck trump', '""BRAINWASHED"" by dictator trump ???the more you listen same words over&over leroy baca did it 2 black&brown in L.A county jail even some fbi agents happened 2 me in 96to97 Im just getting over it still in therapy & medications white men are the end of the world we should have let them DIE when they got kicked -out people never change u die fuck trump', '""BRAINWASHED"" by dictator trump ???the more you listen same words over&over leroy baca did it 2 black&brown in L.A county jail even some fbi agents happened 2 me in 96to97 Im just getting over it still in therapy & medications white men are the end of the world we should have let them DIE when they got kicked -out people never change u die fuck trump']"
11,39,11_devil_satan_bible_god,"['devil', 'satan', 'bible', 'god', 'devils', 'the', 'man', 'are', 'mental', 'no']","['White people are the got damn devil the bible speaks of straight evil wicked senseless violent inhuman animals demons Satan Esau according to the bible a bastards race....', 'White people are the got damn devil the bible speaks of straight evil wicked senseless violent inhuman animals demons Satan Esau according to the bible a bastards race....', 'White people are the got damn devil the bible speaks of straight evil wicked senseless violent inhuman animals demons Satan Esau according to the bible a bastards race....']"
12,39,12_trash_poor_white_racist,"['trash', 'poor', 'white', 'racist', 'like', 'spot', 'amazing', 'aokigahara', 'gas', 'anyway']","['Poor White Trash.', 'Poor White Trash.', 'Poor White Trash.']"
13,37,13_out_illegally_country_keep,"['out', 'illegally', 'country', 'keep', 'ship', 'here', 'of', 'losangeles', 'wall', 'kicked']","[""Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!"", ""Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!"", ""Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!""]"
14,37,14_fuck_max_bitches_stfu,"['fuck', 'max', 'bitches', 'stfu', 'bron', 'year', 'white', 'boy', 'bitch', '1869']","['Lol stfu nick ""stupid white boy"" wright. Shaq and the orlando magic may have beat up jordan\'s bulls in the 95 playoffs but jordan went back and got his vengeance against them the next year. Stop discrediting one of the greatest legends you bron bron black cock suckin\' piece of shit. Your father should have ejaculated you on the fucking toilet when you were a shit ass sperm. Fucking white trash bitch ass dweeb. Go suck your mother\'s hideous tits. ,.!..', 'Lol stfu nick ""stupid white boy"" wright. Shaq and the orlando magic may have beat up jordan\'s bulls in the 95 playoffs but jordan went back and got his vengeance against them the next year. Stop discrediting one of the greatest legends you bron bron black cock suckin\' piece of shit. Your father should have ejaculated you on the fucking toilet when you were a shit ass sperm. Fucking white trash bitch ass dweeb. Go suck your mother\'s hideous tits. ,.!..', 'Lol stfu nick ""stupid white boy"" wright. Shaq and the orlando magic may have beat up jordan\'s bulls in the 95 playoffs but jordan went back and got his vengeance against them the next year. Stop discrediting one of the greatest legends you bron bron black cock suckin\' piece of shit. Your father should have ejaculated you on the fucking toilet when you were a shit ass sperm. Fucking white trash bitch ass dweeb. Go suck your mother\'s hideous tits. ,.!..']"
15,37,15_small_suck_url_pay,"['small', 'suck', 'url', 'pay', 'my', 'goddesssjayy', 'clits', 'sph', 'humiliation', 'cuckold']","['White Small Little Invisible Clits Are A Disgrace 🤢 Pay Me For You Having Such a Small Disgraceful Useless Object  Kik GoddesssJayy  #Findom #Sph #Whiteslave #Humiliation #Pindick #Cashslave #Cuck #Cuckold #EbonyDomme', 'White Small Little Invisible Clits Are A Disgrace 🤢 Pay Me For You Having Such a Small Disgraceful Useless Object  Kik GoddesssJayy  #Findom #Sph #Whiteslave #Humiliation #Pindick #Cashslave #Cuck #Cuckold #EbonyDomme', 'White Small Little Invisible Clits Are A Disgrace 🤢 Pay Me For You Having Such a Small Disgraceful Useless Object  Kik GoddesssJayy  #Findom #Sph #Whiteslave #Humiliation #Pindick #Cashslave #Cuck #Cuckold #EbonyDomme']"
16,36,16_youre_you_fuck_life,"['youre', 'you', 'fuck', 'life', 'your', 'of', 'about', 'people', 'goddamn', 'nice']","[""Go fuck yourself stupid white fuck. I was being nice to you. This happens every fucking time qith you whites. If I knew you in real life I would kick your goddamn teeth in I don't have a single fucking.thing to lose. I don't give a fuck about my life, I give a fuck about the other blacl people who you stupid fucks always try and hold down. Shoot your fucking self cunt."", ""Go fuck yourself stupid white fuck. I was being nice to you. This happens every fucking time qith you whites. If I knew you in real life I would kick your goddamn teeth in I don't have a single fucking.thing to lose. I don't give a fuck about my life, I give a fuck about the other blacl people who you stupid fucks always try and hold down. Shoot your fucking self cunt."", ""Go fuck yourself stupid white fuck. I was being nice to you. This happens every fucking time qith you whites. If I knew you in real life I would kick your goddamn teeth in I don't have a single fucking.thing to lose. I don't give a fuck about my life, I give a fuck about the other blacl people who you stupid fucks always try and hold down. Shoot your fucking self cunt.""]"
17,32,17_deport_send_trash_lets,"['deport', 'send', 'trash', 'lets', 'origins', 'ilhan', 'british', 'toilet', 'breathe', 'breath']","['deport this white trash', 'deport this white trash', 'deport this white trash']"
18,32,18_men_raped_in_white,"['men', 'raped', 'in', 'white', 'rapists', 'border', 'pedophile', 'are', 'particular', 'criminals']","['I see the pattern. It\'s not random. This is White Terrorism. My people are in cages at the border for being ""dangerous criminals"", meanwhile these white incel beta cucks are shooting up places with mommy\'s money.', 'I see the pattern. It\'s not random. This is White Terrorism. My people are in cages at the border for being ""dangerous criminals"", meanwhile these white incel beta cucks are shooting up places with mommy\'s money.', 'I see the pattern. It\'s not random. This is White Terrorism. My people are in cages at the border for being ""dangerous criminals"", meanwhile these white incel beta cucks are shooting up places with mommy\'s money.']"
19,30,19_not_are_subversive_posterity,"['not', 'are', 'subversive', 'posterity', 'babylonian', 'vampires', 'kenite', 'brethren', 'signatures', 'declaration']","['There are not any jew signatures on our Declaration of Independence Those subversive Babylonian blood sucking serpent seed Kenite vampires are not out Founding Fathers posterity. They are not our brethren. They are Christ killers. They are Anti-Christ.', 'There are not any jew signatures on our Declaration of Independence Those subversive Babylonian blood sucking serpent seed Kenite vampires are not out Founding Fathers posterity. They are not our brethren. They are Christ killers. They are Anti-Christ.', 'There are not any jew signatures on our Declaration of Independence Those subversive Babylonian blood sucking serpent seed Kenite vampires are not out Founding Fathers posterity. They are not our brethren. They are Christ killers. They are Anti-Christ.']"
20,30,20_fat_big_bitch_btch,"['fat', 'big', 'bitch', 'btch', 'im', 'ass', 'schedule', 'oompa', 'loompa', 'smelling']","[""this is for @ SMTOWNGLOBAL u big fat white nasty smelling fat btch why you took me off the m@therfcking schedule with ur trifling dirty white racist ass u big fat oompa loompa body ass bitch i'm coming up there and i'm going to beat the fck out of u btch and don't even call the p"", ""this is for @ SMTOWNGLOBAL u big fat white nasty smelling fat btch why you took me off the m@therfcking schedule with ur trifling dirty white racist ass u big fat oompa loompa body ass bitch i'm coming up there and i'm going to beat the fck out of u btch and don't even call the p"", ""this is for @ SMTOWNGLOBAL u big fat white nasty smelling fat btch why you took me off the m@therfcking schedule with ur trifling dirty white racist ass u big fat oompa loompa body ass bitch i'm coming up there and i'm going to beat the fck out of u btch and don't even call the p""]"
21,29,21_retarded_retard_methadderall_encourages,"['retarded', 'retard', 'methadderall', 'encourages', 'correct', 'reproducing', 'hop', 'white', 'spelling', 'liberals']","['Lol all the white people couldnt go 4 hours of correct spelling. They lost because they suck, even though their parents hop them up on meth/adderall. White people weak and dumb, and always will be', 'Lol all the white people couldnt go 4 hours of correct spelling. They lost because they suck, even though their parents hop them up on meth/adderall. White people weak and dumb, and always will be', 'Lol all the white people couldnt go 4 hours of correct spelling. They lost because they suck, even though their parents hop them up on meth/adderall. White people weak and dumb, and always will be']"
22,28,22_whitepowerill_hang_nigger_potato,"['whitepowerill', 'hang', 'nigger', 'potato', 'you', 'squishy', 'irish', 'piece', 'hope', 'racist']","[""#whitepower...I'll hang you nigger"", ""#whitepower...I'll hang you nigger"", ""#whitepower...I'll hang you nigger""]"
23,28,23_devil_caucasians_god_destroy,"['devil', 'caucasians', 'god', 'destroy', 'still', 'evil', 'in', 'mental', 'his', 'exists']","[""God Will Destroy this Western Caucasians Culture in Degrees. The Only Reason THESE DEVIL CAUCASIAN'S still Exist Are His Children The Dead Brother's and Sister's Here still in AmeriKKKa LOST"", ""Mental illness my ass. This devil is just evil from his mother's decayed womb. Why was the white devil in prison? I bet the white devil was using meth or raping kids. The white devil must have a long record. Adam should swallow a bottle of pills 💊 and call it a day."", ""Mental illness my ass. This devil is just evil from his mother's decayed womb. Why was the white devil in prison? I bet the white devil was using meth or raping kids. The white devil must have a long record. Adam should swallow a bottle of pills 💊 and call it a day.""]"
24,28,24_she_bitch_cocks_her,"['she', 'bitch', 'cocks', 'her', 'with', 'angry', 'after', 'sensitive', 'he', 'melittle']","['I bet in her mind all black guys wish they could get with white girls. She thinks she was doing him a favor. When he broke it off with her, it blew her theory of being the white girl they all wish they could get with. That is why she is so angry. Stupid stupid girl.', ""All he's gotta do is sent 18inch massively thicc black cocks and she won't need to go to anyone else. Though after a while he may need to make more accounts with the cocks growing progressively larger than the last. This way she thinks she keeps finding better men but in reality she's still stuck with Anon's small prepubescent white willy."", ""All he's gotta do is sent 18inch massively thicc black cocks and she won't need to go to anyone else. Though after a while he may need to make more accounts with the cocks growing progressively larger than the last. This way she thinks she keeps finding better men but in reality she's still stuck with Anon's small prepubescent white willy.""]"
25,27,25_kill_everything_nazi_white,"['kill', 'everything', 'nazi', 'white', 'countryduty', 'rootoutracism', 'mega', 'hatespeech', 'wealthy', 'horrible']","['""Wahhh, I can\'t spew my hatred wherever I want. I\'m such a poor little victim. It\'s all those damn millennials\' faults that I can\'t speak freely. Being white is so difficult."" Go back to your shithole you whiny MAGA scum.', '""Wahhh, I can\'t spew my hatred wherever I want. I\'m such a poor little victim. It\'s all those damn millennials\' faults that I can\'t speak freely. Being white is so difficult."" Go back to your shithole you whiny MAGA scum.', '""Wahhh, I can\'t spew my hatred wherever I want. I\'m such a poor little victim. It\'s all those damn millennials\' faults that I can\'t speak freely. Being white is so difficult."" Go back to your shithole you whiny MAGA scum.']"
26,26,26_school_trash_boy_go,"['school', 'trash', 'boy', 'go', 'shoot', 'reallyblbootsy', 'noose', 'smh', 'closet', 'up']","['You are just Another retarded white boy ready to shoot up a school smh you are such trash.... please go to your closet and make a noose and kill yourself your fuckin trash', 'You are just Another retarded white boy ready to shoot up a school smh you are such trash.... please go to your closet and make a noose and kill yourself your fuckin trash', 'You are just Another retarded white boy ready to shoot up a school smh you are such trash.... please go to your closet and make a noose and kill yourself your fuckin trash']"
27,26,27_nigga_niggas_some_fuckn,"['nigga', 'niggas', 'some', 'fuckn', 'gone', 'bitches', 'shes', 'my', 'put', 'titty']","['Fuck ass nigga', ""I think imma write a song and it's gone go. My Nudes are pretty like a storm  Ringing the dudes I'm the alarm  She's a hillbilly, she's from the farm  Snatch your nigga cause this bussy is armed  Dick longer than a python  Got bitches playing teen titans😂💀"", ""I think imma write a song and it's gone go. My Nudes are pretty like a storm  Ringing the dudes I'm the alarm  She's a hillbilly, she's from the farm  Snatch your nigga cause this bussy is armed  Dick longer than a python  Got bitches playing teen titans😂💀""]"
28,25,28_fat_bitch_big_ass,"['fat', 'bitch', 'big', 'ass', 'smelling', 'nasty', 'oompa', 'loompa', 'schedule', 'took']","['this is for Rachel you big fat white nasty smelling fat bitch why you took me off the motherfucking schedule with your trifling dirty white racist ass you big fat bitch oompa loompa body ass bitch', 'this is for Rachel you big fat white nasty smelling fat bitch why you took me off the motherfucking schedule with your trifling dirty white racist ass you big fat bitch oompa loompa body ass bitch', 'this is for Rachel you big fat white nasty smelling fat bitch why you took me off the motherfucking schedule with your trifling dirty white racist ass you big fat bitch oompa loompa body ass bitch']"
29,24,29_was_mass_shooting_lets,"['was', 'mass', 'shooting', 'lets', 'shootings', 'who', 'by', 'zealand', 'goers', '51']","['noah the new zealand shooting was RECORDED and was a religiously-motivated attack. 51 people DIED This was workplace violence. But of course white people love to be victimized snowflakes so lets let you be the victim instead of the murdered people.', 'noah the new zealand shooting was RECORDED and was a religiously-motivated attack. 51 people DIED This was workplace violence. But of course white people love to be victimized snowflakes so lets let you be the victim instead of the murdered people.', 'noah the new zealand shooting was RECORDED and was a religiously-motivated attack. 51 people DIED This was workplace violence. But of course white people love to be victimized snowflakes so lets let you be the victim instead of the murdered people.']"
30,24,30_colder_camcoles_somebody_faced,"['colder', 'camcoles', 'somebody', 'faced', 'monkey', 'immigrant', 'name', 'know', 'supremacists', 'what']","[""@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant"", ""@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant"", ""@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant""]"
31,23,31_muslim_israel_trump_help,"['muslim', 'israel', 'trump', 'help', 'kill', 'palestinian', 'friend', 'jews', 'true', 'next']","['trump is the only jews true friend. I hope trump will be the next US president and help Israel to kill all Palestinian fucking muslim. we will kill all muslim in the world.', 'trump is the only jews true friend. I hope trump will be the next US president and help Israel to kill all Palestinian fucking muslim. we will kill all muslim in the world.', 'trump is the only jews true friend. I hope trump will be the next US president and help Israel to kill all Palestinian fucking muslim. we will kill all muslim in the world.']"
32,22,32_bbc_cum_my_tiny,"['bbc', 'cum', 'my', 'tiny', 'yoyoyoy', 'reply', 'post', 'else', 'cracka', 'her']","['Lol tiny dicked white boi fucking her. She needs a BBC up that ass to really stretch that butthole to its limit and flood her intestines with African King cum.', 'Lol tiny dicked white boi fucking her. She needs a BBC up that ass to really stretch that butthole to its limit and flood her intestines with African King cum.', 'Lol tiny dicked white boi fucking her. She needs a BBC up that ass to really stretch that butthole to its limit and flood her intestines with African King cum.']"
33,21,33_replace_pinko_poc_minority,"['replace', 'pinko', 'poc', 'minority', 'time', 'violence', 'have', 'whites', 'can', 'pray']","[""I can't wait till 2050 when whites are a minority. I wish POC all have 3+kids so we can quickly replace this pinko trash. White people need to be replaced as punishment for being a disgusting and dispeakable race all throughout history. They have been terrorising POC for over 500 years and I hope we can replace them this time once and for all. They don't deserve to exist. All minorities should buy guns so we can fire back against this pinko trash. Every minority they kill we kill 10 whites. If they want violence we give them violence. No mercy"", ""I can't wait till 2050 when whites are a minority. I wish POC all have 3+kids so we can quickly replace this pinko trash. White people need to be replaced as punishment for being a disgusting and dispeakable race all throughout history. They have been terrorising POC for over 500 years and I hope we can replace them this time once and for all. They don't deserve to exist. All minorities should buy guns so we can fire back against this pinko trash. Every minority they kill we kill 10 whites. If they want violence we give them violence. No mercy"", ""I can't wait till 2050 when whites are a minority. I wish POC all have 3+kids so we can quickly replace this pinko trash. White people need to be replaced as punishment for being a disgusting and dispeakable race all throughout history. They have been terrorising POC for over 500 years and I hope we can replace them this time once and for all. They don't deserve to exist. All minorities should buy guns so we can fire back against this pinko trash. Every minority they kill we kill 10 whites. If they want violence we give them violence. No mercy""]"
34,21,34_dogs_theyre_cock_black,"['dogs', 'theyre', 'cock', 'black', 'feel', 'them', 'good', 'damn', 'camps', 'homoerectus']","[""At least someone gets it! Damn white dogs with their hegemonic systemic patriarchal Homo-erectus microaggressive unsafe-spaces. They're so intolerant, they're basically Nazis, we should gather them into camps and then burn them! I feel so good about myself because I'm righteous 😄."", ""At least someone gets it! Damn white dogs with their hegemonic systemic patriarchal Homo-erectus microaggressive unsafe-spaces. They're so intolerant, they're basically Nazis, we should gather them into camps and then burn them! I feel so good about myself because I'm righteous 😄."", ""At least someone gets it! Damn white dogs with their hegemonic systemic patriarchal Homo-erectus microaggressive unsafe-spaces. They're so intolerant, they're basically Nazis, we should gather them into camps and then burn them! I feel so good about myself because I'm righteous 😄.""]"
35,21,35_whitees_guns_crackerkikes_combat,"['whitees', 'guns', 'crackerkikes', 'combat', 'alive', 'lands', 'belle', 'stabbed', 'nsdap', 'unaware']","['Taqiya Belle will work to bring Negroes and Jews together to combat Whitees  because Whitees are culturally unaware and will form weird groups like KKK & NSDAP', 'Taqiya Belle will work to bring Negroes and Jews together to combat Whitees  because Whitees are culturally unaware and will form weird groups like KKK & NSDAP', 'Taqiya Belle will work to bring Negroes and Jews together to combat Whitees  because Whitees are culturally unaware and will form weird groups like KKK & NSDAP']"
36,21,36_ppl_most_race_immoral,"['ppl', 'most', 'race', 'immoral', 'grand', 'head', 'veterans', 'blak', 'borderline', 'addicts']","['Black people - savages, borderline non-human apes. Middle East - favourite pastime is building bombs and blowing themselves up. Indians - shit on the street, eating shit off the street. Asians - robotic, sexless, dictatorial patriarchy. \u200b Whites - God\'s chosen people. The perfect specimen. \u200b They\'re one step from chanting ""Heil Hitler"".', 'Black people - savages, borderline non-human apes. Middle East - favourite pastime is building bombs and blowing themselves up. Indians - shit on the street, eating shit off the street. Asians - robotic, sexless, dictatorial patriarchy. \u200b Whites - God\'s chosen people. The perfect specimen. \u200b They\'re one step from chanting ""Heil Hitler"".', 'Black people - savages, borderline non-human apes. Middle East - favourite pastime is building bombs and blowing themselves up. Indians - shit on the street, eating shit off the street. Asians - robotic, sexless, dictatorial patriarchy. \u200b Whites - God\'s chosen people. The perfect specimen. \u200b They\'re one step from chanting ""Heil Hitler"".']"
37,20,37_sissy_loser_until_nah,"['sissy', 'loser', 'until', 'nah', 'whore', 'job', 'bullied', 'daddies', 'ole', 'niggez']","[""hi all daddies i'm a white inferior trashy sissy i would like to serve ya superior black niggez cock n use n degrade me as sissy slut cum dumpster whore"", ""hi all daddies i'm a white inferior trashy sissy i would like to serve ya superior black niggez cock n use n degrade me as sissy slut cum dumpster whore"", ""hi all daddies i'm a white inferior trashy sissy i would like to serve ya superior black niggez cock n use n degrade me as sissy slut cum dumpster whore""]"
38,20,38_whitey_whiteys_extinction_hashtag,"['whitey', 'whiteys', 'extinction', 'hashtag', 'kill', 'purge', 'evac', 'drop', 'nukes', 'couple']","['KILL WHITEY', 'Kill whitey', 'Kill whitey']"
39,20,39_stupid_stupids_priv_anyways,"['stupid', 'stupids', 'priv', 'anyways', 'crackas', 'report', 'unseasoned', 'hamster', 'racist', 'say']","['EVERYBODY go report this unseasoned ass stupid ass hamster smelling ass cracker bitch that thought it was funny to say this racist shit. im fucking tired of u pink people! URL', 'EVERYBODY go report this unseasoned ass stupid ass hamster smelling ass cracker bitch that thought it was funny to say this racist shit. im fucking tired of u pink people! URL', 'EVERYBODY go report this unseasoned ass stupid ass hamster smelling ass cracker bitch that thought it was funny to say this racist shit. im fucking tired of u pink people! URL']"
40,20,40_mother_mama_fucker_space,"['mother', 'mama', 'fucker', 'space', 'downhill', 'mocha', 'parking', 'ugly', 'pathetic', 'ass']","['this cracka mad bout a fucking parking space my mama got to first , bitch go find another one ! URL', 'this cracka mad bout a fucking parking space my mama got to first , bitch go find another one ! URL', 'this cracka mad bout a fucking parking space my mama got to first , bitch go find another one ! URL']"
41,19,41_language_learn_useless_immigrant,"['language', 'learn', 'useless', 'immigrant', 'fucking', 'cunt', 'shut', 'disingenuous', 'fuckface', 'obviously']","['Learn the fucking language you fucking useless immigrant.', 'Learn the fucking language you fucking useless immigrant.', 'Learn the fucking language you fucking useless immigrant.']"
42,18,42_guy_genocide_sign_signed,"['guy', 'genocide', 'sign', 'signed', 'solution', 'means', 'exist', 'punch', 'synopsis', 'imagined']","[""If white genocide means this guy won't exist, sign me up. Signed, a White guy"", ""If white genocide means this guy won't exist, sign me up. Signed, a White guy"", ""If white genocide means this guy won't exist, sign me up. Signed, a White guy""]"
