Topic,Count,Name,Representation,Representative_Docs
9,57,9_white_racist_are_you,"['white', 'racist', 'are', 'you', 'supremacists', 'anti', 'brown', 'alexandria', 'ocasiocortez', 'not']","['President Trump nailed it! All 4 are Brown supremacists communist anti American anti white anti jew that the democrat party is circle the wagons for!  Brown supremacists Alexandria Ocasio-Cortez, hates White Children with a true and unbridled passion.  Brown supremacists Alexandria Ocasio-Cortez, tells White women to Abort their children Brown supremacists Alexandria Ocasio-Cortez, tells white women to stop having white babies', 'I am white. You mods are racist scum and you can go ahead and ban me to save the effort of unsubscribing. Go fuck yourselves. White white white white white white white white whiiiiiiiiiiiiiiiiiiiiiiiite', 'I am white. You mods are racist scum and you can go ahead and ban me to save the effort of unsubscribing. Go fuck yourselves. White white white white white white white white whiiiiiiiiiiiiiiiiiiiiiiiite']"
10,51,10_out_the_fucking_keep,"['out', 'the', 'fucking', 'keep', 'of', 'and', 'refugees', 'arab', 'syrian', 'murderers']","[""Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!"", ""Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!"", ""Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!""]"
11,48,11_brown_white_trump_modern,"['brown', 'white', 'trump', 'modern', 'people', 'are', 'make', 'your', 'enjoy', 'world']","['Game was rigged from the start goy wake up. Americans genocided europeans in both world wars. More than any other race in the history of the world. All part of the plan. Enjoy your brown and black invaders. America died in the early 1900s. Your just propping up a dead corpse. Return to your roots white man. Or die and be forgotten.', 'Game was rigged from the start goy wake up. Americans genocided europeans in both world wars. More than any other race in the history of the world. All part of the plan. Enjoy your brown and black invaders. America died in the early 1900s. Your just propping up a dead corpse. Return to your roots white man. Or die and be forgotten.', 'Game was rigged from the start goy wake up. Americans genocided europeans in both world wars. More than any other race in the history of the world. All part of the plan. Enjoy your brown and black invaders. America died in the early 1900s. Your just propping up a dead corpse. Return to your roots white man. Or die and be forgotten.']"
12,44,12_my_bitch_your_nigga,"['my', 'bitch', 'your', 'nigga', 'dick', 'youll', 'suck', 'see', 'his', 'ayo']","[""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes"", ""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes"", ""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes""]"
13,42,13_mexico_fuckinv_your_its,"['mexico', 'fuckinv', 'your', 'its', 'third', 'going', 'nuke', 'move', 'world', 'you']","['In time your going to regret fuckinv over the American people because of ""morals"" I\'m a fuckinv Mexican and I see what\'s going to happen... invite the third world, become the third world, simple as that... bunch of stupid ass wet backs getting their children raped and killed... but it\'s ok, let them all in and that would solve everything right... America hating clowns', 'In time your going to regret fuckinv over the American people because of ""morals"" I\'m a fuckinv Mexican and I see what\'s going to happen... invite the third world, become the third world, simple as that... bunch of stupid ass wet backs getting their children raped and killed... but it\'s ok, let them all in and that would solve everything right... America hating clowns', 'In time your going to regret fuckinv over the American people because of ""morals"" I\'m a fuckinv Mexican and I see what\'s going to happen... invite the third world, become the third world, simple as that... bunch of stupid ass wet backs getting their children raped and killed... but it\'s ok, let them all in and that would solve everything right... America hating clowns']"
14,42,14_border_stop_those_children,"['border', 'stop', 'those', 'children', 'shoot', 'as', 'off', 'child', 'more', 'messico']","[""ALSO START CHARGEING THESE COUNTRIES A DAILY FEE FOR EACH ONE OF THEIRS HERE ILLEGALLY! THEY SHOULD HAVE TO REIMBURSE US! STOP ALL FINANCIAL AID TO THESE COUNTRIES! CHILDREN SHOULD BE SENT BACK RIGHT AWAY!  THOSE COMING WITH CHILDREN THAT IS NOT THEIR 'S IS HUMAN TRAFFICKING CHILDREN ! SHOULD NEVER BE ALLOWED INTO AMERICA!   WE NEED BORDERS SHUTDOWN AND OUR MILITARY ALLOWED TO SHOOT THESE INVADERS!   OR BRING OUT THOSE ENERGY WEAPONS! ONCE THEY UNDERSTAND WE WILL THIS WILL STOP! WE AMERICANS AND LEGAL IMMIGRANTS ARE TIRED OF THIS! OUR CONSTITUTION MUST BE INFORCED!"", ""Nobody even knows if they are really the children of those who they say they are. Come on. get real. The word is out. There's no more danger along the way here? Separating children from their parents? We shouldn't be accountable for the droves of people rushing the border. Sick? Bringing whatever it is into America? The words out. As for those Sociodemocrats, you're more of a hindrance than a resolve. As a country, we would be far better off without you. I would expect my walking papers if I were you..."", ""Nobody even knows if they are really the children of those who they say they are. Come on. get real. The word is out. There's no more danger along the way here? Separating children from their parents? We shouldn't be accountable for the droves of people rushing the border. Sick? Bringing whatever it is into America? The words out. As for those Sociodemocrats, you're more of a hindrance than a resolve. As a country, we would be far better off without you. I would expect my walking papers if I were you...""]"
15,39,15_gook_killed_deported_every,"['gook', 'killed', 'deported', 'every', 'or', 'should', 'losangeles', 'be', 'in', 'ha']","['Every gook in #LosAngeles should be deported or killed.', 'Every gook in #LosAngeles should be deported or killed.', 'Every gook in #LosAngeles should be deported or killed.']"
16,34,16_are_like_they_wrong,"['are', 'like', 'they', 'wrong', 'whats', 'not', 'kids', 'babies', 'children', 'as']","[""Why are these people so upset? What's wrong with separating babies from their moms and packing folk in cages like sardines. What's wrong with treating them as though they were not human. They are not white like us. Let them rot."", ""Why are these people so upset? What's wrong with separating babies from their moms and packing folk in cages like sardines. What's wrong with treating them as though they were not human. They are not white like us. Let them rot."", ""Why are these people so upset? What's wrong with separating babies from their moms and packing folk in cages like sardines. What's wrong with treating them as though they were not human. They are not white like us. Let them rot.""]"
17,29,17_then_wall_build_cheap,"['then', 'wall', 'build', 'cheap', 'spics', 'throw', 'trump', 'put', 'your', 'way']","[""Trump is right. We need a deportation force and throw a few million of them out. And then build a wall so they can't get back in. Then they can be happy in their brown shitholes without having to live among the white men they hate so much."", ""Trump is right. We need a deportation force and throw a few million of them out. And then build a wall so they can't get back in. Then they can be happy in their brown shitholes without having to live among the white men they hate so much."", ""Trump is right. We need a deportation force and throw a few million of them out. And then build a wall so they can't get back in. Then they can be happy in their brown shitholes without having to live among the white men they hate so much.""]"
18,27,18_send_mexico_dumped_imigrant,"['send', 'mexico', 'dumped', 'imigrant', 'offshore', '300', 'body', 'miles', 'alive', 'bag']","['They should be dumped 300 miles offshore if they make it back alive then send them back to Mexico in a body bag', 'They should be dumped 300 miles offshore if they make it back alive then send them back to Mexico in a body bag', 'They should be dumped 300 miles offshore if they make it back alive then send them back to Mexico in a body bag']"
19,25,19_mexicans_garbage_are_ther,"['mexicans', 'garbage', 'are', 'ther', 'mexico', 'spanish', 'kiki', 'wipeout', 'disabled', 'hybrid']","['+Kiki Melendez do you know Mexicans are hybrid race! Half European White Italian Spaniard and the dogs they came over here to fuck created Mexicans', '+Kiki Melendez do you know Mexicans are hybrid race! Half European White Italian Spaniard and the dogs they came over here to fuck created Mexicans', '+Kiki Melendez do you know Mexicans are hybrid race! Half European White Italian Spaniard and the dogs they came over here to fuck created Mexicans']"
20,24,20_will_are_israel_you,"['will', 'are', 'israel', 'you', 'latinos', 'trump', 'semite', 'mexicans', 'not', 'kill']","['Trump hopes more Latinos are murdered, and he will continue to guide his supporters to commit acts of terrorism.', 'Trump hopes more Latinos are murdered, and he will continue to guide his supporters to commit acts of terrorism.', 'Trump hopes more Latinos are murdered, and he will continue to guide his supporters to commit acts of terrorism.']"
21,24,21_very_omar_barbaric_god,"['very', 'omar', 'barbaric', 'god', 'east', 'middle', 'rashid', 'pigs', 'ppl', 'watching']","['My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.', 'My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.', 'My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.']"
22,23,22_obama_taken_trash_kicked,"['obama', 'taken', 'trash', 'kicked', 'brought', 'country', 'own', 'there', 'send', 'all']","['They all need to be Kicked, taken out of our country. Obama brought them all in Illegally. Send the Trash back to there own country', 'They all need to be Kicked, taken out of our country. Obama brought them all in Illegally. Send the Trash back to there own country', 'They all need to be Kicked, taken out of our country. Obama brought them all in Illegally. Send the Trash back to there own country']"
23,20,23_minorities_non_shit_fuck,"['minorities', 'non', 'shit', 'fuck', 'white', 'avoiding', 'decides', 'spree', 'overweight', 'majority']","[""All overweight.. majority non white. Ok thanks, I'll be avoiding that shithole before the next non white decides to go on a shooting spree."", ""All overweight.. majority non white. Ok thanks, I'll be avoiding that shithole before the next non white decides to go on a shooting spree."", ""All overweight.. majority non white. Ok thanks, I'll be avoiding that shithole before the next non white decides to go on a shooting spree.""]"
24,19,24_she_latina_skank_her,"['she', 'latina', 'skank', 'her', 'basic', 'shes', 'with', 'bitch', 'loads', 'suuuper']","["">Scabs said he's a 'suuuper lazy lover in the sack' so no wonder this Mexican bitch with her fake ass and tits and face is off catching loads from every pencil dick in Hollywood. \u200b She's so insanely basic, but Schrawb loves that kind of basic personality to go with his."", "">Scabs said he's a 'suuuper lazy lover in the sack' so no wonder this Mexican bitch with her fake ass and tits and face is off catching loads from every pencil dick in Hollywood. \u200b She's so insanely basic, but Schrawb loves that kind of basic personality to go with his."", "">Scabs said he's a 'suuuper lazy lover in the sack' so no wonder this Mexican bitch with her fake ass and tits and face is off catching loads from every pencil dick in Hollywood. \u200b She's so insanely basic, but Schrawb loves that kind of basic personality to go with his.""]"
25,18,25_greasy_look_liars_sweating,"['greasy', 'look', 'liars', 'sweating', 'shiny', 'are', 'video', 'typical', 'smelly', 'anywhere']","['Mexicans get greasy sweating in just a day. Why do all of those illegals not look greasy and shiny in the video? Because they are liars and they came here illegally. They are typical criminals.', 'Mexicans get greasy sweating in just a day. Why do all of those illegals not look greasy and shiny in the video? Because they are liars and they came here illegally. They are typical criminals.', 'Mexicans get greasy sweating in just a day. Why do all of those illegals not look greasy and shiny in the video? Because they are liars and they came here illegally. They are typical criminals.']"
26,17,26_racist_raza_game_la,"['racist', 'raza', 'game', 'la', 'say', 'mexicans', 'braindead', 'list', 'insulting', 'excuses']","['Another braindead mexican making excuses because he sucks at the game. Wow, insulting anericans is cool and all but say one word about mexicans and youre immediately a racist. Shut the fuck up mexicano and play another game', 'Another braindead mexican making excuses because he sucks at the game. Wow, insulting anericans is cool and all but say one word about mexicans and youre immediately a racist. Shut the fuck up mexicano and play another game', 'Another braindead mexican making excuses because he sucks at the game. Wow, insulting anericans is cool and all but say one word about mexicans and youre immediately a racist. Shut the fuck up mexicano and play another game']"
27,16,27_chapo_fag_go_cth,"['chapo', 'fag', 'go', 'cth', 'fags', 'without', 'helicopter', 'sheeps', 'he', 'clothing']","['Go back to CTH, chapo fag.', 'Go back to CTH, chapo fag.', 'Go back to CTH, chapo fag.']"
28,16,28_white_please_america_ruined,"['white', 'please', 'america', 'ruined', 'fu', 'citizen', 'foreigners', 'make', 'becoming', 'republicans']","['SHIP THEM OUT!!! ALL OF THEM. MAKE AMERICA WHITE AGAIN. NOT A CITIZEN? Here illegally? FU. Blacks and foreigners ruined this country.', 'SHIP THEM OUT!!! ALL OF THEM. MAKE AMERICA WHITE AGAIN. NOT A CITIZEN? Here illegally? FU. Blacks and foreigners ruined this country.', 'SHIP THEM OUT!!! ALL OF THEM. MAKE AMERICA WHITE AGAIN. NOT A CITIZEN? Here illegally? FU. Blacks and foreigners ruined this country.']"
29,16,29_beaner_shut_hearsum_kys,"['beaner', 'shut', 'hearsum', 'kys', 'okay', 'notsaga', 'munching', 'paraliizerr', 'taco', 'youtube']","['shut up beaner', 'shut up beaner', 'shut up beaner']"
30,15,30_ilhanmn_her_deportation_till,"['ilhanmn', 'her', 'deportation', 'till', 'send', 'ipocrita', 'seats', 'lose', 'katiepavlich', 'repaoc']","[""@mychalmassie @IlhanMN @Ilhan Ilhan, either assimilate into the customs and cultures of Americans or remove yourself from office. Thus far, your actions show you're on a mission to impose Sharia law on America. Alert! We will not allow you to get us even the tiniest bit pregnant with Sharia. So stop it now!!"", '@IlhanMN : The biggest racist of all ! Hates the Jewish & American people and this country can\'t wait till they ""send her back"" Deportation ! @IlhanMN @RepAOC are about to lose their seats in congress. URL', '@IlhanMN : The biggest racist of all ! Hates the Jewish & American people and this country can\'t wait till they ""send her back"" Deportation ! @IlhanMN @RepAOC are about to lose their seats in congress. URL']"
31,14,31_your_religion_muslim_you,"['your', 'religion', 'muslim', 'you', 'one', 'will', 'islamophobes', 'compatriots', 'behead', 'beheading']","[""Of course we're Islamophobes. It is your religion that calls for the beheading of ALL that will not submit. And you two moron Hispanics, your Muslim compatriots will one day behead your children. Unless you pull your leftist heads out of the place where eyes can't see."", ""Of course we're Islamophobes. It is your religion that calls for the beheading of ALL that will not submit. And you two moron Hispanics, your Muslim compatriots will one day behead your children. Unless you pull your leftist heads out of the place where eyes can't see."", ""Of course we're Islamophobes. It is your religion that calls for the beheading of ALL that will not submit. And you two moron Hispanics, your Muslim compatriots will one day behead your children. Unless you pull your leftist heads out of the place where eyes can't see.""]"
32,13,32_hitler_solution_holocaust_jews,"['hitler', 'solution', 'holocaust', 'jews', 'confronts', 'finish', 'street', 'jew', 'didnt', 'ur']","[""Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then."", ""Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then."", ""Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.""]"
33,13,33_deported_should_every_slant,"['deported', 'should', 'every', 'slant', 'chinatown', 'bulldozed', 'be', 'those', 'gook', 'killed']","['Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.', 'Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.', 'Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.']"
34,13,34_him_put_he_jail,"['him', 'put', 'he', 'jail', 'wit', 'mexicans', 'his', 'prison', 'scape', 'just']","['Put all those Mexicans in jail. I hate people like him. Hope he does not scape', 'Put all those Mexicans in jail. I hate people like him. Hope he does not scape', 'Put all those Mexicans in jail. I hate people like him. Hope he does not scape']"
35,13,35_kik_digital_twisteddom43_spic,"['kik', 'digital', 'twisteddom43', 'spic', 'literally', 'faggot', 'sevancruz', 'light', 'retarted', 'hell']","['Kik me you dirty spic Twisteddom43', '@SevanCruz Youre literally mentally retarted you fucking light spic', '@SevanCruz Youre literally mentally retarted you fucking light spic']"
36,12,36_there_glad_blame_reports,"['there', 'glad', 'blame', 'reports', 'places', 'losing', 'goldilocks', 'hmmm', 'minority', 'voted']","[""Hmmm. All the places that voted for Goldilocks. Blame the immigrants and people of color. Anyway I'm glad there are no reports of anyone losing their lives."", ""Hmmm. All the places that voted for Goldilocks. Blame the immigrants and people of color. Anyway I'm glad there are no reports of anyone losing their lives."", ""Hmmm. All the places that voted for Goldilocks. Blame the immigrants and people of color. Anyway I'm glad there are no reports of anyone losing their lives.""]"
37,12,37_shithole_go_your_cares,"['shithole', 'go', 'your', 'cares', 'bitch', 'country', 'who', 'world', '3rd', 'you']","['Who cares go back to your country', 'Go back to your third world shithole bitch', 'I miss you, you racist cocksucker. How is your 3rd world shithole city shaping up for baseball and football season? Are you excited to see them follow the example of your shithole country? Inbred bitch.']"
38,11,38_border_barbarians_island_brown,"['border', 'barbarians', 'island', 'brown', 'bye', 'citizens', 'corruption', 'supporting', 'sink', 'pr']","['They should sink the island, seems to be full of corruption. US citizens are tired of supporting, freeloading Latinos. PR, Mexico and invaders of Central America.', 'They should sink the island, seems to be full of corruption. US citizens are tired of supporting, freeloading Latinos. PR, Mexico and invaders of Central America.', 'They should sink the island, seems to be full of corruption. US citizens are tired of supporting, freeloading Latinos. PR, Mexico and invaders of Central America.']"
39,11,39_mother_destroy_take_outta,"['mother', 'destroy', 'take', 'outta', 'our', '2o20', 'todays', 'proof', 'assimilating', 'ing']","[""Rose your not a Mother, your a Mother F -- er . Don't encourage Family members to head to our Borders. Go down to Central America and do something Bitch. America can't take in the whole f -ing world. This Asylum Bull shit is a con job, to Destroy our economy and destroy our Nation !!!. FUCK OFF !!!. Trump 2O20."", ""Rose your not a Mother, your a Mother F -- er . Don't encourage Family members to head to our Borders. Go down to Central America and do something Bitch. America can't take in the whole f -ing world. This Asylum Bull shit is a con job, to Destroy our economy and destroy our Nation !!!. FUCK OFF !!!. Trump 2O20."", ""Rose your not a Mother, your a Mother F -- er . Don't encourage Family members to head to our Borders. Go down to Central America and do something Bitch. America can't take in the whole f -ing world. This Asylum Bull shit is a con job, to Destroy our economy and destroy our Nation !!!. FUCK OFF !!!. Trump 2O20.""]"
40,11,40_eat_are_cockroaches_pangolin,"['eat', 'are', 'cockroaches', 'pangolin', 'property', 'technology', 'appetites', 'extinct', 'determined', 'wiped']","[""That's no excuse for stealing other people's technology and research and intellectual property You're all a bunch of human cockroaches is what you are And your food is disgusting on top of that you assholes will eat anything to the point where you'll make any creature go extinct because of your fucking appetites You chinks are determined to eat every Pangolin until they are all wiped off the earth"", ""That's no excuse for stealing other people's technology and research and intellectual property You're all a bunch of human cockroaches is what you are And your food is disgusting on top of that you assholes will eat anything to the point where you'll make any creature go extinct because of your fucking appetites You chinks are determined to eat every Pangolin until they are all wiped off the earth"", ""That's no excuse for stealing other people's technology and research and intellectual property You're all a bunch of human cockroaches is what you are And your food is disgusting on top of that you assholes will eat anything to the point where you'll make any creature go extinct because of your fucking appetites You chinks are determined to eat every Pangolin until they are all wiped off the earth""]"
41,11,41_jews_kike_niggerloving_fatass,"['jews', 'kike', 'niggerloving', 'fatass', 'faggots', 'sucking', 'dick', 'stop', 'faggot', 'gaping']","[""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", 'Fuck: Kikes Spicks Niggers Faggots Trannys Commies Faggot niggers  Dirty Zionist Kikes Jews Jews Jews Dune Coons Your mom Anal gaping aids carrying faggots Jews again Talib Kweli Donald Trump  Niggers  Jews And Jews.', 'Fuck: Kikes Spicks Niggers Faggots Trannys Commies Faggot niggers  Dirty Zionist Kikes Jews Jews Jews Dune Coons Your mom Anal gaping aids carrying faggots Jews again Talib Kweli Donald Trump  Niggers  Jews And Jews.']"
