Topic,Count,Name,Representation,Representative_Docs
9,87,9_iran_to_with_iranian,"['iran', 'to', 'with', 'iranian', 'who', 'iranians', 'time', 'its', 'bomb', 'do']","['Time to BOMB IRAN', 'Time to BOMB IRAN', 'We should bomb the fuck out of Iran.']"
10,84,10_know_colder_camcoles_somebody,"['know', 'colder', 'camcoles', 'somebody', 'faced', 'monkey', 'name', 'immigrant', 'what', 'dont']","[""@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant"", ""@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant"", ""@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant""]"
11,80,11_am_their_for_to,"['am', 'their', 'for', 'to', 'back', 'mexicoguatemala', 'whitemexicanblack', 'unacceptable', 'suit', 'ways']","['This is why we won, because Americans know that giving these people power for another day is unacceptable. We need to fight back against the Synagogue and their White/Mexican/Black Communist useful idiots they get to do their dirty work for them. I am armed and I am ready for these scum if they try to resist being sent back to Mexico/Guatemala all these illegal invaders that want to invade our nations and change it to suit their savage ways. Illegals must die.', 'This is why we won, because Americans know that giving these people power for another day is unacceptable. We need to fight back against the Synagogue and their White/Mexican/Black Communist useful idiots they get to do their dirty work for them. I am armed and I am ready for these scum if they try to resist being sent back to Mexico/Guatemala all these illegal invaders that want to invade our nations and change it to suit their savage ways. Illegals must die.', 'This is why we won, because Americans know that giving these people power for another day is unacceptable. We need to fight back against the Synagogue and their White/Mexican/Black Communist useful idiots they get to do their dirty work for them. I am armed and I am ready for these scum if they try to resist being sent back to Mexico/Guatemala all these illegal invaders that want to invade our nations and change it to suit their savage ways. Illegals must die.']"
12,71,12_are_not_our_antichrist,"['are', 'not', 'our', 'antichrist', 'subversive', 'babylonian', 'signatures', 'brethren', 'serpent', 'declaration']","['There are not any jew signatures on our Declaration of Independence Those subversive Babylonian blood sucking serpent seed Kenite vampires are not out Founding Fathers posterity. They are not our brethren. They are Christ killers. They are Anti-Christ.', 'There are not any jew signatures on our Declaration of Independence Those subversive Babylonian blood sucking serpent seed Kenite vampires are not out Founding Fathers posterity. They are not our brethren. They are Christ killers. They are Anti-Christ.', 'There are not any jew signatures on our Declaration of Independence Those subversive Babylonian blood sucking serpent seed Kenite vampires are not out Founding Fathers posterity. They are not our brethren. They are Christ killers. They are Anti-Christ.']"
13,66,13_deport_back_where_immigrants,"['deport', 'back', 'where', 'immigrants', 'them', 'send', 'to', 'illegal', 'theyre', 'america']","['Where are the pictures of the illegal bolshiveks, Israelis, and other war profiteering immigrants. Oh, theyre building new houses in Socal freshly burned for them by their luciferian zionist ""elders."" Seek the creator, cherish sacred women, and, dipshit swarzenegger nerds, get off the barbitols.', 'Where are the pictures of the illegal bolshiveks, Israelis, and other war profiteering immigrants. Oh, theyre building new houses in Socal freshly burned for them by their luciferian zionist ""elders."" Seek the creator, cherish sacred women, and, dipshit swarzenegger nerds, get off the barbitols.', 'Where are the pictures of the illegal bolshiveks, Israelis, and other war profiteering immigrants. Oh, theyre building new houses in Socal freshly burned for them by their luciferian zionist ""elders."" Seek the creator, cherish sacred women, and, dipshit swarzenegger nerds, get off the barbitols.']"
14,63,14_holocaust_happened_wish_actually,"['holocaust', 'happened', 'wish', 'actually', 'much', 'jews', 'so', 'hate', 'the', 'deserve']","['i hate jews so much i wish the holocaust actually happened', 'i hate jews so much i wish the holocaust actually happened', 'i hate jews so much i wish the holocaust actually happened']"
15,57,15_saudi_saudis_nuke_arabia,"['saudi', 'saudis', 'nuke', 'arabia', 'bombs', 'east', 'middle', 'off', 'the', 'after']","[""I agree that Ethan sometimes says some uneducated things but you as an arab have no right to call out anyone else's behaviour. You arabs are light years away from anything resembling civilization or humanity, and are consistently responsible for the worst human rights abuses currently plaguing this earth. If any country deserves to get nuked it's any of the arab ones especially Saudi Arabia because the work would be better off after your excruciating death."", ""I agree that Ethan sometimes says some uneducated things but you as an arab have no right to call out anyone else's behaviour. You arabs are light years away from anything resembling civilization or humanity, and are consistently responsible for the worst human rights abuses currently plaguing this earth. If any country deserves to get nuked it's any of the arab ones especially Saudi Arabia because the work would be better off after your excruciating death."", ""I agree that Ethan sometimes says some uneducated things but you as an arab have no right to call out anyone else's behaviour. You arabs are light years away from anything resembling civilization or humanity, and are consistently responsible for the worst human rights abuses currently plaguing this earth. If any country deserves to get nuked it's any of the arab ones especially Saudi Arabia because the work would be better off after your excruciating death.""]"
16,57,16_isis_syria_in_you,"['isis', 'syria', 'in', 'you', 'for', 'doing', 'an', 'watch', 'daesh', 'evil']","[""Please go back from wence you came. You foul vile ... woman? You are a terrorist living in America. Hells got a special place for you.. And it ain't in America. Should wrap you in an American flag and drop you in Syria. Then just get the popcorn out and watch the show."", ""Please go back from wence you came. You foul vile ... woman? You are a terrorist living in America. Hells got a special place for you.. And it ain't in America. Should wrap you in an American flag and drop you in Syria. Then just get the popcorn out and watch the show."", ""Please go back from wence you came. You foul vile ... woman? You are a terrorist living in America. Hells got a special place for you.. And it ain't in America. Should wrap you in an American flag and drop you in Syria. Then just get the popcorn out and watch the show.""]"
17,56,17_finish_confronts_hitler_street,"['finish', 'confronts', 'hitler', 'street', 'didnt', 'ur', 'then', 'jew', 'what', 'nigger']","[""Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then."", ""Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then."", ""Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.""]"
18,53,18_brown_white_people_countries,"['brown', 'white', 'people', 'countries', 'kids', 'werent', 'supremacists', 'rats', 'need', 'america']","[""The President is right. These 4 brown communist rats should be kicked out of America. The founding fathers weren't brown...they were all white, remember?"", ""The President is right. These 4 brown communist rats should be kicked out of America. The founding fathers weren't brown...they were all white, remember?"", ""The President is right. These 4 brown communist rats should be kicked out of America. The founding fathers weren't brown...they were all white, remember?""]"
19,51,19_paki_pakistani_pakistan_porkistani,"['paki', 'pakistani', 'pakistan', 'porkistani', 'thats', 'url', 'skanks', 'are', 'you', 'dumb']","['Thats porkistan you turd flinging monkey . Stop spreading lies you imbecile . I wonder why paki skanks dont abort their children more you porkistani scum are disgusting dirty shit reaking scum. Paki sluts are the best for practicing to fuck espexailly the conservatives one lol. I know so many Hindu men butt fucking porkistani skanks that are married and throat fucking them . Paki women love sucking our lund while dread the thought of even touching you inbred low iq beta porkistani insecure male.', 'Thats porkistan you turd flinging monkey . Stop spreading lies you imbecile . I wonder why paki skanks dont abort their children more you porkistani scum are disgusting dirty shit reaking scum. Paki sluts are the best for practicing to fuck espexailly the conservatives one lol. I know so many Hindu men butt fucking porkistani skanks that are married and throat fucking them . Paki women love sucking our lund while dread the thought of even touching you inbred low iq beta porkistani insecure male.', 'Thats porkistan you turd flinging monkey . Stop spreading lies you imbecile . I wonder why paki skanks dont abort their children more you porkistani scum are disgusting dirty shit reaking scum. Paki sluts are the best for practicing to fuck espexailly the conservatives one lol. I know so many Hindu men butt fucking porkistani skanks that are married and throat fucking them . Paki women love sucking our lund while dread the thought of even touching you inbred low iq beta porkistani insecure male.']"
20,50,20_arabs_camel_shit_arab,"['arabs', 'camel', 'shit', 'arab', 'such', 'religiously', 'then', 'things', 'ass', 'analogy']","['It\'s just Arab shit. Whites are depigmented Arabs. As such, everything they do must be justified religiously, Islam and christianity are the same shit. They cannot into reality.  This also reflects in so called ""liberal"" values. They religiously love things like ""freedom"" and ""animals"" without even realizing their relationship to these things, and why their claimed espousal actually makes no sense (not to mention that they\'re often blatantly hypocritical when the shoe is on their foot)', 'It\'s just Arab shit. Whites are depigmented Arabs. As such, everything they do must be justified religiously, Islam and christianity are the same shit. They cannot into reality.  This also reflects in so called ""liberal"" values. They religiously love things like ""freedom"" and ""animals"" without even realizing their relationship to these things, and why their claimed espousal actually makes no sense (not to mention that they\'re often blatantly hypocritical when the shoe is on their foot)', 'It\'s just Arab shit. Whites are depigmented Arabs. As such, everything they do must be justified religiously, Islam and christianity are the same shit. They cannot into reality.  This also reflects in so called ""liberal"" values. They religiously love things like ""freedom"" and ""animals"" without even realizing their relationship to these things, and why their claimed espousal actually makes no sense (not to mention that they\'re often blatantly hypocritical when the shoe is on their foot)']"
21,50,21_her_omar_ilhan_she,"['her', 'omar', 'ilhan', 'she', 'back', 'terrorist', 'to', 'is', 'racist', 'his']","['ILHAN OMAR IS A RACIST, TERRORIST!!! SEND HER BACK', 'ILHAN OMAR IS A RACIST, TERRORIST!!! SEND HER BACK', 'ILHAN OMAR IS A RACIST, TERRORIST!!! SEND HER BACK']"
22,48,22_learn_language_useless_immigrant,"['learn', 'language', 'useless', 'immigrant', 'fucking', 'you', 'the', 'fucktards', 'righteous', 'dealing']","['Learn the fucking language you fucking useless immigrant.', 'Learn the fucking language you fucking useless immigrant.', 'Learn the fucking language you fucking useless immigrant.']"
23,47,23_cum_your_indian_ass,"['cum', 'your', 'indian', 'ass', 'with', 'bitch', 'smelly', 'cunt', 'url', 'my']","['Can you fuck ths indian aunty sweet smelly ass URL', ""I'd fuck your thick ass curry flavored cunt until I filled your cervix with my fresh hot cum. I want your belly and tits to swell up and give your body a purpose aside from whoring yourself online. I want you to be my little Indian slut slave. You want my thick hard white American dick to put a baby in you?"", ""I'd fuck your thick ass curry flavored cunt until I filled your cervix with my fresh hot cum. I want your belly and tits to swell up and give your body a purpose aside from whoring yourself online. I want you to be my little Indian slut slave. You want my thick hard white American dick to put a baby in you?""]"
24,46,24_palestinians_zionist_terrorist_israel,"['palestinians', 'zionist', 'terrorist', 'israel', 'palestine', 'nation', 'israelis', 'are', 'more', 'zionists']","[""Ah yes... Killing jews, I remember that Hitler used to think that Jewish people where less human for some stupid racist reasons and that they didn't deserve to live in Deutchland. Please, tell me more about how come Palestinians are less humans so they don't have the right to call the land they live on a nation. Maybe I was wrong and Israël's war on Palestinians is legitimate.. Maybe Palestinians are 3 sub-humans in a trenchcoat and Israël is just on a big funny safari."", ""Just because you racist liberal retards flood this subreddit doesn't mean you're right or that anyone gives a fuck about your disgusting agenda. Palestinians are run by a terrorist organization and rather than feeding their own people they build tunnels and wage war. They're a blight on the world. Get your head out of your ass you racist pos."", ""Just because you racist liberal retards flood this subreddit doesn't mean you're right or that anyone gives a fuck about your disgusting agenda. Palestinians are run by a terrorist organization and rather than feeding their own people they build tunnels and wage war. They're a blight on the world. Get your head out of your ass you racist pos.""]"
25,45,25_he_his_was_pedophile,"['he', 'his', 'was', 'pedophile', 'your', 'in', 'botanist', 'like', '95', 'to']","[""@AshleyW838 @Donna40517794 Those muslims are ass freaks. Just ask all the young boys they rape. Just because your daddy likes to do you in the ass doesn't make it right for you to do it to your family members. Sick puppies. Every last one."", 'Yup , you are not wrong , this hateful mongloid u/AsadOfAndalus is obsessed with us and I bet he jumped out of his chair with joy when he first heard of this story. I wonder how he mentally justifies in his head that his kaafir parents are gonna burn in hell for eternity by the merciful ALLAH. Isnt there a hadith which says kaafir women from hell will be taken out of the hellfire to sexually serve muslim men in heaven? Maybe ASAD can cut a deal with ALLAH and get his infidel mom out of hell to then be a sex slave for all his muslim buddies in heaven.¯\\_(ツ)_/¯', 'Yup , you are not wrong , this hateful mongloid u/AsadOfAndalus is obsessed with us and I bet he jumped out of his chair with joy when he first heard of this story. I wonder how he mentally justifies in his head that his kaafir parents are gonna burn in hell for eternity by the merciful ALLAH. Isnt there a hadith which says kaafir women from hell will be taken out of the hellfire to sexually serve muslim men in heaven? Maybe ASAD can cut a deal with ALLAH and get his infidel mom out of hell to then be a sex slave for all his muslim buddies in heaven.¯\\_(ツ)_/¯']"
26,30,26_her_she_shes_ever,"['her', 'she', 'shes', 'ever', 'hanged', 'uncle', 'blah', 'is', 'hiding', 'laden']","[""When will arabs ever become humans? This is retarded. She's just 10 years old and she did nothing wrong. Her father and uncle should be hanged and killed in public."", ""When will arabs ever become humans? This is retarded. She's just 10 years old and she did nothing wrong. Her father and uncle should be hanged and killed in public."", ""When will arabs ever become humans? This is retarded. She's just 10 years old and she did nothing wrong. Her father and uncle should be hanged and killed in public.""]"
27,29,27_kike_niggerloving_fatass_dick,"['kike', 'niggerloving', 'fatass', 'dick', 'stop', 'sucking', 'that', 'jews', 'faggots', 'you']","[""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", ""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", ""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE""]"
28,29,28_losangeles_gook_deported_killed,"['losangeles', 'gook', 'deported', 'killed', 'every', 'should', 'be', 'in', 'or', 'slant']","['Every gook in #LosAngeles should be deported or killed.', 'Every gook in #LosAngeles should be deported or killed.', 'Every gook in #LosAngeles should be deported or killed.']"
29,25,29_white_racist_me_you,"['white', 'racist', 'me', 'you', 'mods', 'youre', 'its', 'yourselves', 'yall', 'who']","[""Found the Congo on URL >Kid was Indian or Arab. Guaranteed. >You're fucking scum, it was probably you. >Find your safe space. >fuck off you airplane wanker. you probably diddle little kids you racist slob >Ok. I can see you're raging. Try to find your raging. Try to find your safe space. >DM me your asshole and call me daddy you twink slut"", 'I am white. You mods are racist scum and you can go ahead and ban me to save the effort of unsubscribing. Go fuck yourselves. White white white white white white white white whiiiiiiiiiiiiiiiiiiiiiiiite', 'I am white. You mods are racist scum and you can go ahead and ban me to save the effort of unsubscribing. Go fuck yourselves. White white white white white white white white whiiiiiiiiiiiiiiiiiiiiiiiite']"
30,25,30_israel_fuck_section_comment,"['israel', 'fuck', 'section', 'comment', 'israeli', 'fucks', 'lapdogs', 'israelites', 'believes', 'isreal']","['Fuck Israel, fuck Jews', 'Fuck Israel!', 'FUCK ISRAEL']"
31,23,31_shithole_3rd_third_back,"['shithole', '3rd', 'third', 'back', 'dead', 'to', 'world', 'ugly', 'kick', 'holes']","[""They're more than welcome to take their brain dead asses back to their shithole country."", ""Please. You 3rd world mongrels would be destroyed in a week if we decided you needed to go. Don't you realize you come from a failed race and we surpassed you in less than 150 years? Tiny Britain enslaved you pieces of shit. You think you have a chance against the USA?  You mutts are so fucking stupid. No wonder you're country is such a shithole disgrace."", 'Go back to your third world shithole bitch']"
32,22,32_mecca_mean_take_with,"['mecca', 'mean', 'take', 'with', 'your', 'it', 'you', 'as', 'illegalaliens', 'rugs']","[""Here's how to fix it ALL! PACK!! You have a problem, you see that Country you came from, get with it DIS!! YOU the terrorist you mean?? Because it IS what I mean so take your prayer rugs, liberalism ,quran, hadith, muhammed, allahs and find mecca!"", ""Here's how to fix it ALL! PACK!! You have a problem, you see that Country you came from, get with it DIS!! YOU the terrorist you mean?? Because it IS what I mean so take your prayer rugs, liberalism ,quran, hadith, muhammed, allahs and find mecca!"", ""Here's how to fix it ALL! PACK!! You have a problem, you see that Country you came from, get with it DIS!! YOU the terrorist you mean?? Because it IS what I mean so take your prayer rugs, liberalism ,quran, hadith, muhammed, allahs and find mecca!""]"
33,22,33_solution_germany_nazis_war,"['solution', 'germany', 'nazis', 'war', 'final', 'cucks', 'boomers', 'river', 'hitler', 'ragheads']","['Germany was invaded by niggers and arabs but you make a show to old boomers on river. Worst army in the world, CUCKS.', 'Germany was invaded by niggers and arabs but you make a show to old boomers on river. Worst army in the world, CUCKS.', 'Germany was invaded by niggers and arabs but you make a show to old boomers on river. Worst army in the world, CUCKS.']"
34,22,34_take_intent_citizens_antiamerican,"['take', 'intent', 'citizens', 'antiamerican', 'america', 'ilhanmn', 'usa', 'your', 'down', 'stand']","[""No one can stand your HATE for us all. Not Muslim. All of you speak HATE. Promote Isis. And climate isn't gunnasave soicislit communist DNC lol nurd group. From getting washed off usa earth out of power. Yes we are taking back our country's with trumps help"", 'Dear Jesus ,  We have a bunch of lunatics that worship some dog named Allah trying hijack America, democrats that steal from us & then lie about it , illegal aliens that rape & murder our citizens & frankly we could use a little help down here PLEASE ! #KAG URL', 'Dear Jesus ,  We have a bunch of lunatics that worship some dog named Allah trying hijack America, democrats that steal from us & then lie about it , illegal aliens that rape & murder our citizens & frankly we could use a little help down here PLEASE ! #KAG URL']"
35,20,35_po_wa_muslims_give,"['po', 'wa', 'muslims', 'give', 'loses', 'yalls', 'wins', 'facking', 'whoever', 'muzzeled']","[""I don't give a shit whoever wins or loses, the only damn thing I care about is for my county NOT to take more hairy ugly muslims in. They should all die and facking burn! Shitty muslims."", ""I don't give a shit whoever wins or loses, the only damn thing I care about is for my county NOT to take more hairy ugly muslims in. They should all die and facking burn! Shitty muslims."", ""I don't give a shit whoever wins or loses, the only damn thing I care about is for my county NOT to take more hairy ugly muslims in. They should all die and facking burn! Shitty muslims.""]"
36,20,36_perfect_who_canada_in,"['perfect', 'who', 'canada', 'in', 'off', 'gutter', 'street', 'to', 'shit', 'idiots']","['this is ted. they want to push a not too subtle agenda. didn\'t you notice all the arabs and dindus who come on to ""shatter stereotypes"". This moron advocated ignoring native canadian poor and needy to help give more resources to brown muslim economic refugees and their litters who are in the country to leech off welfare. great advice to herald in your own destruction. no wonder the muslims sneer and laugh in the faces of these useful idiots.', 'this is ted. they want to push a not too subtle agenda. didn\'t you notice all the arabs and dindus who come on to ""shatter stereotypes"". This moron advocated ignoring native canadian poor and needy to help give more resources to brown muslim economic refugees and their litters who are in the country to leech off welfare. great advice to herald in your own destruction. no wonder the muslims sneer and laugh in the faces of these useful idiots.', 'this is ted. they want to push a not too subtle agenda. didn\'t you notice all the arabs and dindus who come on to ""shatter stereotypes"". This moron advocated ignoring native canadian poor and needy to help give more resources to brown muslim economic refugees and their litters who are in the country to leech off welfare. great advice to herald in your own destruction. no wonder the muslims sneer and laugh in the faces of these useful idiots.']"
37,19,37_indians_shit_indian_india,"['indians', 'shit', 'indian', 'india', 'streets', 'jay', 'skinny', 'nope', 'nl', 'patel']","['Fucking indians i hate dis country fuck you grandpa u peace of shit', ""we all know Indians are fucking stupid ... they killing their own country not only with the gangi river but letting their so call 'holy cows' shit in streets ... they got a rat temple smfh thats dirty"", 'Haha! Salty Indians! #GetRidOfGloves Snobbish Indians think they can get away with everything. Tw@s! Feck off!! 😂 #Dhoni: Indians furious after ICC ruling on military cricket gloves URL']"
38,18,38_lands_ancient_brains_reset,"['lands', 'ancient', 'brains', 'reset', 'aggressive', 'miyetti', 'greedy', 'in', 'invasion', 'jihadi']","[""It's like these Miyetti Allah people need a real invasion of their lands to reset their aggressive, greedy brains."", 'Fuck of jihadi b@sturd! You genocidal murderer savages invaded our country for centuries, carved it up into three, took away 1/3 of sacred lands with ancient temples, butchered millions in 1946-48 by direct action plus partition and now dare to preach politeness! Madarfakkar!! URL', 'Fuck of jihadi b@sturd! You genocidal murderer savages invaded our country for centuries, carved it up into three, took away 1/3 of sacred lands with ancient temples, butchered millions in 1946-48 by direct action plus partition and now dare to preach politeness! Madarfakkar!! URL']"
39,18,39_kashmir_kashmiris_indian_durka,"['kashmir', 'kashmiris', 'indian', 'durka', 'url', 'terrorist', 'india', 'aliens', 'hes', 'with']","[""Indian kill the Kashmiris and some puppet said Kashmiri's lives with India not with Pakistan Chutiye #UNandOICsaveKashmiri URL"", 'I urge all brave sikh, Muslim, Christian & Dalit soldiers in Indian army to DO HARM KASHMIR PEOPLE. THEY ARE UNDER ILLEGAL OCCUPATION.  KASHMIRI HAVE EVERY RIGHT TO SELF DEFENSE  #KashmirParFinalFight #Kashmir  #KashmirBleeds  #IndianarmyinKashmir  #KashmirHamaraHai', 'I urge all brave sikh, Muslim, Christian & Dalit soldiers in Indian army to DO HARM KASHMIR PEOPLE. THEY ARE UNDER ILLEGAL OCCUPATION.  KASHMIRI HAVE EVERY RIGHT TO SELF DEFENSE  #KashmirParFinalFight #Kashmir  #KashmirBleeds  #IndianarmyinKashmir  #KashmirHamaraHai']"
40,17,40_infant_abortion_sand_just,"['infant', 'abortion', 'sand', 'just', 'me', 'let', 'kids', 'off', 'babies', 'people']","['Yeah fuck them sand people let me just go get a abortion and kill off a infant', 'Yeah fuck them sand people let me just go get a abortion and kill off a infant', 'Yeah fuck them sand people let me just go get a abortion and kill off a infant']"
