Topic,Count,Name,Representation,Representative_Docs
9,122,9_assimilate_or_attacks_secular,"['assimilate', 'or', 'attacks', 'secular', 'prepared', 'threaten', 'democracy', 'terror', 'assault', 'plan']","[""GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!"", ""GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!"", ""GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!""]"
10,117,10_wetbacks_sorrynotsorry_l1ltr4p_losers,"['wetbacks', 'sorrynotsorry', 'l1ltr4p', 'losers', 'fucking', 'reading', 'seem', 'post', 'lol', 'more']","['@L1LTR4P fucking losers wetbacks #SorryNotSorry', '@L1LTR4P fucking losers wetbacks #SorryNotSorry', '@L1LTR4P fucking losers wetbacks #SorryNotSorry']"
11,93,11_her_somalia_she_omar,"['her', 'somalia', 'she', 'omar', 'ilhan', 'who', 'brother', 'then', 'go', 'ilhanmn']","['Omar needs to be deported send her back to Somalia and let her vent then and complain she would be stoned to death', ""Send her back, Ilhan Omar go back to Somalia were you belong. America don't want you here. President Trump strip her citizenship and deport her. Shame on you Omar you are snake in this country."", 'Deport her send her back to Somalia she is a terrorist piece of shit.']"
12,63,12_asian_chong_ching_land,"['asian', 'chong', 'ching', 'land', 'idiot', 'stupid', 'bitch', 'an', 'youre', 'go']","[""Stupid Asian Bitch You're an idiot and you should go back to ching chong land"", ""Stupid Asian Bitch You're an idiot and you should go back to ching chong land"", ""Stupid Asian Bitch You're an idiot and you should go back to ching chong land""]"
13,53,13_deport_etc_fake_france,"['deport', 'etc', 'fake', 'france', 'ignoring', 'please', 'motherfucker', 'destroying', 'two', 'million']","['Deport them All.', 'Deport them all.', 'Deport them All.']"
14,51,14_your_go_fuck_dick,"['your', 'go', 'fuck', 'dick', 'world', 'you', 'my', 'cares', 'from', 'third']","[""Found the Congo on URL >Kid was Indian or Arab. Guaranteed. >You're fucking scum, it was probably you. >Find your safe space. >fuck off you airplane wanker. you probably diddle little kids you racist slob >Ok. I can see you're raging. Try to find your raging. Try to find your safe space. >DM me your asshole and call me daddy you twink slut"", 'Fuck you and your third world shitholecountry and stop pretending to be American just keep sucking that goat dick pathetic waste of a human', 'Fuck you and your third world shitholecountry and stop pretending to be American just keep sucking that goat dick pathetic waste of a human']"
15,49,15_less_dickhead_minded_suicide,"['less', 'dickhead', 'minded', 'suicide', 'mongs', 'yey', 'strap', 'feeble', 'jealous', 'ion']","['Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.', 'Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.', 'Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.']"
16,49,16_deport_deportation_em_ghetto,"['deport', 'deportation', 'em', 'ghetto', 'they', 'been', 'start', 'still', 'them', 'got']","['@dcexaminer Yeah by letting them in they turned much of America into a ghetto!! They destroyed their own country (into a ghetto) now they have been doing it here! Why is this a surprise?', ""@BBCNews Ya crack em. Chase em out. Knock em down. Be right brutal. Confiscate passports. Lock em in nasty cells long enough to mess up their jobs. Serious high bail. No mercy. Make it so they don't dare show up. Nobody wants them. Bunch of idiot losers."", ""@BBCNews Ya crack em. Chase em out. Knock em down. Be right brutal. Confiscate passports. Lock em in nasty cells long enough to mess up their jobs. Serious high bail. No mercy. Make it so they don't dare show up. Nobody wants them. Bunch of idiot losers.""]"
17,41,17_mexico_mexicans_greasy_its,"['mexico', 'mexicans', 'greasy', 'its', 'your', 'just', 'move', 'are', 'fuckinv', 'criminals']","[""this is not Mexico it's the United States you want Mexico then go there, Wake up America we are under attack from the enemy who have infiltrated our own country, if it's war there after than let's give it to them .."", ""this is not Mexico it's the United States you want Mexico then go there, Wake up America we are under attack from the enemy who have infiltrated our own country, if it's war there after than let's give it to them .."", ""this is not Mexico it's the United States you want Mexico then go there, Wake up America we are under attack from the enemy who have infiltrated our own country, if it's war there after than let's give it to them ..""]"
18,41,18_deport_help_usa_flag,"['deport', 'help', 'usa', 'flag', 'illegals', 'are', 'buildthewall', 'now', 'your', 'fucks']","['#BuildTheWall  Help stop the flow of illegal immigrants. Help fight illegal drugs Help fight human trafficking  Help fight people coming over the border to cause harm Retweet if you are in favor of #BackTheBlue #ICE  @DoingRight1 follows back all #MAGA #KAG URL', ""Man these fucks at CNN make us fucking sick... !!! We are in full support of throwing the garbage ( illegal aliens ) right out the fucking door.. !!!! CNN is absolutely right family's need to stay together.. so they need to get the fuck out and take your bastard welfare kids right with you.. !!! you ever notice everywhere these nasty fucks hang out or live it looks like a garbage dump or landfill site... ?? Just take a look at where they live in mexico.. !! These nasty fucks have turned that place into a trash dump site... !!!"", ""Man these fucks at CNN make us fucking sick... !!! We are in full support of throwing the garbage ( illegal aliens ) right out the fucking door.. !!!! CNN is absolutely right family's need to stay together.. so they need to get the fuck out and take your bastard welfare kids right with you.. !!! you ever notice everywhere these nasty fucks hang out or live it looks like a garbage dump or landfill site... ?? Just take a look at where they live in mexico.. !! These nasty fucks have turned that place into a trash dump site... !!!""]"
19,35,19_indian_india_massacred_aliens,"['indian', 'india', 'massacred', 'aliens', 'trusted', 'evil', 'hindus', 'kashmir', 'indians', 'pakistan']","['All you hindus should go back to paki you fucking indian go back to mexico!', 'Maharaja Hari Singh trusted evil desert aliens & all native Kashmiris, Pandits, Hindus massacred, Prithviraj Chauhan showed mercy to evil aliens & millions of natives massacred , Gandhi trusted aliens & country divided, millions massacred. Never, ever trust evil desert aliens! URL', 'Maharaja Hari Singh trusted evil desert aliens & all native Kashmiris, Pandits, Hindus massacred, Prithviraj Chauhan showed mercy to evil aliens & millions of natives massacred , Gandhi trusted aliens & country divided, millions massacred. Never, ever trust evil desert aliens! URL']"
20,34,20_wall_build_deport_come,"['wall', 'build', 'deport', 'come', 'kids', 'supplies', 'em', 'with', 'thatll', 'lord']","[""Deport 'em all, and build the wall. Even so, come, Lord Jesus!"", ""They'll come back in your plan, also. Plus we pay to jail them for 2 years. With my plan, we jail them after they come back. And deport them again. It really doesn't matter either way until we're build the wall, and shoot the invaders as enemies when they cross the border."", ""They'll come back in your plan, also. Plus we pay to jail them for 2 years. With my plan, we jail them after they come back. And deport them again. It really doesn't matter either way until we're build the wall, and shoot the invaders as enemies when they cross the border.""]"
21,30,21_law_florida_rights_criminals,"['law', 'florida', 'rights', 'criminals', 'vote', 'criminal', 'population', 'deport', 'california', 'lol']","['It about time these illegal criminals that have deport orders get kicked out the country. Any one support them feel free to leave as well! We do not need these illegal migrants that are criminals and yes ever illegal is a criminal as they broke the law coming into the country. That a crime. Kick them out NOW.', 'It about time these illegal criminals that have deport orders get kicked out the country. Any one support them feel free to leave as well! We do not need these illegal migrants that are criminals and yes ever illegal is a criminal as they broke the law coming into the country. That a crime. Kick them out NOW.', 'It about time these illegal criminals that have deport orders get kicked out the country. Any one support them feel free to leave as well! We do not need these illegal migrants that are criminals and yes ever illegal is a criminal as they broke the law coming into the country. That a crime. Kick them out NOW.']"
22,30,22_your_realdonaldtrump_mother_germany,"['your', 'realdonaldtrump', 'mother', 'germany', 'go', 'take', 'were', 'family', 'head', 'you']","['Yesterday,Fri. May 31st, my mother and I went to go eat at subway in the @Walmart in Southgate, MI. When we walked in we were yelled at by a women who tried to attack us. She screamed racial remarks at us and told us ""to go back to your damn country you foreigners"". Disgusting URL', 'Yesterday,Fri. May 31st, my mother and I went to go eat at subway in the @Walmart in Southgate, MI. When we walked in we were yelled at by a women who tried to attack us. She screamed racial remarks at us and told us ""to go back to your damn country you foreigners"". Disgusting URL', 'Yesterday,Fri. May 31st, my mother and I went to go eat at subway in the @Walmart in Southgate, MI. When we walked in we were yelled at by a women who tried to attack us. She screamed racial remarks at us and told us ""to go back to your damn country you foreigners"". Disgusting URL']"
23,29,23_niggers_hate_even_kikes,"['niggers', 'hate', 'even', 'kikes', 'nigger', 'spicks', 'blacks', 'towelheads', 'article', 'erase']","['yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them', 'yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them', 'yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them']"
24,28,24_trump_her_privilege_an,"['trump', 'her', 'privilege', 'an', 'shes', 'shitlets', 'kumbah', 'mesoc', 'fuckinj', 'bullm']","['Man this woman came hear as AN ILLEGAL IMMAGRANT.. ARE YOU FUCKING KIDDING ME...SOC HATES AMERICA...FUK OUTTA HER WITH THIS BULLM SHIT...LETS JUST ELIMINATE THE BORDER AND SING FUCKINJ G KUMBAH YA', 'Man this woman came hear as AN ILLEGAL IMMAGRANT.. ARE YOU FUCKING KIDDING ME...SOC HATES AMERICA...FUK OUTTA HER WITH THIS BULLM SHIT...LETS JUST ELIMINATE THE BORDER AND SING FUCKINJ G KUMBAH YA', 'Man this woman came hear as AN ILLEGAL IMMAGRANT.. ARE YOU FUCKING KIDDING ME...SOC HATES AMERICA...FUK OUTTA HER WITH THIS BULLM SHIT...LETS JUST ELIMINATE THE BORDER AND SING FUCKINJ G KUMBAH YA']"
25,28,25_border_stop_more_boo,"['border', 'stop', 'more', 'boo', 'dochartdc', 'guilty', 'hung', 'airplane', 'dbongino', 'possibly']","['@dbongino @dochartdc This is cold and possibly sick but I believe these bastards that come to America to kill should be tried and if found guilty hung by the neck at the border for others to see.', '@dbongino @dochartdc This is cold and possibly sick but I believe these bastards that come to America to kill should be tried and if found guilty hung by the neck at the border for others to see.', '@dbongino @dochartdc This is cold and possibly sick but I believe these bastards that come to America to kill should be tried and if found guilty hung by the neck at the border for others to see.']"
26,25,26_her_she_shes_shit,"['her', 'she', 'shes', 'shit', 'melania', 'does', 'hole', 'fuckin', 'from', 'not']","[""Send Melania back to the shit hole country she's from."", 'Not watching this bitch shoot shit out of her mouth, she is a foreigner who has no rights to say about our president, she can go back across the ocean and shove her country straight up her anus.', 'Not watching this bitch shoot shit out of her mouth, she is a foreigner who has no rights to say about our president, she can go back across the ocean and shove her country straight up her anus.']"
27,25,27_eat_are_extinct_technology,"['eat', 'are', 'extinct', 'technology', 'pangolin', 'appetites', 'determined', 'intellectual', 'top', 'wiped']","[""That's no excuse for stealing other people's technology and research and intellectual property You're all a bunch of human cockroaches is what you are And your food is disgusting on top of that you assholes will eat anything to the point where you'll make any creature go extinct because of your fucking appetites You chinks are determined to eat every Pangolin until they are all wiped off the earth"", ""That's no excuse for stealing other people's technology and research and intellectual property You're all a bunch of human cockroaches is what you are And your food is disgusting on top of that you assholes will eat anything to the point where you'll make any creature go extinct because of your fucking appetites You chinks are determined to eat every Pangolin until they are all wiped off the earth"", ""That's no excuse for stealing other people's technology and research and intellectual property You're all a bunch of human cockroaches is what you are And your food is disgusting on top of that you assholes will eat anything to the point where you'll make any creature go extinct because of your fucking appetites You chinks are determined to eat every Pangolin until they are all wiped off the earth""]"
28,25,28_semite_jewish_bagel_shalom,"['semite', 'jewish', 'bagel', 'shalom', 'choke', 'ill', 'return', 'son', 'bastard', 'family']","[""JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?"", ""JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?"", ""JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?""]"
29,24,29_jews_holocaust_happened_wish,"['jews', 'holocaust', 'happened', 'wish', 'actually', 'much', 'hate', 'so', 'whites', 'race']","['i hate jews so much i wish the holocaust actually happened', 'i hate jews so much i wish the holocaust actually happened', 'i hate jews so much i wish the holocaust actually happened']"
30,23,30_children_baby_parents_border,"['children', 'baby', 'parents', 'border', 'hell', 'are', 'papers', 'about', 'unborn', 'died']","[""Nobody even knows if they are really the children of those who they say they are. Come on. get real. The word is out. There's no more danger along the way here? Separating children from their parents? We shouldn't be accountable for the droves of people rushing the border. Sick? Bringing whatever it is into America? The words out. As for those Sociodemocrats, you're more of a hindrance than a resolve. As a country, we would be far better off without you. I would expect my walking papers if I were you..."", 'America is not at fault for what is happening in the border. The parents should not bring their small children and risk their lives. They cannot just come and invade America. Like other immigrants who came to America with papers. These four women in Congress crying for the separation of these illegal mothers from their children are hypocrites and fakes. How about when they approved killing American babies from the womb of their Amer', 'America is not at fault for what is happening in the border. The parents should not bring their small children and risk their lives. They cannot just come and invade America. Like other immigrants who came to America with papers. These four women in Congress crying for the separation of these illegal mothers from their children are hypocrites and fakes. How about when they approved killing American babies from the womb of their Amer']"
31,23,31_might_jomavaesjos_legionary1488_ebloa,"['might', 'jomavaesjos', 'legionary1488', 'ebloa', 'case', 'texas', 'safe', 'now', 'kill', 'we']","['@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.', '@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.', '@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.']"
32,22,32_squad_eye_hellhole_limp,"['squad', 'eye', 'hellhole', 'limp', 'syria', 'there', 'they', 'origin', 'western', 'put']","['They need to be put out of America and sent back to there own bloody country. They call there self the squad. They need to be put out in front of a firing squad.', 'They need to be put out of America and sent back to there own bloody country. They call there self the squad. They need to be put out in front of a firing squad.', ""Anyone know where we can buy a squadron of planes and or tanks? RPGS? FIRECRACKERS? Any military vets out there willing to share their knowledge and expertise of the battlefield? Is there anyone out there???? Why have we allowed the Asylum escapees to rule OUR world? These things running our world... foreskin eating pedophiles. Psychopaths. Sociopaths. These things are human. Not demons. Just simply , greedy , lowlife , white ,anglo saxon parasites. Throw in a Jew , Jesuit , Catholic or Christian here and there... It's people doing shit to people.""]"
33,21,33_border_its_aoc_observation,"['border', 'its', 'aoc', 'observation', 'sairasameerarao', 'issue', 'hit', 'let', 'bullshit', 'fuckers']","[""@sairasameerarao Then don't let the fucking border door hit you in your fat ugly ass on your way out! You ungrateful piece of shit!!!! It's scum like you that make the entire world worse off'!!!!!!!!!"", ""@sairasameerarao Then don't let the fucking border door hit you in your fat ugly ass on your way out! You ungrateful piece of shit!!!! It's scum like you that make the entire world worse off'!!!!!!!!!"", ""@sairasameerarao Then don't let the fucking border door hit you in your fat ugly ass on your way out! You ungrateful piece of shit!!!! It's scum like you that make the entire world worse off'!!!!!!!!!""]"
34,21,34_has_once_uk_flood,"['has', 'once', 'uk', 'flood', 'great', 'its', 'lowiq', 'invader', 'inbred', 'powers']","[""It's funny because the UK has allowed foreign powers to flood their once great country with inbred, low-IQ savages."", 'I see the primitives in Londonstahn has been given permission to fly the Anti Trump balloon over the caliphate . Sadly our once great capital city has fallen down to the status of a third world shyte hole . Where the county lines drugs gangs & Islamic terrorists rule the streets', 'I see the primitives in Londonstahn has been given permission to fly the Anti Trump balloon over the caliphate . Sadly our once great capital city has fallen down to the status of a third world shyte hole . Where the county lines drugs gangs & Islamic terrorists rule the streets']"
35,19,35_explains_portion_raped_claim,"['explains', 'portion', 'raped', 'claim', 'least', 'immigrants', 'some', 'legally', 'shouldnt', 'border']","['well immigrants are rapists and murderers so that explains at least some portion of it', 'well immigrants are rapists and murderers so that explains at least some portion of it', 'well immigrants are rapists and murderers so that explains at least some portion of it']"
36,19,36_sharia_dump_kboivi07_failed,"['sharia', 'dump', 'kboivi07', 'failed', 'more', 'deported', 'foreigners', 'aoc', 'caveman', 'ahmedze68667367']","['@AhmedZe68667367 COMING FROM A FAILED RAT, AND SOMEONE WHO LIVED IN A GARBAGE DUMP OF A COUNTRY AND THEN COMES TO THE USA TO TRY TO BASH US BUT TRY IT IN YOUR DUMP OF A COUNTRY YOU LOW LIFE UNGRATEFUL AND SHOULD BE DEPORTED', '@Investigator_51 @CraigGermano @familyfirstcorp @Puddinn_Head16 @yo_phx @IminHisbook @mitchsnyder45 @Sekusa1 @maximusfaster @VANurse1212 @RNVthree @Tombstone1954 @GeanineC @BarbietheBrain @stlpcs So sick 👆🏼😡- I believe the invaders at the borders are majority Sharia Muslims! Must stop! MN - MI are infested with Sharia- other states also have Sharia - Sharia Muslims are in our government! #PoliticiansWakeUp Citizens have no Power to stop! URL', '@Investigator_51 @CraigGermano @familyfirstcorp @Puddinn_Head16 @yo_phx @IminHisbook @mitchsnyder45 @Sekusa1 @maximusfaster @VANurse1212 @RNVthree @Tombstone1954 @GeanineC @BarbietheBrain @stlpcs So sick 👆🏼😡- I believe the invaders at the borders are majority Sharia Muslims! Must stop! MN - MI are infested with Sharia- other states also have Sharia - Sharia Muslims are in our government! #PoliticiansWakeUp Citizens have no Power to stop! URL']"
37,18,37_white_2020_trash_immigrants,"['white', '2020', 'trash', 'immigrants', 'worthless', 'death', 'reports', 'philippines', 'swamped', 'goldilocks']","['All immigrants are trash this is a white country Trump 2020', ""Hmmm. All the places that voted for Goldilocks. Blame the immigrants and people of color. Anyway I'm glad there are no reports of anyone losing their lives."", ""Hmmm. All the places that voted for Goldilocks. Blame the immigrants and people of color. Anyway I'm glad there are no reports of anyone losing their lives.""]"
38,18,38_immigrants_trump_deepthoughtsfrommaga_sadfalafel,"['immigrants', 'trump', 'deepthoughtsfrommaga', 'sadfalafel', 'rightall', 'arrived', 'grandparents', 'as', '1492', 'wherever']","[""My grandparents didn't come over here from Europe to put up with a bunch of immigrants!! #DeepThoughtsFromMAGA"", ""My grandparents didn't come over here from Europe to put up with a bunch of immigrants!! #DeepThoughtsFromMAGA"", ""My grandparents didn't come over here from Europe to put up with a bunch of immigrants!! #DeepThoughtsFromMAGA""]"
39,17,39_brown_anyway_white_sure,"['brown', 'anyway', 'white', 'sure', 'mexicano', 'mehicano', 'puto', 'meant', 'boonies', 'gop']","['Not sure what a Mehicano is, maybe a Mexicano if thats what you meant? Anyway id bet you have no brown friends and you live in the boonies fingering your sister. Go back to Europe puto!', 'Not sure what a Mehicano is, maybe a Mexicano if thats what you meant? Anyway id bet you have no brown friends and you live in the boonies fingering your sister. Go back to Europe puto!', 'Not sure what a Mehicano is, maybe a Mexicano if thats what you meant? Anyway id bet you have no brown friends and you live in the boonies fingering your sister. Go back to Europe puto!']"
40,17,40_kill_muslim_trump_friend,"['kill', 'muslim', 'trump', 'friend', 'will', 'palestinian', 'true', 'next', 'israel', 'president']","['trump is the only jews true friend. I hope trump will be the next US president and help Israel to kill all Palestinian fucking muslim. we will kill all muslim in the world.', 'trump is the only jews true friend. I hope trump will be the next US president and help Israel to kill all Palestinian fucking muslim. we will kill all muslim in the world.', 'trump is the only jews true friend. I hope trump will be the next US president and help Israel to kill all Palestinian fucking muslim. we will kill all muslim in the world.']"
