Topic,Count,Name,Representation,Representative_Docs
16,18,16_whore_whores_girl_slut,"['whore', 'whores', 'girl', 'slut', 'aids', 'in', 'shaming', 'ridden', 'fairness', 'semester']","['You look like that one girl in highschool that acts sweet but in reality is an aids ridden slut', 'I remember slut shaming a girl I started seeing after asking her how many guys she had been with that semester. In fairness, it was a lot.', 'I remember slut shaming a girl I started seeing after asking her how many guys she had been with that semester. In fairness, it was a lot.']"
17,18,17_shes_she_dick_pro,"['shes', 'she', 'dick', 'pro', 'cock', 'whore', 'toy', 'loves', 'who', 'has']","[""She's a fuck toy cock whore who loves sucking dick"", ""An old pro. Stroking away and varying pace. She's handled so much dick, she may as well have been born with one."", ""An old pro. Stroking away and varying pace. She's handled so much dick, she may as well have been born with one.""]"
18,16,18_white_100_required_straight,"['white', '100', 'required', 'straight', 'men', 'the', 'for', 'left', 'and', 'same']","['Obvious prediction, straight white men are to blame for everything bad in the universe and a final solution is required and or dimi status so they can be used as slaves and while required sprm donors. The far left is full of hate, Soy Wars is a hate fuelled film series like most media. Boycott.', ""Holy fucking shit. Lefties and Conservative fucks are all the same. Destiny was right. It's been 3 years since there was another white guy added to the game. They're acting the same fucking way that gamer bros did when Tracer/Soldier were LGBTQ. Fucking christ. It's mostly women too...which just makes me more triggered because I try to defend them the most and now I feel like I'm going to on some SquadW incel rant rampage.  Fuck all of them."", ""Holy fucking shit. Lefties and Conservative fucks are all the same. Destiny was right. It's been 3 years since there was another white guy added to the game. They're acting the same fucking way that gamer bros did when Tracer/Soldier were LGBTQ. Fucking christ. It's mostly women too...which just makes me more triggered because I try to defend them the most and now I feel like I'm going to on some SquadW incel rant rampage.  Fuck all of them.""]"
19,15,19_slut_brains_pens_bimbos,"['slut', 'brains', 'pens', 'bimbos', 'handled', 'url', '10', 'sluts', 'me', 'begging']","['I saw you put 10 pens in your ass. Do us a favor and put in 10 pens you fucking slut', ""I wanna fuck this bimbo's brains out. Little slut is begging to be man handled"", ""I wanna fuck this bimbo's brains out. Little slut is begging to be man handled""]"
20,15,20_muslims_these_the_muslim,"['muslims', 'these', 'the', 'muslim', 'widespread', 'pilgrims', 'are', 'women', 'men', 'where']","['That\'s nice.  Beggar praying for salvation of the world. He vandalizes the temple business area because rich rabbis are profiting by fooling the gullible masses. They hold secret meetings.  Get that beggar crucified at the hands of Romans. That beggar transforms into the only begotten son of your god Yhwh.  I will proclaim the LORD\'s decree: He said to me, ""You are my son; today I have become your father.  URL Hollywood producers threaten to ostracize you then get you arrested then spread decades spreading lies against you, such as they did with MJ and whomsoever speaketh against them.', ""Earth's toilet is where men fuck men, women fuck women, adults fuck kids, men mutilate themselves into women, prostitution is widespread and drugs are already (or soon to be) legal, where immorality is so widespread that you can't find a virgin girl for marriage even among a million women. And that is not the middle east."", ""Earth's toilet is where men fuck men, women fuck women, adults fuck kids, men mutilate themselves into women, prostitution is widespread and drugs are already (or soon to be) legal, where immorality is so widespread that you can't find a virgin girl for marriage even among a million women. And that is not the middle east.""]"
21,15,21_women_are_afraid_woman,"['women', 'are', 'afraid', 'woman', 'too', 'live', 'the', 'trash', 'because', 'real']","['Women are trash 2.', ""It's pretty obvious you hate men. At least your honest. Pure evil though. It's rotten misandrists like you who ruin society as you spread hate. Go and live on an island with lesbians or buy yourself a decent vibrator and stay the fuck away. URL"", 'Most neckbeards are too afraid of women irl to get to the point where they actually get violent. When a hot girl walks into a room, the average neckbeard will stand on the opposite side making awkward eye contact and smiling hoping she comes up and falls in love. When she invariable doesn\'t, he goes home brimming with indignant rage and posts online about how ""WOMEN ONLY WANT DOUCHEBAGS""']"
22,15,22_splashed_719_dog_either,"['splashed', '719', 'dog', 'either', 'especially', 'fun', 'mad', 'got', 'kill', 'yourself']","['At 7:19 is why I hate people, women especially look how mad she got just because the dog splashed her.. f*** you you stupid b**** either have fun or go kill yourself', 'At 7:19 is why I hate people, women especially look how mad she got just because the dog splashed her.. f*** you you stupid b**** either have fun or go kill yourself', 'At 7:19 is why I hate people, women especially look how mad she got just because the dog splashed her.. f*** you you stupid b**** either have fun or go kill yourself']"
23,14,23_homophobic_fookin_piece_shit,"['homophobic', 'fookin', 'piece', 'shit', 'stank', 'violinisbae', 'ratio', 'gay', 'anything', 'you']","['You fookin homophobic piece of shit.', 'Fuck you, you homophobic piece of shit URL', 'Fuck you, you homophobic piece of shit URL']"
24,12,24_oppressed_people_straight_been,"['oppressed', 'people', 'straight', 'been', 'itll', 'peasants', 'rid', 'they', 'straights', 'doubt']","['They dedicate months to groups of people after they have been oppressed because they deserve to be celebrated! When have straight people ever been oppressed??? Go suck trumps dick.', 'They dedicate months to groups of people after they have been oppressed because they deserve to be celebrated! When have straight people ever been oppressed??? Go suck trumps dick.', 'They dedicate months to groups of people after they have been oppressed because they deserve to be celebrated! When have straight people ever been oppressed??? Go suck trumps dick.']"
25,11,25_being_her_devil_lightly,"['being', 'her', 'devil', 'lightly', 'protecting', 'paedophile', 'globalist', 'failure', 'zionist', 'term']","['Being a woman had fuck all go do with her failure, her being a paedophile protecting globalist Zionist cunt is her own making, as a human, and I use that term lightly because that whore of the devil has a black heart!', 'Being a woman had fuck all go do with her failure, her being a paedophile protecting globalist Zionist cunt is her own making, as a human, and I use that term lightly because that whore of the devil has a black heart!', 'Being a woman had fuck all go do with her failure, her being a paedophile protecting globalist Zionist cunt is her own making, as a human, and I use that term lightly because that whore of the devil has a black heart!']"
26,10,26_incel_incels_world_are,"['incel', 'incels', 'world', 'are', 'an', 'the', 'more', 'in', 'alone', 'lol']","['Incels are the shame of the world, they have everything still become the worst right wing depraved shits in the world', ""Are you so deep in the incel world that you think cleavage is soft core porn? Lol holy shit you guys are so fucked in the head. Have fun being alone forever, and please don't rape or kill anyone like other incels are starting to do more and more."", ""The incel in my comic isn't inherently unattractive. If he cut his hair, washed his face, maybe trimmed his eyebrows some and stopped having such a piss poor attitude he'd be good to go by plenty of women's standards.""]"
