Topic,Count,Name,Representation,Representative_Docs
9,37,9_hating_islam_bomb_go,"['hating', 'islam', 'bomb', 'go', 'jealous', 'minded', 'yey', 'mongs', 'feeble', 'refers']","['Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.', 'Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.', 'Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.']"
10,36,10_white_those_bbc_their,"['white', 'those', 'bbc', 'their', 'ook', 'african', 'needs', 'they', 'loser', 'scum']","['Lol tiny dicked white boi fucking her. She needs a BBC up that ass to really stretch that butthole to its limit and flood her intestines with African King cum.', 'Lol tiny dicked white boi fucking her. She needs a BBC up that ass to really stretch that butthole to its limit and flood her intestines with African King cum.', 'Lol tiny dicked white boi fucking her. She needs a BBC up that ass to really stretch that butthole to its limit and flood her intestines with African King cum.']"
11,35,11_findom_end_paypig_blackmail,"['findom', 'end', 'paypig', 'blackmail', 'cuckhold', 'cuck', 'pathetic', 'fincuck', 'finsub', 'dick']","['Bet you wish this phat ass was sitting on your pathetic loser face. $end #tribute while you stroke your tiny useless dick #findom #femdom #ass #facesitting #cuckhold #sissyboy #humliatrix #homewrecker #blackmail #420domme #spoiled #bratty #cuckhold #fincuck URL', 'Bet you wish this phat ass was sitting on your pathetic loser face. $end #tribute while you stroke your tiny useless dick #findom #femdom #ass #facesitting #cuckhold #sissyboy #humliatrix #homewrecker #blackmail #420domme #spoiled #bratty #cuckhold #fincuck URL', 'Bet you wish this phat ass was sitting on your pathetic loser face. $end #tribute while you stroke your tiny useless dick #findom #femdom #ass #facesitting #cuckhold #sissyboy #humliatrix #homewrecker #blackmail #420domme #spoiled #bratty #cuckhold #fincuck URL']"
12,33,12_gay_die_people_should,"['gay', 'die', 'people', 'should', 'going', 'hon', 'limb', 'nature', 'hsts', 'homosexuals']","['gay people should die', 'gay people should die', 'gay people should die']"
13,33,13_eye_elguapo64_burner_couldnt,"['eye', 'elguapo64', 'burner', 'couldnt', 'fightlucifer', 'bio', 'flaccid', 'colder', 'lowt', 'pu55y']","['@fightlucifer @MontagnaTony Add coal burner, and married to a cuck to your bio, you nasty, simian DNA sucking thot.', ""@SassySculptor @elguapo64 @chrislhayes This fag couldn't beat his meat without getting a black eye. I'd give you my address and meet you out side but your sissy ass wouldn't show up. Pu55y."", ""@SassySculptor @elguapo64 @chrislhayes This fag couldn't beat his meat without getting a black eye. I'd give you my address and meet you out side but your sissy ass wouldn't show up. Pu55y.""]"
14,33,14_men_trash_hang_are,"['men', 'trash', 'hang', 'are', 'money', 'wanna', 'marry', 'dont', 'years', 'involved']","[""Men don't wanna hang out with men, men don't want to fuck men, women don't wanna hang out with men unless money is involved, men are really shit."", ""Men don't wanna hang out with men, men don't want to fuck men, women don't wanna hang out with men unless money is involved, men are really shit."", ""Men don't wanna hang out with men, men don't want to fuck men, women don't wanna hang out with men unless money is involved, men are really shit.""]"
15,32,15_cut_off_dicks_dick,"['cut', 'off', 'dicks', 'dick', 'their', 'ima', 'let', 'titfuck', 'prevent', 'defense']","['Let me cut their dicks off too.', 'Let me cut their dicks off too.', 'Let me cut their dicks off too.']"
16,31,16_trash_fucking_disgusting_men,"['trash', 'fucking', 'disgusting', 'men', 'useless', 'are', 'dommertslave', 'dirkhooper', 'sugardaddy', 'drugged']","[""Men are so fucking useless, it's sickening. The ONLY thing your good for is sending and most of you small brian imbeciles can't even mange to do something as simple as that.  #findom #paypig #sugardaddy #femdom #mistress #domme #goddess #feet @domme_rtslave @DirkHooper URL"", ""Men are so fucking useless, it's sickening. The ONLY thing your good for is sending and most of you small brian imbeciles can't even mange to do something as simple as that.  #findom #paypig #sugardaddy #femdom #mistress #domme #goddess #feet @domme_rtslave @DirkHooper URL"", ""Men are so fucking useless, it's sickening. The ONLY thing your good for is sending and most of you small brian imbeciles can't even mange to do something as simple as that.  #findom #paypig #sugardaddy #femdom #mistress #domme #goddess #feet @domme_rtslave @DirkHooper URL""]"
17,31,17_small_tiny_cash_pathetic,"['small', 'tiny', 'cash', 'pathetic', 'dick', 'penis', 'with', 'vanilla', 'stock', 'toys']","[""Look, we get it. Your penises are so small they're basically useless. But you can do other things. Cunnilingus. Adult toys that dont murder everyone. Drop the gun and read a book Cletus."", ""Look, we get it. Your penises are so small they're basically useless. But you can do other things. Cunnilingus. Adult toys that dont murder everyone. Drop the gun and read a book Cletus."", ""Look, we get it. Your penises are so small they're basically useless. But you can do other things. Cunnilingus. Adult toys that dont murder everyone. Drop the gun and read a book Cletus.""]"
18,31,18_beta_soy_estrogen_cuck,"['beta', 'soy', 'estrogen', 'cuck', 'male', 'literally', 'many', 'oh', 'none', 'its']","['So many soy boy cucks in the comment section supporting AntiFa. I wish one of you soy boys would step to me. Get your scull cracked in half like the beta male pussies you truly are', ""It's literally estrogen. If you go to a doctor and tell them you want a sex change they will give you estrogen pills. Why do you think that is? What do you think estrogen does? Are you really pretending you don't notice how soft this next generation is? Is that reality? How many guys that you grew up with cut their dicks off? I'm gonna bet none, but now it's becoming commonplace. \u200b Gee, I wonder what these kids are ingesting that we didn't. Oh look, fucking soy everywhere being pushed by everyone. Let's see... what is soy. Oh, IT'S LITERALLY FUCKING E S T R O G E N"", ""It's literally estrogen. If you go to a doctor and tell them you want a sex change they will give you estrogen pills. Why do you think that is? What do you think estrogen does? Are you really pretending you don't notice how soft this next generation is? Is that reality? How many guys that you grew up with cut their dicks off? I'm gonna bet none, but now it's becoming commonplace. \u200b Gee, I wonder what these kids are ingesting that we didn't. Oh look, fucking soy everywhere being pushed by everyone. Let's see... what is soy. Oh, IT'S LITERALLY FUCKING E S T R O G E N""]"
19,30,19_these_reproduce_penises_child,"['these', 'reproduce', 'penises', 'child', 'tifs', 'harvest', 'anyone', 'gene', 'pool', 'children']","[""Why isn't anyone trying to harvest the penises and balls from these men and give them to TiFs?"", ""Why isn't anyone trying to harvest the penises and balls from these men and give them to TiFs?"", ""Why isn't anyone trying to harvest the penises and balls from these men and give them to TiFs?""]"
20,29,20_eradicated_men_earth_need,"['eradicated', 'men', 'earth', 'need', 'propose', 'widespread', 'males', 'extinct', 'genocide', 'be']","['Oh please, dumbfuck men will do all the killing and dieing while the hoes suddenly discover their ""traditional"" sides en masse.', ""Earth's toilet is where men fuck men, women fuck women, adults fuck kids, men mutilate themselves into women, prostitution is widespread and drugs are already (or soon to be) legal, where immorality is so widespread that you can't find a virgin girl for marriage even among a million women. And that is not the middle east."", ""Earth's toilet is where men fuck men, women fuck women, adults fuck kids, men mutilate themselves into women, prostitution is widespread and drugs are already (or soon to be) legal, where immorality is so widespread that you can't find a virgin girl for marriage even among a million women. And that is not the middle east.""]"
21,25,21_vagina_cunt_women_motherfucker,"['vagina', 'cunt', 'women', 'motherfucker', 'said', 'know', 'you', 'it', 'but', 'misogynistic']","['lol stupid idiot doesnt know the different between a vagina and uterus, typical.  btw, u sound like u just finished eating out ur mothers gangrenous gaping putrid stinky fartsome asshole in which all the arabs cum, and now u barfed it on ur keyboard bro', ""I dont know if you're slow or you're just one of those mens rights guys but guess what: women get slandered for being bitches, whores, sluts, and cunts but boo hoo some girl said something mean about my junk! We've dealt with it for centuries and the second women are out of line you whine about it. P.S. I bet you have a micropenis. Now go cry to your mom that some cunt on the internet was mean to you and all women are stupid."", ""I dont know if you're slow or you're just one of those mens rights guys but guess what: women get slandered for being bitches, whores, sluts, and cunts but boo hoo some girl said something mean about my junk! We've dealt with it for centuries and the second women are out of line you whine about it. P.S. I bet you have a micropenis. Now go cry to your mom that some cunt on the internet was mean to you and all women are stupid.""]"
22,24,22_kike_fatass_niggerloving_sucking,"['kike', 'fatass', 'niggerloving', 'sucking', 'dick', 'jews', 'stop', 'that', 'kikes', 'nigger']","[""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", ""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", ""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE""]"
23,23,23_men_they_third_evil,"['men', 'they', 'third', 'evil', 'their', 'team', 'psychopath', 'psychopaths', 'actual', 'agreed']","[""All men are psychopaths because once a female psychopath comes along, they all forget she's a psychopath and start doing anything they can to win her approval, sleep with her, or just avoid being accused of raping her. This instead of finding a logical solution... so the only conclusion we can make is all men are now psychopaths because they won't question women and forget they're just as equal in imperfection and flaw as any man is."", 'For escaping rapists  only she didn\'t escape them at all  not in a man\'s world  where women exist  so men can have some fun and boost their own male morale by smashing women\'s down we see the big cheesy grins on men\'s faces  NEWS FLASH Twelve Israelis held in Cyprus over alleged gang rape of British tourist   Now team manhood will work very hard to get their bro\'s off the hook  we know how it all goes  ""What were you doing in a room with 12 men.. why else would you be there?""  Men in their male empires, see no evil, hear no evil, speak no evil  they never dish the dirt on their team manhood!', 'For escaping rapists  only she didn\'t escape them at all  not in a man\'s world  where women exist  so men can have some fun and boost their own male morale by smashing women\'s down we see the big cheesy grins on men\'s faces  NEWS FLASH Twelve Israelis held in Cyprus over alleged gang rape of British tourist   Now team manhood will work very hard to get their bro\'s off the hook  we know how it all goes  ""What were you doing in a room with 12 men.. why else would you be there?""  Men in their male empires, see no evil, hear no evil, speak no evil  they never dish the dirt on their team manhood!']"
24,22,24_realdonaldtrump_american_white_miller,"['realdonaldtrump', 'american', 'white', 'miller', 'bc', 'infiltrating', 'escalation', 'neo', 'glue', 'stephen']","['@realDonaldTrump White Christian males are the American terrorists & YOU ARE RESPONSIBLE FOR THIS ESCALATION OF HATE-- You & the glue eating slime Stephen Miller.  You talk shit about immigrants daily. Neo nazis infiltrating the GOP bc of YOU URL', '@realDonaldTrump White Christian males are the American terrorists & YOU ARE RESPONSIBLE FOR THIS ESCALATION OF HATE-- You & the glue eating slime Stephen Miller.  You talk shit about immigrants daily. Neo nazis infiltrating the GOP bc of YOU URL', '@realDonaldTrump White Christian males are the American terrorists & YOU ARE RESPONSIBLE FOR THIS ESCALATION OF HATE-- You & the glue eating slime Stephen Miller.  You talk shit about immigrants daily. Neo nazis infiltrating the GOP bc of YOU URL']"
25,21,25_niggers_hate_nigger_chinks,"['niggers', 'hate', 'nigger', 'chinks', 'gauche', 'article', 'blacks', 'africans', 'niggrus', 'ethic']","['yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them', 'yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them', 'yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them']"
26,21,26_cuck_cuckold_wife_hotwife,"['cuck', 'cuckold', 'wife', 'hotwife', 'wifes', 'by', 'guys', 'wives', 'projection', 'known']","['It is known that you guys are all about projection. I have no doubt you guys enjoy seeing your wives fucked by strangers. Now go clean up the semen left by other men you fucking cuckboy.', 'It is known that you guys are all about projection. I have no doubt you guys enjoy seeing your wives fucked by strangers. Now go clean up the semen left by other men you fucking cuckboy.', 'It is known that you guys are all about projection. I have no doubt you guys enjoy seeing your wives fucked by strangers. Now go clean up the semen left by other men you fucking cuckboy.']"
27,21,27_alpha_100_alphas_an,"['alpha', '100', 'alphas', 'an', 'inferior', 'love', 'video', 'being', 'url', 'apology']","['I love cuckold. I genuinely believe that My alpha is an intelligent, handsome, and dominant older man worthy of praise & worship. I love telling cucks REAL stories of our love making and dirty sex.  Most ""Alphas"" on here make Me cringe 🥴 SO glad I have a bearded mountain man. URL', ""The only thing left for you after your first video was an apology video with you giving yourself 500 lashes: 100 for being transphobic, 100 for being white, 100 for being male, 100 for being cis and 100 for being a garbage human. Then from now on opening every one of your videos with an apology for that fiasco. Now all that's LEFT for you is: welcome to the right wing motherfucker!"", ""The only thing left for you after your first video was an apology video with you giving yourself 500 lashes: 100 for being transphobic, 100 for being white, 100 for being male, 100 for being cis and 100 for being a garbage human. Then from now on opening every one of your videos with an apology for that fiasco. Now all that's LEFT for you is: welcome to the right wing motherfucker!""]"
28,21,28_prison_he_course_him,"['prison', 'he', 'course', 'him', 'inadequacies', 'inept', 'his', 'should', 'rage', 'filled']","['Of course he did it. Another rage filled inept man. Taking out his inadequacies on women & children. He should be shot.', 'Of course he did it. Another rage filled inept man. Taking out his inadequacies on women & children. He should be shot.', 'Of course he did it. Another rage filled inept man. Taking out his inadequacies on women & children. He should be shot.']"
29,20,29_asian_do_defeat_prostitute,"['asian', 'do', 'defeat', 'prostitute', 'japan', 'insulting', 'stupid', 'look', 'everything', 'women']","[""Lol this is so insulting to Asian men. Not only do they look like women but they can't even defeat one."", ""Disgusting Asian mentality where the women have to do everything. If he was so tired of her being late why didn't he helped her instead and sped things up. But no only women must do everything. Stupid ideology certain men have."", ""Disgusting Asian mentality where the women have to do everything. If he was so tired of her being late why didn't he helped her instead and sped things up. But no only women must do everything. Stupid ideology certain men have.""]"
30,19,30_alert_cunts_bother_their,"['alert', 'cunts', 'bother', 'their', 'cucks', 'do', 'women', 'impression', 'betamax', 'initial']","[""it's because after the initial interest women realise you're full of shit The man doesn't match the impression they get.  For example if you act all idgaf and thug and all this shit, and then like a pushover once you get attention.. their hindbrain goes #ALERT ALERT LYING CUCK BETAMAX FAGGOT DETECTED"", ""it's because after the initial interest women realise you're full of shit The man doesn't match the impression they get.  For example if you act all idgaf and thug and all this shit, and then like a pushover once you get attention.. their hindbrain goes #ALERT ALERT LYING CUCK BETAMAX FAGGOT DETECTED"", ""it's because after the initial interest women realise you're full of shit The man doesn't match the impression they get.  For example if you act all idgaf and thug and all this shit, and then like a pushover once you get attention.. their hindbrain goes #ALERT ALERT LYING CUCK BETAMAX FAGGOT DETECTED""]"
31,19,31_fuckboys_piece_incel_yall,"['fuckboys', 'piece', 'incel', 'yall', 'life', 'abused', 'sad', 'shit', 'information', 'disrespectful']","[""It sure as hell is, my dad emotional abused me and it hurt me. I'm sorry your incel ass can't piece together this one piece of information. # NO ONE CARES ABOUT YOU, YOU ARE A PIECE OF SHIT WHO DESERVES TO BURN"", ""It sure as hell is, my dad emotional abused me and it hurt me. I'm sorry your incel ass can't piece together this one piece of information. # NO ONE CARES ABOUT YOU, YOU ARE A PIECE OF SHIT WHO DESERVES TO BURN"", ""It sure as hell is, my dad emotional abused me and it hurt me. I'm sorry your incel ass can't piece together this one piece of information. # NO ONE CARES ABOUT YOU, YOU ARE A PIECE OF SHIT WHO DESERVES TO BURN""]"
32,19,32_semite_jew_jewish_bagel,"['semite', 'jew', 'jewish', 'bagel', 'return', 'shalom', 'son', 'bastard', 'leave', 'came']","[""JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?"", ""JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?"", ""JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?""]"
33,18,33_white_imprisoned_particular_fed,"['white', 'imprisoned', 'particular', 'fed', 'evil', 'rapists', 'their', 'privileged', 'black', 'hes']","['All white men are disgusting evil rapists who should be imprisoned and fed their own shit.', 'All white men are disgusting evil rapists who should be imprisoned and fed their own shit.', 'All white men are disgusting evil rapists who should be imprisoned and fed their own shit.']"
34,18,34_sucked_white_faggot_inbred,"['sucked', 'white', 'faggot', 'inbred', 'black', 'boy', 'internet', 'tough', 'replaced', '6000']","['I would fuck your little white boy pussy until you die, ur just another beta whitey pretending to be black on the internet, fucking bitch', ""The /b/tard pisses on you white fanatics and the diseased inbred cumstains like you. Glad you're being replaced whore 😉"", ""The /b/tard pisses on you white fanatics and the diseased inbred cumstains like you. Glad you're being replaced whore 😉""]"
35,18,35_assimilate_ones_out_secular,"['assimilate', 'ones', 'out', 'secular', 'democracy', 'prepared', 'threaten', 'terror', 'plan', 'assault']","[""GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!"", ""GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!"", ""GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!""]"
36,18,36_ugly_dead_drop_gross,"['ugly', 'dead', 'drop', 'gross', 'ya', 'bald', 'men', 'deserve', 'are', 'uglier']","['men are so ugly and gross i wish u would all drop dead', 'men are so ugly and gross i wish u would all drop dead', 'men are so ugly and gross i wish u would all drop dead']"
37,17,37_unarmed_http_whatsoever_jihadistjoe,"['unarmed', 'http', 'whatsoever', 'jihadistjoe', 'honour', 'slaughter', 'military', 'rt', 'we', 'savages']","['RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…', 'RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…', 'RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…']"
38,16,38_mgtow_castrated_cos_written,"['mgtow', 'castrated', 'cos', 'written', 'replies', 'avfm', 'redpilled', 'measurers', 'mra', 'overfloweth']","['You damn Cock measurers are always Jerking yourselves stupid on fantasies of cornering & raping women  AVFM & MRA & MGTOW & PUA is where all the little knobs hang out together while penis back slapping each other Now, if you want any further replies to anything else you will have to wait, cos I am off to the toilet & I refuse to deal with two shits at the same time!', 'You damn Cock measurers are always Jerking yourselves stupid on fantasies of cornering & raping women  AVFM & MRA & MGTOW & PUA is where all the little knobs hang out together while penis back slapping each other Now, if you want any further replies to anything else you will have to wait, cos I am off to the toilet & I refuse to deal with two shits at the same time!', 'You damn Cock measurers are always Jerking yourselves stupid on fantasies of cornering & raping women  AVFM & MRA & MGTOW & PUA is where all the little knobs hang out together while penis back slapping each other Now, if you want any further replies to anything else you will have to wait, cos I am off to the toilet & I refuse to deal with two shits at the same time!']"
39,15,39_bitcheslook_triple_sixes_scalp,"['bitcheslook', 'triple', 'sixes', 'scalp', 'crippled', 'handicapped', 'ayo', 'close', 'youll', 'see']","[""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes"", ""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes"", ""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes""]"
40,15,40_self_annamaywan_mrsadnola_dumbass,"['self', 'annamaywan', 'mrsadnola', 'dumbass', 'ass', 'stupid', 'conscious', 'awe', 'wive', 'scpwiki']","['@MrSadnola Stupid ass men go with your dumbass hoe of a self', 'Dudes are stupid as fuck, my girl will literally write out a whole ass tweet about me they they still wanna b like ""we should hang out some time"" lmfao okay cool where we meeting? Cause you know ima whoop that ass URL', 'Dudes are stupid as fuck, my girl will literally write out a whole ass tweet about me they they still wanna b like ""we should hang out some time"" lmfao okay cool where we meeting? Cause you know ima whoop that ass URL']"
41,15,41_him_diseased_theyll_disgusting,"['him', 'diseased', 'theyll', 'disgusting', 'violations', 'ruin', 'business', 'witnessed', 'minding', 'url']","['Women really be minding their business and trash ass men gotta ruin everything. This is disgusting  I hope someone finds him and chops his dick off and feed it to him. URL', 'Women really be minding their business and trash ass men gotta ruin everything. This is disgusting  I hope someone finds him and chops his dick off and feed it to him. URL', 'Women really be minding their business and trash ass men gotta ruin everything. This is disgusting  I hope someone finds him and chops his dick off and feed it to him. URL']"
