Topic,Count,Name,Representation,Representative_Docs
9,35,9_faggot_ur_ass_fuck,"['faggot', 'ur', 'ass', 'fuck', 'off', 'cuntgiomerate', 'ourrachblogs', 'cameron2nd', 'rtsubby', 'thefutadvisor']","['@cuntgIomerate Get ur faggot ass off my shit', '@cuntgIomerate Get ur faggot ass off my shit', 'Little faggot love to suck my huge tool daily.. RT kutton n beg for session at EMAIL @IndianAlphaDom1 @rtdumb @RTsubby @RT_Slave @gay_footslave @gaysub93 @RTP1G @GayFeetOfficial @RT4Dommes @FinDommes @RTfindombitch @RTfindommes @RTDOMINA @RTsubby URL']"
10,31,10_fagot_burn_hell_fucking,"['fagot', 'burn', 'hell', 'fucking', 'in', 'luck', 'scamerterrortust', 'bukice', 'hot', 'damn']","['Fucking fagot burn in hell', 'Fucking fagot burn in hell', 'Fucking fagot burn in hell']"
11,24,11_disease_is_homosexuality_lgbt,"['disease', 'is', 'homosexuality', 'lgbt', 'lgbtq', 'will', 'low', 'thrive', 'nor', 'tries']","['LGBT is a waste of time. It is a corruption of the human nature. Nor matter how much the world tries, this disease will not thrive.', 'LGBT is a waste of time. It is a corruption of the human nature. Nor matter how much the world tries, this disease will not thrive.', 'LGBT is a waste of time. It is a corruption of the human nature. Nor matter how much the world tries, this disease will not thrive.']"
12,24,12_the_be_to_together,"['the', 'be', 'to', 'together', 'intended', 'of', 'christian', 'were', 'and', 'against']","[""The Atheist doesn't deserve that money I don't understand and there's no such thing as a gay-friendly church God made men and women to be together God intended them to be together to go against what they were intended to be is pretty disgusting and disgraceful if anybody agrees comment Christian"", ""The Atheist doesn't deserve that money I don't understand and there's no such thing as a gay-friendly church God made men and women to be together God intended them to be together to go against what they were intended to be is pretty disgusting and disgraceful if anybody agrees comment Christian"", ""The Atheist doesn't deserve that money I don't understand and there's no such thing as a gay-friendly church God made men and women to be together God intended them to be together to go against what they were intended to be is pretty disgusting and disgraceful if anybody agrees comment Christian""]"
13,23,13_alpha_url_slut_sissy,"['alpha', 'url', 'slut', 'sissy', 'slutkayleigh', 'expose', 'this', 'my', 'findom', 'cum']","[""Don't waste my time fags, if you're in my DMs then you're gonna be my fag to exploit so I don't want excuses!  If you're following me then get messaging me to start serving your alpha 💵 #findom #paypig #payslave #Humiliation #blackmail #circlepay #paypal #sissy #cuck #alpha"", ""slutkayleigh: slutkayleigh: COCK SUCKING FAGGOT SLUT @slutkayleigh LOOKING FOR DADDIES TO ABUSE HER CUNT, FILL HER WITH ALPHA CUM, EXPOSE THIS FAGGOT SISSY BITCH!! 100 RETWEETS AND I'LL EXPOSE MY REAL FAG NAME!! KEEP REBLOGGING AND EXPOSE THIS... URL"", ""slutkayleigh: slutkayleigh: COCK SUCKING FAGGOT SLUT @slutkayleigh LOOKING FOR DADDIES TO ABUSE HER CUNT, FILL HER WITH ALPHA CUM, EXPOSE THIS FAGGOT SISSY BITCH!! 100 RETWEETS AND I'LL EXPOSE MY REAL FAG NAME!! KEEP REBLOGGING AND EXPOSE THIS... URL""]"
14,23,14_homos_fraternities_condemning_occultic,"['homos', 'fraternities', 'condemning', 'occultic', 'advice', 'whilst', 'decorum', 'embarassments', 'arewaagainstlgbtq', 'resort']","['PEACE OF ADVICE: Whilst condemning homosexuals, please do it with decorum. Do not resort to insults, humiliations, embarassments etc. Some of those people belong to occultic fraternities and they may just decide to hypnotize you into joining them or hurt u.  #ArewaAgainstLGBTQ', 'PEACE OF ADVICE: Whilst condemning homosexuals, please do it with decorum. Do not resort to insults, humiliations, embarassments etc. Some of those people belong to occultic fraternities and they may just decide to hypnotize you into joining them or hurt u.  #ArewaAgainstLGBTQ', 'PEACE OF ADVICE: Whilst condemning homosexuals, please do it with decorum. Do not resort to insults, humiliations, embarassments etc. Some of those people belong to occultic fraternities and they may just decide to hypnotize you into joining them or hurt u.  #ArewaAgainstLGBTQ']"
15,20,15_be_they_children_are,"['be', 'they', 'children', 'are', 'europe', 'lgbt', 'sick', 'same', 'hollywood', 'by']","['Same argument can be made about lefties and immigration/borders. Muslims are currently taking over Europe, it will eventually be predominantly Muslim and at that point will no longer be Europe.  You progressives though, I genuinely hope your children grow up to be mentalli ill LGBTQ people, essentially cutting of your gene pool. You would have to be a fucking bigot to be offended by that statement too.', 'Same argument can be made about lefties and immigration/borders. Muslims are currently taking over Europe, it will eventually be predominantly Muslim and at that point will no longer be Europe.  You progressives though, I genuinely hope your children grow up to be mentalli ill LGBTQ people, essentially cutting of your gene pool. You would have to be a fucking bigot to be offended by that statement too.', 'Same argument can be made about lefties and immigration/borders. Muslims are currently taking over Europe, it will eventually be predominantly Muslim and at that point will no longer be Europe.  You progressives though, I genuinely hope your children grow up to be mentalli ill LGBTQ people, essentially cutting of your gene pool. You would have to be a fucking bigot to be offended by that statement too.']"
16,19,16_theyre_lgbtbbqwtflol_moment_pissed,"['theyre', 'lgbtbbqwtflol', 'moment', 'pissed', 'parades', 'ive', 'straights', 'massive', 'lol', 'the']","['LGBTBBQWTFLOL Sorry we pissed off the fags and took away from their massive moment lol', 'LGBTBBQWTFLOL Sorry we pissed off the fags and took away from their massive moment lol', 'LGBTBBQWTFLOL Sorry we pissed off the fags and took away from their massive moment lol']"
17,19,17_month_pride_worst_pridemonth2019,"['month', 'pride', 'worst', 'pridemonth2019', 'going', 'pridemonth', 'happy', 'bi', 'type', 'cometh']","['Gays and Bi are the worst type of people and pride month is the worst month! #PrideMonth #PrideMonth2019', 'Gays and Bi are the worst type of people and pride month is the worst month! #PrideMonth #PrideMonth2019', 'Gays and Bi are the worst type of people and pride month is the worst month! #PrideMonth #PrideMonth2019']"
18,19,18_id_would_my_shove,"['id', 'would', 'my', 'shove', 'your', 'and', 'cum', 'cock', 'then', 'them']","['I would shove my dick so far deep in your pussy it would bust through the tectonic plates of the earth and appear in a North African village where I would then shove my dick in the eye cavity of every female above the age of 14 with no mercy until the point of paralysis.', 'I would tie you up like the whore you are and shove my cock into your pussy until you scream for mercy and then push it into your throat and make you swallow all of my cum', 'I would shove that fabric as far up you cunt as I could until I ripped a hole in them. I would fuck you at least three times a day, never letting you take them off. I want to see your dirty little brown pussy lips encrusted in my cum and your dried up fluids. After three days I would pull them of and shove them in your dirty little slut mouth while I fucked your add without any lube.']"
19,19,19_kike_niggerloving_fatass_sucking,"['kike', 'niggerloving', 'fatass', 'sucking', 'dick', 'stop', 'jews', 'that', 'niggers', 'you']","[""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", ""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", ""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE""]"
20,17,20_america_the_become_dont,"['america', 'the', 'become', 'dont', 'country', 'worry', 'of', 'soon', 'women', 'about']","[""Don't worry about Muslims buddy... People like u are too obsessed with them... Worry more about how all the homos and all the other LGBTQ+++ are taking over your countries... Soon u will be a homo too...u just don't know it."", ""The only thing you Americans should be embarrassed of is how the rest of the world sees you as pathetic, weaklings who want to destroy their own nation. We will gladly take your land if you don't want it, and hang all of the disgusting dress wearing pedophile LGBTQ loons from the gallows. Disgusting."", ""The only thing you Americans should be embarrassed of is how the rest of the world sees you as pathetic, weaklings who want to destroy their own nation. We will gladly take your land if you don't want it, and hang all of the disgusting dress wearing pedophile LGBTQ loons from the gallows. Disgusting.""]"
21,16,21_fuckn_cucks_cuckold_nut,"['fuckn', 'cucks', 'cuckold', 'nut', 'cunt', 'thick', 'me', 'url', 'cock', 'cumshot']","[""Sorry no cucks allowed. It's amazing as we continue on our journey I realize I don't need cucks little cock at all.He is much better caged n kept cumless. I am still training him into being a more obedient sub cuck.I get all the real cock I need that can actually satisfy me 💋💋 URL"", 'I luv watchin nut being gettin ate by these #cuckolds. Especially when the nut is so thick and stringy. #fatdick #thicknigga #thickdick #blackdick #cuck #cuckold #cumeating #cleanup #cumshot URL', 'I luv watchin nut being gettin ate by these #cuckolds. Especially when the nut is so thick and stringy. #fatdick #thicknigga #thickdick #blackdick #cuck #cuckold #cumeating #cleanup #cumshot URL']"
22,15,22_url_serve_faggot_exposed,"['url', 'serve', 'faggot', 'exposed', 'pics', 'fag', 'fagexposed', 'asks', 'guy', 'call']","['URL CALL AND SERVE FAGGOT !', 'URL CALL AND SERVE FAGGOT !', 'URL CALL AND SERVE FAGGOT !']"
23,15,23_not_different_of_sex,"['not', 'different', 'of', 'sex', 'to', 'unborn', 'phuck', 'rezaaslan', 'the', 'it']","['@rezaaslan PHUCK YOU REZA! PHUCK YOU AND YOUR ENTIRE FAMILY AND EVERY SINGLE UNBORN IN YOUR FAMILY!  🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕 Is that totally UN-PC FOR YOU @rezaaslan to understand you LOW LIFE PIECE OF SH*T', 'Sorry dimwit, sluts having unprotected sex in 2019 should not be in the gene pool, assign any of your libtard moral standards, I just work with simple logistics... if you get ""unexpectantly"" pregnant you are a stupid FUCK...literally  But please carry water for these murderers... it is fun to watch', ""You're right, the unborn women need to be kept away from extremists and maintain full bodily autonomy. That's a different person in there. Different genes. It's science, not religion. Not your fucking body. \u200b People will take care of the babies, even if you are too much of a piece of shit to. \u200b How many abortions have you had? How many babies have you had crushed up because you didn't want to cancel Netflix and get your fat ass off the couch to take care of it?""]"
24,15,24_tranny_trannies_kill_themselves,"['tranny', 'trannies', 'kill', 'themselves', 'sjw', 'xirself', 'killing', 'ones', 'trans', 'trash']","['The only ones killing trannies are themselves', 'Kill xirself you tranny sjw', 'Kill xirself you tranny sjw']"
25,13,25_queers_cuz_sleep_night,"['queers', 'cuz', 'sleep', 'night', 'city', 'sounds', 'coming', 'moon', 'table', 'smear']","[""Fuck you queers you ain't coming to my city cuz we hate you people will fucking kill you and sleep good at night"", ""Fuck you queers you ain't coming to my city cuz we hate you people will fucking kill you and sleep good at night"", ""Fuck you queers you ain't coming to my city cuz we hate you people will fucking kill you and sleep good at night""]"
26,12,26_losangeles_deport_killed_these,"['losangeles', 'deport', 'killed', 'these', 'be', 'them', 'illegals', 'gook', 'deported', 'all']","['Every gook in #LosAngeles should be deported or killed.', 'Every gook in #LosAngeles should be deported or killed.', 'This is why we won, because Americans know that giving these people power for another day is unacceptable. We need to fight back against the Synagogue and their White/Mexican/Black Communist useful idiots they get to do their dirty work for them. I am armed and I am ready for these scum if they try to resist being sent back to Mexico/Guatemala all these illegal invaders that want to invade our nations and change it to suit their savage ways. Illegals must die.']"
27,12,27_dumpster_baby_youre_sperm,"['dumpster', 'baby', 'youre', 'sperm', 'daddy', 'transgender', 'john', 'swallowed', 'molester', 'zero']","[""Washing your penis is gay. As an alpha male lone-wolf (who has fucked many many women, far more women than any soy-boy could drink the bath-water of!), I refuse to do anything gay.  Goddamn the dick stank...oh Jesus I think I blacked out from the dick stank again. It's okay though a real man like me isn't worried about dick stank induced brain damage. My IQ is so bigly I can afford to lose a few points, unlike you cretinous Commie scum. Jordan Peterson, quite frankly I'm disappointed that you would recommend anything this gay."", ""Come on you come guzzling faggot baby raping sperm dumpster you're transgender Daddy is calling you it's time for your daily penis feeding faggot fucking queer so head on down to your safe space with your Michelle Obama blow up doll with a magic vibrating stick pussy that you love so much like the homo butthole faget child molester you are"", ""All what's the matter baby raping child molester.? Running our nieces and nephews to molest? You're just a low-life sperm dumpster homosexual butthole loving baby raping child molester AKA sperm dumpster that's what your daddy's call you huh you like it when your daddy's patting you on the top of the head while you're sucking his dick and the other ones fucking you up the ass LOL you're such a fucking baby raping homosexual queer""]"
28,11,28_transgender_mental_mentally_disorder,"['transgender', 'mental', 'mentally', 'disorder', 'be', 'the', 'sick', 'earth', 'island', 'transgenders']","[""You're right we should definitely gather all the mentally ill transgenders and put them on an island them nuke the island and boom less mentally ill people on the planet"", 'Transgender is a mental disorder and so is homosexual.', '""...WHO Will Stop Classifying Transgender People As Having A \'Mental Disorder\'..."" NO ONE, this sub group of sick animals are part and parcel of the homo child molesting rapist agenda! They should ALL be forced into \'special\' FEMA camps to be properly adjudicated then, given the choice to straighten up their ACT or be exterminated!!!']"
