Topic,Count,Name,Representation,Representative_Docs
13,41,13_go_criminals_who_countries,"['go', 'criminals', 'who', 'countries', 'shithole', 'ur', 'on', 'over', 'sickens', 'cares']","['If we do indeed have gaps in our employment, we have a whole work force sat on their backsides in Prison, get them picking fruit and veg at least 25 hours a week, give them a work ethic. we do not need unskilled criminal migrants over here, URL', 'If we do indeed have gaps in our employment, we have a whole work force sat on their backsides in Prison, get them picking fruit and veg at least 25 hours a week, give them a work ethic. we do not need unskilled criminal migrants over here, URL', 'If we do indeed have gaps in our employment, we have a whole work force sat on their backsides in Prison, get them picking fruit and veg at least 25 hours a week, give them a work ethic. we do not need unskilled criminal migrants over here, URL']"
14,41,14_country_obama_kicked_taken,"['country', 'obama', 'kicked', 'taken', 'brought', 'trash', 'own', 'there', 'send', 'all']","['They all need to be Kicked, taken out of our country. Obama brought them all in Illegally. Send the Trash back to there own country', 'They all need to be Kicked, taken out of our country. Obama brought them all in Illegally. Send the Trash back to there own country', 'They all need to be Kicked, taken out of our country. Obama brought them all in Illegally. Send the Trash back to there own country']"
15,38,15_bye_them_dont_off,"['bye', 'them', 'dont', 'off', 'more', 'send', 'house', 'pennsylvania', 'boo', 'airplane']","[""Bye bye bye to all of them illegals illegal get them out. We don't want these leeches in Pennsylvania either run the bus straight to the Border dump them off"", ""Bye bye bye to all of them illegals illegal get them out. We don't want these leeches in Pennsylvania either run the bus straight to the Border dump them off"", ""Bye bye bye to all of them illegals illegal get them out. We don't want these leeches in Pennsylvania either run the bus straight to the Border dump them off""]"
16,37,16_help_immigrants_deport_you,"['help', 'immigrants', 'deport', 'you', 'hurt', 'aliens', 'trump', 'buildthewall', 'legalize', 'are']","['#BuildTheWall  Help stop the flow of illegal immigrants. Help fight illegal drugs Help fight human trafficking  Help fight people coming over the border to cause harm Retweet if you are in favor of #BackTheBlue #ICE  @DoingRight1 follows back all #MAGA #KAG URL', '#BuildTheWall  Help stop the flow of illegal immigrants. Help fight illegal drugs Help fight human trafficking  Help fight people coming over the border to cause harm Retweet if you are in favor of #BackTheBlue #ICE  @DoingRight1 follows back all #MAGA #KAG URL', '#BuildTheWall  Help stop the flow of illegal immigrants. Help fight illegal drugs Help fight human trafficking  Help fight people coming over the border to cause harm Retweet if you are in favor of #BackTheBlue #ICE  @DoingRight1 follows back all #MAGA #KAG URL']"
17,33,17_assimilate_or_attacks_prepared,"['assimilate', 'or', 'attacks', 'prepared', 'secular', 'religion', 'democracy', 'terror', 'assault', 'else']","[""GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!"", ""GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!"", ""GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!""]"
18,32,18_useless_learn_language_immigrant,"['useless', 'learn', 'language', 'immigrant', 'fucking', 'you', 'the', '', '', '']","['Learn the fucking language you fucking useless immigrant.', 'Learn the fucking language you fucking useless immigrant.', 'Learn the fucking language you fucking useless immigrant.']"
19,31,19_should_bulldozed_slant_chinatown,"['should', 'bulldozed', 'slant', 'chinatown', 'be', 'those', 'every', 'deported', 'right', 'losangeles']","['Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.', 'Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.', 'Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.']"
20,25,20_should_bulldozed_chinatown_slant,"['should', 'bulldozed', 'chinatown', 'slant', 'be', 'those', 'every', 'deported', 'right', 'losangeles']","['Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.', 'Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.', 'Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.']"
21,23,21_rights_law_criminal_un,"['rights', 'law', 'criminal', 'un', 'broke', 'id', 'have', 'they', 'lol', 'criminals']","[""They should be shot or deported. I have a 45 min commute and there is always a wanker that talks to his gf for the entire journey so loud that you can hear it from the other end of the bus (including her responses) If it wasn't for the fact that she is about to give birth I'd grab the wankers phone and throw it out the window, but then I'd feel like a dick. Fucking morals."", ""They should be shot or deported. I have a 45 min commute and there is always a wanker that talks to his gf for the entire journey so loud that you can hear it from the other end of the bus (including her responses) If it wasn't for the fact that she is about to give birth I'd grab the wankers phone and throw it out the window, but then I'd feel like a dick. Fucking morals."", ""They should be shot or deported. I have a 45 min commute and there is always a wanker that talks to his gf for the entire journey so loud that you can hear it from the other end of the bus (including her responses) If it wasn't for the fact that she is about to give birth I'd grab the wankers phone and throw it out the window, but then I'd feel like a dick. Fucking morals.""]"
22,22,22_might_now_ebloa_jomavaesjos,"['might', 'now', 'ebloa', 'jomavaesjos', 'legionary1488', 'case', 'texas', 'safe', '48', 'kill']","['@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.', '@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.', '@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.']"
23,21,23_kill_jews_muslim_are,"['kill', 'jews', 'muslim', 'are', 'will', 'trump', 'jew', 'hope', 'israel', 'semite']","['trump is the only jews true friend. I hope trump will be the next US president and help Israel to kill all Palestinian fucking muslim. we will kill all muslim in the world.', 'trump is the only jews true friend. I hope trump will be the next US president and help Israel to kill all Palestinian fucking muslim. we will kill all muslim in the world.', 'trump is the only jews true friend. I hope trump will be the next US president and help Israel to kill all Palestinian fucking muslim. we will kill all muslim in the world.']"
24,20,24_cages_already_flakka_thieves,"['cages', 'already', 'flakka', 'thieves', 'addicts', 'trashed', 'immigration', 'enough', 'whats', 'americas']","[""Migrants in cages. Created by asinine Democrat open-border policies. Send them back. Then they won't have to be in cages anymore. We already have enough thieves and flakka addicts on our streets."", ""Migrants in cages. Created by asinine Democrat open-border policies. Send them back. Then they won't have to be in cages anymore. We already have enough thieves and flakka addicts on our streets."", ""Migrants in cages. Created by asinine Democrat open-border policies. Send them back. Then they won't have to be in cages anymore. We already have enough thieves and flakka addicts on our streets.""]"
25,18,25_free_homeless_trump_care,"['free', 'homeless', 'trump', 'care', 'democrats', 'housing', 'while', 'illegals', 'are', 'enjoying']","['THANK YOU! PRESIDENT TRUMP! YES!!! SEND ALL ILLEGALS BACK TO THEIR COUNTRY, WE HAVE TO TAKE CARE OF ALL HOMELESS AMERICAN VETERANS SLEEPING IN THE STREETS, WHILE ILLEGALS ARE ENJOYING GOVERNMENT HOUSING, FREE FOOD STAMPS, FREE SCHOOLS, AND FREE HEALTH CARE. SADLY ILLEGALS ARE KILLING AMERICANS.', 'THANK YOU! PRESIDENT TRUMP! YES!!! SEND ALL ILLEGALS BACK TO THEIR COUNTRY, WE HAVE TO TAKE CARE OF ALL HOMELESS AMERICAN VETERANS SLEEPING IN THE STREETS, WHILE ILLEGALS ARE ENJOYING GOVERNMENT HOUSING, FREE FOOD STAMPS, FREE SCHOOLS, AND FREE HEALTH CARE. SADLY ILLEGALS ARE KILLING AMERICANS.', 'THANK YOU! PRESIDENT TRUMP! YES!!! SEND ALL ILLEGALS BACK TO THEIR COUNTRY, WE HAVE TO TAKE CARE OF ALL HOMELESS AMERICAN VETERANS SLEEPING IN THE STREETS, WHILE ILLEGALS ARE ENJOYING GOVERNMENT HOUSING, FREE FOOD STAMPS, FREE SCHOOLS, AND FREE HEALTH CARE. SADLY ILLEGALS ARE KILLING AMERICANS.']"
26,18,26_raped_you_from_rape,"['raped', 'you', 'from', 'rape', 'kill', 'turn', 'world', 'zhero', 'apes', 'shitholecountry']","[""And you're a f****** moron the reason America has more so-called killings is because we help every other f****** piece of s*** lowlife country in this world every time they have a little squabble some f****** country is asking the US for something just to have ungrateful motherfukers to say we're terrorists when you see on TV a sick and dying child it's an American giving him food or medicine you f****** piece of s*** moron"", ""they're all coming to America to kill you rape you steal from you take over the country and turn it into the scumbag shitholecountry they came from"", ""they're all coming to America to kill you rape you steal from you take over the country and turn it into the scumbag shitholecountry they came from""]"
27,17,27_vote_taxes_higher_illegals,"['vote', 'taxes', 'higher', 'illegals', 'anti', 'while', 'california', 'dmv', 'automatically', 'lastly']","[""You are dumb... 1) illegals vote ILLEGALLY many states giving drivers licenses to illegals and their DMV automatically registers them to vote … Lastly all these Asylum seekers don't follow the law by stopping at the first safe country. They keep going to the one giving free stuff... so F illegals and you too @Derek Mulready"", ""You are dumb... 1) illegals vote ILLEGALLY many states giving drivers licenses to illegals and their DMV automatically registers them to vote … Lastly all these Asylum seekers don't follow the law by stopping at the first safe country. They keep going to the one giving free stuff... so F illegals and you too @Derek Mulready"", ""You are dumb... 1) illegals vote ILLEGALLY many states giving drivers licenses to illegals and their DMV automatically registers them to vote … Lastly all these Asylum seekers don't follow the law by stopping at the first safe country. They keep going to the one giving free stuff... so F illegals and you too @Derek Mulready""]"
28,16,28_ice_shooting_alright_beanbag,"['ice', 'shooting', 'alright', 'beanbag', 'deportations', 'with', 'cockroach', 'talking', 'spanish', 'begin']","['Alright. Start shooting them with beanbag guns and sending in ICE and let the deportations begin.', 'Alright. Start shooting them with beanbag guns and sending in ICE and let the deportations begin.', 'Alright. Start shooting them with beanbag guns and sending in ICE and let the deportations begin.']"
29,16,29_go_islam_yourself_your,"['go', 'islam', 'yourself', 'your', 'you', 'ass', 'retard', 'west', 'backwards', 'yey']","['Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.', 'Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.', 'Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.']"
30,16,30_unborn_children_parents_died,"['unborn', 'children', 'parents', 'died', 'baby', 'didnt', 'ericswalwell', 'endanger', 'murdered', 'caring']","['@ericswalwell Should the unborn be murdered and separated from his or her mother? Caring about illegals before the unborn. Vile pathetic pos. Put that baby down.', '@ericswalwell Should the unborn be murdered and separated from his or her mother? Caring about illegals before the unborn. Vile pathetic pos. Put that baby down.', '@ericswalwell Should the unborn be murdered and separated from his or her mother? Caring about illegals before the unborn. Vile pathetic pos. Put that baby down.']"
31,16,31_fuck_my_ate_im,"['fuck', 'my', 'ate', 'im', 'whos', 'you', 'kind', 'watch', 'suck', 'shit']","[""Get the fuck outta my country, assholes. We don't need your disgusting kind here."", 'ActsisMMLJ CorrectlyObeyed what do u mean ""back home""😂😂 little prick I\'m American. And my name isn\'t Jose. Watch it or I\'ll enslave you and your mother and make her suck my balls while you watch.', ""God, imagine making an account just to shit post this. Go back to 4chan or the incel subs where you belong. We might all be dirty hoes and sluts but I'm still betting none of us would touch you with a 10 foot barge pole. That's probably why you're such a sad creep.""]"
32,16,32_border_across_bullshit_fuckers,"['border', 'across', 'bullshit', 'fuckers', 'alamo', 'observation', 'thats', 'remember', 'refugee', 'word']","['Shoot a few of those border jumpers and the word will get out. Fuck them. Remember the Alamo!!!', ""Hell shutting down our borders is too late in trying to keep out terrorists Crap we have 5 in the house of Reps thats causing more kaos than if we had them running amouck down our streets and crap if me or my Family was in Prez Trumps seat that Mex Flag raised over a U S Fed building there would've been some toe tags dished out that day that is total disrespect to OUR country that's showing a foreign take over by another country That's not showing or asking for asylum here Sorry if this offends any cry babys out there too DAMM BAD"", ""Nothing to see here folks, just stay seated and remain calm.... we are the gov. and the msm, you can trust ussssssssss hisssss. Just a tiny observation but if the border wasn't an issue, then why do most automated services require pressing 1 for English and 2 for Spanish?????? why not Hungarian or French or Arabic or Chinese, etc...... just saying, a small observation, not racism just a little observation. Not a problem ordering a pizza but my local gov. wtf?!?!?!""]"
33,15,33_border_shoot_stop_rubber,"['border', 'shoot', 'stop', 'rubber', 'patrols', 'lenient', 'come', 'bullets', 'with', 'assholes']","['stop being so lenient border patrols, we pay you to keep those assholes out of america shoot them with rubber bullets if u have to', 'stop being so lenient border patrols, we pay you to keep those assholes out of america shoot them with rubber bullets if u have to', 'stop being so lenient border patrols, we pay you to keep those assholes out of america shoot them with rubber bullets if u have to']"
34,15,34_children_are_papers_come,"['children', 'are', 'papers', 'come', 'america', 'hell', 'those', 'parents', 'would', 'from']","[""Nobody even knows if they are really the children of those who they say they are. Come on. get real. The word is out. There's no more danger along the way here? Separating children from their parents? We shouldn't be accountable for the droves of people rushing the border. Sick? Bringing whatever it is into America? The words out. As for those Sociodemocrats, you're more of a hindrance than a resolve. As a country, we would be far better off without you. I would expect my walking papers if I were you..."", ""Nobody even knows if they are really the children of those who they say they are. Come on. get real. The word is out. There's no more danger along the way here? Separating children from their parents? We shouldn't be accountable for the droves of people rushing the border. Sick? Bringing whatever it is into America? The words out. As for those Sociodemocrats, you're more of a hindrance than a resolve. As a country, we would be far better off without you. I would expect my walking papers if I were you..."", ""Nobody even knows if they are really the children of those who they say they are. Come on. get real. The word is out. There's no more danger along the way here? Separating children from their parents? We shouldn't be accountable for the droves of people rushing the border. Sick? Bringing whatever it is into America? The words out. As for those Sociodemocrats, you're more of a hindrance than a resolve. As a country, we would be far better off without you. I would expect my walking papers if I were you...""]"
35,14,35_aliens_civil_war_baby,"['aliens', 'civil', 'war', 'baby', 'guerrilla', 'seeding', 'warfare', 'bloody', 'rip', 'pregnant']","['Send all illegal alien invaders back home... or there will eventually be guerrilla warfare seeding a violent and bloody civil war in the United States.', 'Send all illegal alien invaders back home... or there will eventually be guerrilla warfare seeding a violent and bloody civil war in the United States.', 'Send all illegal alien invaders back home... or there will eventually be guerrilla warfare seeding a violent and bloody civil war in the United States.']"
36,13,36_niggers_hate_even_kikes,"['niggers', 'hate', 'even', 'kikes', 'nigger', 'spicks', 'erase', 'author', 'article', 'niggrus']","['yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them', 'yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them', 'yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them']"
37,13,37_allowed_children_will_not,"['allowed', 'children', 'will', 'not', 'countries', 'fu', 'ruined', 'stop', 'again', 'foreigners']","[""ALSO START CHARGEING THESE COUNTRIES A DAILY FEE FOR EACH ONE OF THEIRS HERE ILLEGALLY! THEY SHOULD HAVE TO REIMBURSE US! STOP ALL FINANCIAL AID TO THESE COUNTRIES! CHILDREN SHOULD BE SENT BACK RIGHT AWAY!  THOSE COMING WITH CHILDREN THAT IS NOT THEIR 'S IS HUMAN TRAFFICKING CHILDREN ! SHOULD NEVER BE ALLOWED INTO AMERICA!   WE NEED BORDERS SHUTDOWN AND OUR MILITARY ALLOWED TO SHOOT THESE INVADERS!   OR BRING OUT THOSE ENERGY WEAPONS! ONCE THEY UNDERSTAND WE WILL THIS WILL STOP! WE AMERICANS AND LEGAL IMMIGRANTS ARE TIRED OF THIS! OUR CONSTITUTION MUST BE INFORCED!"", ""ALSO START CHARGEING THESE COUNTRIES A DAILY FEE FOR EACH ONE OF THEIRS HERE ILLEGALLY! THEY SHOULD HAVE TO REIMBURSE US! STOP ALL FINANCIAL AID TO THESE COUNTRIES! CHILDREN SHOULD BE SENT BACK RIGHT AWAY!  THOSE COMING WITH CHILDREN THAT IS NOT THEIR 'S IS HUMAN TRAFFICKING CHILDREN ! SHOULD NEVER BE ALLOWED INTO AMERICA!   WE NEED BORDERS SHUTDOWN AND OUR MILITARY ALLOWED TO SHOOT THESE INVADERS!   OR BRING OUT THOSE ENERGY WEAPONS! ONCE THEY UNDERSTAND WE WILL THIS WILL STOP! WE AMERICANS AND LEGAL IMMIGRANTS ARE TIRED OF THIS! OUR CONSTITUTION MUST BE INFORCED!"", ""ALSO START CHARGEING THESE COUNTRIES A DAILY FEE FOR EACH ONE OF THEIRS HERE ILLEGALLY! THEY SHOULD HAVE TO REIMBURSE US! STOP ALL FINANCIAL AID TO THESE COUNTRIES! CHILDREN SHOULD BE SENT BACK RIGHT AWAY!  THOSE COMING WITH CHILDREN THAT IS NOT THEIR 'S IS HUMAN TRAFFICKING CHILDREN ! SHOULD NEVER BE ALLOWED INTO AMERICA!   WE NEED BORDERS SHUTDOWN AND OUR MILITARY ALLOWED TO SHOOT THESE INVADERS!   OR BRING OUT THOSE ENERGY WEAPONS! ONCE THEY UNDERSTAND WE WILL THIS WILL STOP! WE AMERICANS AND LEGAL IMMIGRANTS ARE TIRED OF THIS! OUR CONSTITUTION MUST BE INFORCED!""]"
38,13,38_brown_anyway_europe_what,"['brown', 'anyway', 'europe', 'what', 'boonies', 'mehicano', 'mexicano', 'puto', 'fingering', 'sister']","['@meee682 @KimDotcom @seanhannity Yea the country may getting invaded daily by brown people, censorship is rampant, anti-white hatred is everywhere, suicides & shootings are at an all time high thanks to a degenerate & disgusting culture, but... ""wow muh economy best ever""! Fuck, I can\'t imagine being so low IQ.', 'Not sure what a Mehicano is, maybe a Mexicano if thats what you meant? Anyway id bet you have no brown friends and you live in the boonies fingering your sister. Go back to Europe puto!', 'Not sure what a Mehicano is, maybe a Mexicano if thats what you meant? Anyway id bet you have no brown friends and you live in the boonies fingering your sister. Go back to Europe puto!']"
39,12,39_child_when_suffer_northern,"['child', 'when', 'suffer', 'northern', 'snipers', 'starts', 'consequences', 'across', 'will', 'border']","['Put snipers on our Southern and Northern borders and end the problem when it starts! You bring a child across the border you and the child will suffer the consequences!', 'Put snipers on our Southern and Northern borders and end the problem when it starts! You bring a child across the border you and the child will suffer the consequences!', 'Put snipers on our Southern and Northern borders and end the problem when it starts! You bring a child across the border you and the child will suffer the consequences!']"
