group,coherence_group_avg,topic_index,keywords
race_asian,0.511506131,10,"niggers, asian, africans, nigger, blacks, chinatown, killed, deported, them, their, they, extinct, immigrant, assholes, hate, chinese, erase, point, disgusting, chinks, what, towelheads, should, that, until, those, stupid, article, don, people, there, if, the, excuse, with, fuck, scum, gauche, we, shit, or, kikes, to, fucking, gook, for, do, not, re, bunch"
race_asian,0.511506131,11,"immigrant, nigger, deported, niggers, pangolin, don, chong, chinks, towelheads, cockroaches, ching, chinese, africans, scum, blacks, know, have, send, asian, do, white, shit, that, point, americanus, your, those, you, what, black, american, bitch, human, fucking, country, we, they, any, why, ll, heres, them, this, their, clue, losangeles, idiot, anything, extinct, niggrus"
race_asian,0.511506131,12,"immigrant, deported, intellectual, american, chinese, fuck, fucking, nigger, lazy, stupid, gauche, idiot, shit, asian, bitch, africans, niggers, chinatown, pangolin, ching, chinks, know, work, country, chong, be, scum, land, losangeles, ethic, technology, extinct, americanus, hate, niggrus, do, don, have, what, erase, disgusting, get, article, human, bulldozed, re, the, point, eat, white"
race_asian,0.511506131,13,"deported, immigrant, niggers, cockroaches, them, assholes, their, africans, bunch, chinks, our, the, they, losangeles, blacks, these, people, killed, extinct, those, nigger, bulldozed, stealing, with, disgusting, to, fuck, we, hate, american, of, spicks, what, towelheads, an, article, kikes, out, are, every, land, for, all, scum, erase, should, until, gauche, know, have"
race_asian,0.511506131,14,"chinks, gook, ching, fuck, chinese, shit, chong, kikes, bitch, idiot, slant, pangolin, human, fucking, those, chinatown, asian, that, creature, why, even, what, know, don, like, is, killed, heres, with, you, extinct, hate, stupid, if, this, there, cockroaches, nigger, can, bulldozed, back, right, are, any, should, or, point, bunch, ass, top"
race_asian,0.511506131,15,"blacks, niggers, africans, asian, white, immigrant, nigger, assholes, black, chinatown, hate, deported, people, chinks, bitch, eat, fuck, cockroaches, every, their, american, food, the, chinese, chong, scum, killed, ass, bunch, them, don, they, shit, with, disgusting, slant, gauche, extinct, what, appetites, article, we, like, niggrus, that, stealing, kikes, americanus, other, do"
race_asian,0.511506131,16,"immigrant, deported, land, scum, africans, what, fuck, bulldozed, killed, niggers, the, extinct, cockroaches, hate, until, bunch, our, should, will, american, fucking, towelheads, point, we, article, chinks, erase, food, chinatown, gauche, stealing, or, an, pangolin, people, work, assholes, top, don, with, right, this, and, losangeles, bitch, americanus, make, here, spicks, get"
race_asian,0.511506131,17,"asian, chinks, human, bitch, chong, idiot, extinct, deported, pangolin, chinese, gook, scum, bulldozed, immigrant, disgusting, excuse, chinatown, stupid, nigger, planet, ass, fuck, africans, creature, assholes, your, be, like, niggers, that, killed, intellectual, american, are, gauche, shit, have, what, you, right, wiped, know, white, hate, those, don, lazy, niggrus, americanus, blacks"
race_black,0.544339313,0,"nigger, niggers, niggerloving, chinks, niggrus, africans, blacks, racist, niggas, gauche, nigga, mexican, whites, article, author, immigrant, hate, illegals, kikes, barackobama, africa, faggot, jews, americans, whitepower, kike, hitler, savage, monkey, human, obama, communist, brown, what, americanus, nations, who, cunt, northkorea, invaders, kill, the, american, them, killing, jew, black, they, somebody, ugly"
race_black,0.544339313,1,"nigger, niggerloving, niggers, ebloa, niggrus, texas, ain, kill, brown, safe, let, savage, send, niggas, invaders, us, gauche, next, killing, want, case, nigga, invade, way, northkorea, hope, don, yo, shut, me, illegal, racist, guatemala, hell, hang, we, had, one, blacks, put, mexican, americanus, armed, kikes, where, fuckin, any, you, keep, our"
race_black,0.544339313,2,"whitepower, nigger, hang, niggers, niggerloving, whites, white, blacks, niggas, niggrus, nigga, power, brown, africans, racist, armed, black, savage, kill, fight, africa, keep, faggot, gauche, finish, cock, hitler, ain, shut, you, killing, work, be, die, has, being, put, monkey, jew, ugly, will, is, obama, can, did, nations, fuckin, scum, say, next"
race_black,0.544339313,3,"niggerloving, nigger, niggers, graduation, niggrus, nigga, reward, niggas, giving, killing, kill, iamkrause, gauche, be, hitler, give, cunt, die, my, africans, thank, pal, invade, armed, racist, may, ain, savage, northkorea, don, what, jew, being, to, geez, africa, so, he, she, yourself, faggot, kike, we, fuckin, care, blacks, say, finish, let, kikes"
race_black,0.544339313,4,"nigger, hitler, niggerloving, niggers, jew, finish, racist, confronts, jews, nigga, niggas, didn, blacks, savage, niggrus, kill, hang, fight, synagogue, against, resist, did, killing, gauche, won, no, next, street, then, if, faggot, retarded, africans, erase, only, stop, cunt, can, god, shit, africa, invade, graduation, whitepower, ain, die, communist, give, would, black"
race_black,0.544339313,5,"nigger, niggas, nigga, niggers, niggerloving, niggrus, bitch, fuckin, cheating, lick, fuck, faggot, whore, stupid, pussy, gauche, cunt, cock, ain, die, bitches, retarded, dick, shit, idiots, suck, care, yo, savage, stop, ur, your, kill, fucking, monkey, dumb, don, go, get, dirty, keep, my, gay, sucking, you, disgusting, hang, racist, give, brown"
race_black,0.544339313,6,"barackobama, monkey, obama, northkorea, africa, africans, nigger, guatemala, human, hitler, oboama, niggers, presidency, nations, an, niggrus, iamkrause, lol, racist, niggerloving, looks, chinks, trump, url, geez, nigga, one, put, author, unacceptable, he, don, somebody, is, him, idiots, planet, cunt, ebloa, scum, right, retarded, niggas, ur, didn, americanus, clue, thank, world, communist"
race_black,0.544339313,7,"synagogue, illegals, mexican, armed, mexico, whitepower, invaders, resist, guatemala, fight, won, lol, jew, invade, fuckin, jews, scum, towelheads, next, day, jomavaesjos, americans, immigrant, we, fuck, hang, illegally, if, stop, hope, give, let, fucking, should, when, our, now, may, again, confronts, racist, don, never, america, kill, power, giving, finish, shut, yo"
race_black,0.544339313,8,"nigger, niggers, haircuts, niggerloving, niggas, niggrus, nigga, retarded, looks, africans, racist, blacks, ugly, look, monkey, brown, gauche, faggot, towelheads, an, chinks, communist, face, cunt, them, savage, think, kikes, northkorea, somebody, black, their, fat, whites, clue, her, they, hitler, being, people, idiots, faced, human, fatass, is, mexican, like, those, jews, disgusting"
race_black,0.544339313,9,"nigger, niggers, niggerloving, niggrus, niggas, steal, nigga, acorn, blacks, faggot, liberal, africans, communist, racist, gauche, idiots, own, armed, invaders, illegals, cunt, hitler, morals, invade, savage, friends, americans, whitepower, mexican, kikes, illegally, keep, whites, them, nations, hang, africa, their, northkorea, brown, trump, obama, chinks, against, defenders, yourself, towelheads, america, trash, being"
race_black,0.544339313,10,"shut, blacks, bitch, black, racist, cunt, dumb, whites, nigga, niggas, nigger, stop, scum, fuckin, white, fuck, whitepower, stupid, bitches, retarded, brown, don, hate, savage, your, niggers, fight, say, suck, africans, niggerloving, see, faggot, keep, shit, put, yo, kill, you, no, again, idiots, niggrus, want, ugly, trash, fucking, care, lol, hang"
race_black,0.544339313,11,"kike, niggerloving, nigger, kikes, niggers, niggrus, sucking, niggas, nigga, stop, gauche, faggot, fatass, chinks, suck, savage, cunt, lick, whore, bitch, dick, northkorea, cock, fat, fuckin, disgusting, get, jew, keep, shut, unacceptable, how, kill, hitler, retarded, let, resist, racist, brown, dirty, pussy, he, fight, you, don, blacks, his, start, bitches, him"
race_black,0.544339313,12,"cam_coles, monkey, colder, immigrant, nigger, niggers, racist, mexican, don, niggerloving, barackobama, chinks, illegals, niggas, faced, brown, savage, towelheads, nigga, guatemala, faggot, africans, scum, obama, lol, know, somebody, have, my, do, send, that, blacks, shit, sick, your, look, americanus, you, white, those, yo, take, hitler, he, him, face, stop, africa, live"
race_black,0.544339313,13,"niggas, nigga, nigger, niggers, bitch, niggerloving, bitches, niggrus, ain, fuckin, pussy, whore, fuck, cunt, faggot, yo, savage, shit, cock, care, ass, her, blacks, retarded, fucking, she, hell, gauche, geez, him, his, fight, he, don, friends, your, suck, gay, my, their, dick, lol, shut, brown, like, say, trash, somebody, do, fatass"
race_black,0.544339313,14,"whites, blacks, racist, whitepower, nigger, white, niggers, niggas, niggerloving, cunt, nigga, faggot, bitch, africans, scum, black, bitches, hate, lol, fuckin, savage, shut, retarded, kill, idiots, don, brown, trash, your, illegals, ur, whore, you, care, niggrus, hang, yo, jew, fuck, fatass, fight, stop, liberal, suck, say, hitler, what, only, gauche, if"
race_black,0.544339313,15,"racist, her, bitch, blacks, she, nigger, ugly, whites, bitches, niggers, black, pussy, ass, whore, niggas, niggerloving, cunt, white, africans, fatass, nigga, whitepower, savage, face, scum, brown, faggot, lol, monkey, barackobama, trash, disgusting, hate, faced, hell, human, women, obama, fuckin, what, gauche, unacceptable, idiots, retarded, fat, shut, why, fuck, trump, look"
race_black,0.544339313,16,"niggas, nigga, bitch, nigger, cock, whore, sucking, pussy, niggers, bitches, niggerloving, lick, suck, dick, niggrus, ain, fuckin, cunt, ass, dirty, savage, disgusting, fuck, blacks, yo, don, your, shut, faggot, gauche, lol, retarded, my, stop, you, get, shit, like, scum, take, care, that, ur, geez, want, say, give, do, gay, only"
race_black,0.544339313,17,"nigga, nigger, niggas, niggers, niggerloving, niggrus, bitch, faggot, ain, savage, trash, fuckin, bitches, your, ur, cunt, yo, my, brown, don, you, why, ass, shit, shut, lol, hate, send, her, fuck, him, care, geez, their, blacks, suck, ll, put, next, me, fucking, let, she, keep, whore, stop, his, racist, gauche, he"
race_black,0.544339313,18,"illegals, immigrant, niggers, mexican, racist, illegally, blacks, nigger, whites, guatemala, mexico, africans, niggas, americans, niggerloving, trump, bitches, idiots, trash, hate, illegal, fuckin, liberal, them, cunt, kill, america, jews, their, invaders, fuck, obama, faggot, ain, chinks, hell, gauche, the, killing, bitch, who, what, nigga, they, don, see, those, presidency, people, shut"
race_black,0.544339313,19,"niggas, nigga, niggers, nigger, niggerloving, niggrus, ain, faggot, blacks, bitches, yo, their, bitch, retarded, like, trash, shit, gauche, cunt, racist, them, idiots, fuckin, some, care, say, they, his, stupid, lol, spicks, hate, do, ur, don, your, he, my, him, africans, live, didn, geez, savage, suck, what, those, pussy, its, fatass"
race_black,0.544339313,20,"blacks, racist, whites, nigger, whitepower, niggerloving, niggers, black, illegals, africans, killing, brown, white, niggas, hitler, kill, armed, illegally, obama, hate, barackobama, nigga, immigrant, trump, scum, faggot, savage, idiots, lol, cunt, communist, fuckin, dumb, retarded, stupid, who, jews, what, fatass, don, his, shit, mexican, author, has, fuck, liberal, fight, presidency, being"
race_black,0.544339313,21,"nigga, niggas, nigger, niggers, niggerloving, niggrus, ain, ur, kill, bitch, yo, fuckin, cunt, faggot, shit, killing, bitches, gauche, stop, pussy, savage, blacks, die, trash, care, your, my, retarded, url, whore, don, he, didn, to, him, his, ass, lol, next, her, fuck, geez, some, better, thank, did, racist, do, why, fucking"
race_black,0.544339313,22,"nigger, niggers, niggerloving, niggas, nigga, niggrus, faggot, cunt, retarded, gauche, savage, racist, stop, blacks, shut, idiots, fuckin, hitler, stupid, kill, africans, brown, bitch, geez, hang, monkey, your, care, my, lol, dumb, shit, ain, fight, don, bitches, trash, what, keep, you, fuck, suck, say, his, whitepower, hate, northkorea, africa, get, killing"
race_black,0.544339313,23,"jews, jew, niggers, hitler, racist, nigger, niggerloving, blacks, synagogue, africans, whites, faggot, niggas, kill, fuckin, gauche, whitepower, killing, hate, illegals, invaders, nigga, idiots, scum, their, they, trump, them, fuck, next, fatass, immigrant, towelheads, savage, hell, retarded, communist, cunt, lol, what, niggrus, die, trash, those, liberal, disgusting, shut, stupid, only, don"
race_black,0.544339313,24,"blacks, racist, africans, whites, niggers, nigger, black, whitepower, illegals, niggerloving, niggas, africa, americans, immigrant, nigga, hate, jews, white, cunt, america, mexican, ain, scum, being, brown, jew, communist, faggot, idiots, morals, bitches, people, savage, american, really, like, gauche, obama, every, trash, niggrus, illegally, steal, ethic, their, are, killing, say, liberal, cause"
race_black,0.544339313,25,"nigga, niggas, nigger, niggerloving, niggers, kill, niggrus, killing, ain, die, yo, him, fuckin, bitch, he, savage, care, shit, don, his, faggot, brown, cunt, geez, trash, retarded, gauche, stop, hang, ass, hell, my, fight, didn, better, shut, say, your, fuck, why, should, bitches, somebody, blacks, live, if, hope, beat, to, will"
race_black,0.544339313,26,"africans, africa, barackobama, obama, blacks, racist, nigger, niggers, niggerloving, lol, disgusting, whites, monkey, savage, nations, hitler, don, fuckin, next, fuck, trump, america, kill, shut, hell, jew, jews, world, who, geez, americans, ain, ur, immigrant, americanus, you, we, unacceptable, cunt, stop, country, hate, again, care, faggot, send, scum, us, fucking, trash"
race_black,0.544339313,27,"whites, blacks, illegals, racist, whitepower, immigrant, africans, niggers, white, mexican, presidency, trump, nigger, black, americans, obama, niggerloving, illegally, america, change, jews, next, niggas, guatemala, resist, erase, kill, invaders, brown, mexico, ways, american, idiots, communist, chinks, scum, liberal, again, hate, barackobama, americanus, shut, africa, bitches, say, fuckin, do, nations, care, lol"
race_black,0.544339313,28,"blacks, racist, africans, whites, niggers, nigger, black, niggerloving, niggas, whitepower, cunt, illegals, nigga, white, savage, idiots, ass, faggot, africa, jews, hitler, dirty, scum, hate, brown, disgusting, bitches, gauche, americans, barackobama, jew, morals, unacceptable, ain, niggrus, people, bitch, obama, trash, what, every, like, lol, human, retarded, fatass, illegally, their, men, immigrant"
race_black,0.544339313,29,"africans, blacks, racist, whites, niggers, africa, nigger, whitepower, niggerloving, illegals, jews, niggas, immigrant, monkey, ain, mexican, america, hitler, guatemala, obama, nigga, jew, americans, scum, black, morals, invaders, illegally, nations, communist, steal, savage, barackobama, say, lol, americanus, bitches, don, hate, brown, white, armed, cunt, chinks, shut, suck, retarded, see, niggrus, killing"
race_black,0.544339313,30,"niggas, nigga, niggers, nigger, ugly, niggerloving, niggrus, ain, blacks, bitches, their, trash, yo, them, bitch, savage, look, they, those, cunt, fatass, ur, geez, gauche, these, dirty, ass, fuckin, faggot, racist, hate, your, don, black, my, thank, like, africans, he, pussy, him, his, looks, some, why, lol, kill, idiots, care, retarded"
race_black,0.544339313,31,"niggas, nigga, nigger, niggers, niggerloving, niggrus, pussy, bitch, ain, ass, whore, cunt, dirty, fuckin, faggot, blacks, trash, him, bitches, gauche, savage, yo, his, he, shit, care, dick, lol, racist, fuck, retarded, hell, brown, street, ugly, your, my, her, sucking, don, geez, what, fucking, why, whites, scum, didn, africans, get, like"
race_black,0.544339313,32,"niggas, niggers, nigga, nigger, niggerloving, bitches, niggrus, ain, their, blacks, them, yo, bitch, cunt, they, faggot, kill, hate, care, fuckin, those, don, trash, idiots, some, do, racist, these, were, savage, retarded, geez, my, suck, your, stop, like, hell, killing, gauche, shit, spicks, ur, fight, illegals, shut, take, hang, but, africans"
race_black,0.544339313,33,"blacks, africans, whites, racist, niggers, nigger, niggerloving, black, jews, whitepower, niggas, africa, faggot, illegals, care, white, nigga, hitler, people, bitches, cunt, americans, jew, hate, fuck, idiots, savage, fuckin, scum, immigrant, retarded, obama, bitch, communist, mexican, morals, killing, fight, liberal, they, their, nations, men, brown, america, kill, niggrus, shut, them, ain"
race_black,0.544339313,34,"africa, africans, niggers, nations, blacks, illegals, whites, guatemala, invaders, country, mexico, immigrant, them, racist, invade, barackobama, america, nigger, chinks, whitepower, jews, they, niggerloving, bitches, their, illegally, monkey, americans, obama, mexican, fuck, say, kill, ways, idiots, to, world, where, should, hell, care, shit, niggas, oboama, those, northkorea, savage, next, again, change"
race_black,0.544339313,35,"illegals, illegally, immigrant, invaders, obama, niggers, mexican, mexico, barackobama, americans, them, africans, guatemala, illegal, whites, their, our, the, chinks, trash, they, blacks, nations, invade, people, these, jews, idiots, racist, ways, were, bitches, presidency, america, killing, nigger, armed, unacceptable, acts, those, trump, africa, kill, my, with, to, some, care, an, disgusting"
race_black,0.544339313,36,"brown, blacks, whites, niggers, racist, illegals, nigger, whitepower, immigrant, africans, niggerloving, americans, white, america, niggas, mexican, savage, idiots, black, liberal, jews, africa, trump, people, communist, faggot, illegally, invaders, american, hitler, retarded, chinks, say, lol, dumb, nations, are, ain, hate, hang, article, don, obama, shut, what, trash, care, nigga, stupid, country"
race_black,0.544339313,37,"nigga, niggas, nigger, niggerloving, niggers, fuckin, ain, niggrus, yo, gauche, kill, cunt, faggot, trash, shit, bitch, fuck, retarded, him, killing, better, his, geez, he, savage, fatass, pussy, care, why, fight, die, ass, lol, fucking, bitches, dirty, my, blacks, face, hell, racist, stop, stupid, shut, what, don, your, sucking, might, if"
race_black,0.544339313,38,"kill, retarded, idiots, racist, jews, killing, fuckin, jew, stop, shut, niggerloving, hate, invaders, die, fuck, niggers, hitler, savage, faggot, invade, nigger, illegals, fucking, africans, live, immigrant, bitches, liberal, next, synagogue, africa, fight, stupid, don, shit, americans, niggas, disgusting, america, hang, care, lol, re, scum, faced, iamkrause, change, whites, world, armed"
race_black,0.544339313,39,"nigga, niggas, nigger, bitch, niggerloving, bitches, niggers, pussy, fight, niggrus, ain, yo, your, whore, cunt, beat, my, savage, she, retarded, her, kill, his, ass, geez, hell, fuckin, hate, hang, faggot, him, care, don, fatass, gauche, let, he, shut, suck, ugly, die, would, lol, if, ur, fuck, say, know, trash, shit"
race_black,0.544339313,40,"nigger, niggers, niggerloving, niggas, niggrus, nigga, racist, blacks, africans, gauche, savage, whites, brown, hitler, faggot, cunt, ain, africa, monkey, illegals, bitches, immigrant, mexican, whitepower, retarded, idiots, being, bitch, black, fuckin, kill, their, geez, chinks, jews, what, somebody, killing, hang, communist, them, my, don, the, hate, his, her, hell, they, he"
race_black,0.544339313,41,"nigger, niggers, faggot, niggerloving, niggas, nigga, niggrus, cunt, retarded, racist, blacks, gauche, savage, fuckin, shut, bitch, stop, idiots, africans, gay, fuck, hate, fatass, shit, my, whites, your, care, bitches, brown, don, liberal, what, fight, ain, hitler, scum, cock, kill, ass, suck, immigrant, yo, black, stupid, monkey, keep, trash, geez, dumb"
race_black,0.544339313,42,"niggas, niggers, nigger, nigga, niggerloving, bitches, niggrus, ain, care, bitch, trash, blacks, yo, their, whore, savage, cunt, pussy, idiots, geez, her, faggot, them, lol, they, morals, gauche, racist, ugly, africans, don, fuckin, retarded, ass, she, my, fuck, shut, fucking, hell, those, women, hang, sucking, being, suck, every, whites, shit, illegals"
race_black,0.544339313,43,"africa, barackobama, africans, guatemala, immigrant, illegals, racist, savage, blacks, obama, niggerloving, nigger, chinks, illegally, fuck, shut, niggers, shit, fuckin, stop, america, americans, faced, jew, trump, mexico, country, nations, invade, hate, kill, niggas, again, what, idiots, change, whites, faggot, fucking, bitches, mexican, next, don, hell, her, care, whitepower, unacceptable, who, northkorea"
race_black,0.544339313,44,"niggers, nigger, niggerloving, niggrus, niggas, nigga, blacks, their, racist, africans, faggot, brown, savage, they, them, gauche, my, ain, cunt, bitches, invaders, whites, don, monkey, idiots, your, fuckin, hitler, kill, geez, the, trash, why, black, somebody, stop, me, what, jews, kikes, are, her, mexican, next, cam_coles, who, people, you, northkorea, let"
race_black,0.544339313,45,"niggas, nigga, bitches, niggers, nigger, bitch, niggerloving, niggrus, whore, ain, cunt, retarded, yo, pussy, faggot, trash, idiots, gauche, blacks, savage, fuckin, geez, their, lol, like, suck, hell, fight, care, them, ugly, your, racist, some, be, his, stupid, sucking, say, they, she, her, see, he, friends, those, hate, him, scum, what"
race_black,0.544339313,46,"blacks, whites, whitepower, racist, africans, black, white, niggerloving, niggers, nigger, africa, jews, illegals, brown, niggas, invaders, invade, killing, armed, hitler, americans, steal, jew, scum, communist, nigga, ain, kill, obama, mexican, nations, confronts, hate, america, chinks, faggot, fight, presidency, lol, people, savage, resist, being, trump, immigrant, idiots, than, cunt, say, we"
race_black,0.544339313,47,"africans, africa, blacks, whites, racist, nations, niggers, americans, illegals, immigrant, jews, america, invaders, nigger, mexican, niggerloving, whitepower, country, mexico, guatemala, hitler, world, barackobama, idiots, invade, jew, disgusting, chinks, obama, people, oboama, towelheads, gauche, americanus, american, faggot, dirty, monkey, niggas, savage, illegally, bitches, trash, scum, northkorea, women, communist, men, white, us"
race_black,0.544339313,48,"niggas, nigga, niggers, nigger, niggerloving, niggrus, kill, ain, armed, killing, blacks, bitches, yo, bitch, fight, say, fuckin, faggot, hang, cunt, retarded, trash, be, savage, shit, don, steal, illegals, work, live, gauche, fatass, care, their, lol, do, like, brown, some, to, hell, geez, racist, resist, friends, die, them, suck, take, idiots"
race_black,0.544339313,49,"niggas, nigga, niggers, nigger, niggerloving, bitches, niggrus, ain, them, these, blacks, those, their, bitch, fuckin, faggot, they, savage, some, idiots, fuck, africans, cunt, suck, spicks, sucking, pussy, were, shit, trash, fucking, gauche, retarded, are, hell, men, whore, yo, do, ugly, ass, friends, whites, his, like, geez, racist, kikes, hate, cock"
race_black,0.544339313,50,"nigger, niggers, niggerloving, niggrus, niggas, nigga, gauche, faggot, racist, blacks, savage, cunt, monkey, brown, ur, retarded, url, africans, sucking, fuckin, geez, lick, what, get, ain, trash, shit, stop, somebody, cock, northkorea, kikes, disgusting, whites, care, my, look, dirty, hitler, idiots, is, bitch, are, black, hang, pussy, don, lol, unacceptable, sick"
race_black,0.544339313,51,"niggas, nigga, nigger, niggers, niggerloving, dumb, niggrus, retarded, cunt, faggot, idiots, stupid, racist, ain, blacks, yo, him, trash, bitch, he, his, cause, gauche, fatass, hate, savage, bitches, geez, kill, lol, why, fight, fuckin, your, don, their, shut, stop, killing, my, them, brown, didn, because, care, no, fucking, they, say, ugly"
race_black,0.544339313,52,"niggas, nigga, retarded, nigger, niggers, niggerloving, niggrus, cunt, faggot, fuckin, bitch, idiots, racist, bitches, his, blacks, he, re, stupid, ur, ain, gauche, him, savage, yo, shit, scum, your, geez, lol, hate, their, my, some, dumb, fatass, its, didn, care, stop, why, like, trash, fuck, gay, shut, those, fucking, look, pussy"
race_black,0.544339313,53,"niggers, nigger, niggerloving, niggrus, niggas, africans, blacks, racist, nigga, illegals, africa, nations, faggot, gauche, idiots, chinks, whites, americans, mexican, cunt, savage, communist, jews, america, immigrant, kikes, retarded, northkorea, their, invaders, hitler, them, guatemala, monkey, country, are, killing, whitepower, brown, geez, people, unacceptable, disgusting, mexico, they, kill, liberal, being, illegally, trash"
race_black,0.544339313,54,"nigga, niggas, nigger, bitch, niggers, niggerloving, niggrus, bitches, ain, yo, whore, cunt, pussy, faggot, suck, ugly, her, your, fight, savage, don, retarded, she, hate, gauche, shut, geez, him, fuckin, racist, trash, lol, ass, ur, care, like, he, his, blacks, stop, but, know, sucking, my, be, why, hell, will, brown, get"
race_black,0.544339313,55,"nigger, niggers, niggerloving, niggrus, niggas, nigga, gauche, blacks, africans, racist, hitler, faggot, brown, savage, cunt, ain, black, africa, somebody, dirty, monkey, immigrant, barackobama, trash, obama, whites, mexican, jew, retarded, northkorea, towelheads, being, kikes, jews, kike, him, geez, communist, he, her, trump, sucking, who, human, his, bitch, what, whitepower, fuckin, ass"
race_black,0.544339313,56,"africans, africa, blacks, barackobama, whites, racist, niggers, whitepower, nations, nigger, guatemala, obama, niggerloving, immigrant, oboama, monkey, illegals, invaders, niggas, invade, savage, mexico, jews, americanus, chinks, surely, again, back, hell, nigga, black, fuck, should, fuckin, mexican, hope, ain, country, hitler, america, shut, we, shit, gauche, to, ebloa, americans, they, next, say"
race_black,0.544339313,57,"nigger, niggers, niggerloving, nigga, niggas, niggrus, cunt, faggot, racist, blacks, savage, gauche, brown, retarded, africans, bitch, ain, stop, fuckin, kill, shit, hitler, your, shut, black, killing, kikes, monkey, trash, disgusting, idiots, whore, don, africa, cock, whites, ass, scum, hang, kike, ur, to, northkorea, yo, bitches, his, my, pussy, lol, you"
race_black,0.544339313,58,"niggers, nigger, niggerloving, niggas, niggrus, blacks, nigga, africans, faggot, racist, whites, hitler, gauche, jews, savage, cunt, africa, whitepower, invaders, illegals, brown, ain, nations, retarded, fuckin, hate, their, idiots, kill, kikes, communist, invade, chinks, black, them, jew, those, stop, they, people, immigrant, mexican, bitches, hang, northkorea, monkey, towelheads, killing, the, my"
race_black,0.544339313,59,"nigger, niggers, niggerloving, niggas, nigga, niggrus, racist, monkey, cunt, faggot, bitch, gauche, her, retarded, savage, she, fuckin, brown, geez, idiots, blacks, bitches, fatass, whore, dumb, trash, pussy, africans, fuck, hitler, ugly, gay, scum, stop, ain, human, fucking, care, shit, don, is, ass, cock, being, stupid, black, what, shut, lol, kill"
