Topic,Count,Name,Representation
11,59,11_jew_jewish_jews,"jew, jewish, jews, whore, holocaust, zionist, hitler, synagogue, israel, muslim, palestinian, niggerloving, rape, fatass, bitch, nigger, scum, paedophile, christ, what, towelheads, shalom, niggers, vampires, fuck, cunt, hate, blacks, her, who, son, idiots, killers, morals, kill, dick, don, posterity, prick, next, he, savage, gauche, communist, fucking, god, babylonian, globalist, africans, didn"
12,53,12_holocaust_jews_jew,"holocaust, jews, jew, jewish, zionist, israel, palestinian, hitler, synagogue, globalist, kill, next, invade, muslim, invaders, nations, shalom, niggerloving, niggers, leave, article, that, we, africans, vampires, fuck, die, should, babylonian, independence, stop, anti, towelheads, re, fucking, only, then, change, shit, hope, nigger, not, illegals, armed, if, resist, subversive, blacks, protecting, but"
13,52,13_nigger_niggers_niggerloving,"nigger, niggers, niggerloving, chinks, niggrus, africans, blacks, gauche, mexican, article, author, hate, illegals, kikes, jews, americans, kike, hitler, savage, globalist, human, communist, what, americanus, nations, holocaust, who, cunt, invaders, the, kill, paedophile, zionist, muslim, american, them, jew, black, they, anti, erase, those, guatemala, killers, he, jewish, trump, white, ethic, their"
14,48,14_jews_jew_jewish,"jews, jew, jewish, holocaust, zionist, paedophile, synagogue, hitler, israel, palestinian, muslim, niggers, niggerloving, nigger, killers, rape, article, shalom, scum, next, christ, illegals, trump, idiots, africans, towelheads, blacks, fatass, vampires, what, armed, whore, kill, fuck, fucking, gauche, globalist, those, who, posterity, should, them, morals, god, protecting, that, invaders, they, son, their"
15,48,15_jews_jewish_jew,"jews, jewish, jew, zionist, holocaust, blacks, palestinian, israel, synagogue, africans, illegals, globalist, white, muslim, niggers, hitler, invaders, niggerloving, vampires, killers, babylonian, mexican, chinks, article, nigger, they, their, them, idiots, americans, nations, black, christ, towelheads, invade, who, scum, shalom, kill, hate, gauche, posterity, are, communist, confronts, people, subversive, fuck, fatass, trump"
16,45,16_jews_jewish_jew,"jews, jewish, jew, holocaust, zionist, muslim, israel, devil, synagogue, palestinian, hitler, god, vampires, babylonian, christ, africans, brethren, shalom, invaders, scum, killers, kill, serpent, blacks, die, niggers, globalist, trump, them, their, illegals, next, they, hate, what, idiots, nigger, paedophile, nations, who, son, fuck, towelheads, kenite, our, niggerloving, must, whore, world, we"
17,37,17_jews_jew_holocaust,"jews, jew, holocaust, jewish, zionist, hitler, israel, palestinian, synagogue, vampires, africans, muslim, shalom, niggerloving, towelheads, blood, niggers, kill, next, christ, globalist, blacks, babylonian, they, gauche, invade, nigger, god, son, illegals, must, resist, killers, scum, invaders, actually, rape, bagel, that, armed, fuck, people, article, die, didn, fucking, then, them, their, americans"
18,35,18_jews_jewish_jew,"jews, jewish, jew, holocaust, zionist, israel, palestinian, synagogue, hitler, muslim, vampires, killers, niggers, rape, africans, niggerloving, invaders, babylonian, globalist, blacks, shalom, kill, idiots, they, their, morals, nigger, illegals, christ, them, towelheads, brethren, paedophile, hate, fuck, god, armed, protecting, invade, anti, article, what, scum, fatass, die, resist, friend, shit, fucking, only"
19,34,19_muslim_idiots_jewish,"muslim, idiots, jewish, morals, paedophile, jew, holocaust, jews, globalist, god, scum, zionist, synagogue, hitler, christ, hate, fuck, fucking, bitch, ur, prick, shit, israel, cunt, niggerloving, stop, world, friend, nigger, brethren, communist, fight, kill, rape, what, die, work, niggers, savage, don, devil, babylonian, trump, palestinian, whore, fatass, do, leave, illegals, dick"
20,32,20_jewish_jews_jew,"jewish, jews, jew, holocaust, zionist, synagogue, israel, palestinian, hitler, muslim, blacks, africans, babylonian, shalom, globalist, niggerloving, vampires, article, niggers, towelheads, nigger, communist, kill, hate, resist, killers, illegals, savage, fucking, christ, fuck, anti, invaders, next, invade, leave, scum, mexican, americans, rape, didn, gauche, die, their, re, armed, brethren, idiots, illegal, not"
21,27,21_jew_jewish_jews,"jew, jewish, jews, zionist, holocaust, synagogue, israel, hitler, muslim, palestinian, babylonian, vampires, africans, killers, globalist, blacks, communist, christ, blood, shalom, author, nigger, who, niggerloving, prick, scum, illegals, mexican, article, morals, founding, niggers, idiots, fatass, towelheads, americans, hate, god, whore, devil, kill, anti, it, because, trump, clue, what, world, paedophile, gauche"
22,27,22_jews_jewish_jew,"jews, jewish, jew, zionist, holocaust, muslim, synagogue, israel, hitler, palestinian, africans, blacks, vampires, niggers, babylonian, shalom, invaders, globalist, nigger, niggerloving, towelheads, their, they, mexican, illegals, article, blood, idiots, christ, brethren, rape, god, gauche, nations, hate, scum, another, them, killers, anti, morals, armed, who, family, subversive, black, author, are, chinks, actually"
23,25,23_illegals_mexican_mexico,"illegals, mexican, mexico, invaders, americans, leave, guatemala, kill, niggers, trump, holocaust, palestinian, idiots, invade, israel, chinks, africans, jews, them, stop, illegal, our, next, fuck, the, protecting, zionist, nations, american, blacks, hate, president, their, die, ways, scum, towelheads, what, nigger, those, independence, anti, we, don, people, change, with, fucking, they, armed"
24,23,24_hitler_holocaust_jews,"hitler, holocaust, jews, jew, jewish, zionist, israel, shalom, niggerloving, palestinian, synagogue, globalist, muslim, vampires, towelheads, killers, niggers, kill, nigger, africans, scum, fuck, blacks, bitch, fucking, world, die, christ, he, fight, confronts, communist, who, didn, idiots, fatass, morals, resist, gauche, invaders, they, their, babylonian, must, rape, nations, hate, savage, that, invade"
25,22,25_niggers_nigger_niggerloving,"niggers, nigger, niggerloving, jews, jew, cunt, muslim, blacks, idiots, jewish, zionist, kikes, palestinian, fuck, communist, israel, holocaust, kike, hate, gauche, prick, africans, americans, hitler, niggrus, fatass, chinks, invaders, armed, fucking, their, globalist, savage, trump, re, illegals, shit, paedophile, synagogue, bitch, scum, anti, why, are, nations, don, stop, leave, those, brethren"
26,19,26_jews_holocaust_jewish,"jews, holocaust, jewish, jew, zionist, hitler, israel, rape, palestinian, muslim, niggerloving, synagogue, niggers, christ, africans, nigger, blacks, paedophile, god, didn, vampires, fuck, killers, shalom, fucking, article, babylonian, had, kill, actually, that, scum, what, blood, globalist, who, shit, happened, with, savage, dick, only, illegals, idiots, towelheads, has, was, against, friend, whore"
27,17,27_jews_jewish_jew,"jews, jewish, jew, holocaust, israel, zionist, palestinian, synagogue, hitler, muslim, invaders, globalist, invade, africans, vampires, shalom, towelheads, niggers, babylonian, nations, killers, they, god, blacks, them, their, illegals, niggerloving, kill, armed, world, nigger, hate, kikes, scum, resist, confronts, christ, what, gauche, idiots, those, fuck, kike, erase, failure, communist, brethren, next, blood"
