Topic,Count,Name,Representation
10,134,10_chong_ching_asian,"chong, ching, asian, racist, idiot, bitch, lmao, stupid, cunt, land, dumbass, lil, shit, pathetic, bitches, niggas, faggot, dumb, pussy, nigga, ur, stay, country, suck, trash, should, nigger, hell, next, retarded, whore, deserve, cunts, ayo, where, asshole, failure, dont, devil, fake, wanna, lol, mad, fuck, leave, back, bad, what, fucking, america"
11,126,11_bitch_suck_sucking,"bitch, suck, sucking, dick, bitches, cock, whore, pussy, lick, cry, slap, cum, choke, nigga, spit, shove, cocks, wanna, tits, niggas, mouth, piss, fuck, dont, fuckin, shut, don, pull, stop, deserve, dump, ass, gonna, come, nasty, say, baby, pathetic, ain, throat, cunt, take, disgusting, faggot, whores, talk, dirty, gay, squeal, lmao"
12,122,12_feminist_feminists_women,"feminist, feminists, women, females, woman, whores, raped, men, pussy, female, bitches, rape, girls, her, whore, herself, faggot, slut, wife, cunts, bitch, she, tits, nigger, sluts, slutty, cocks, gay, lmao, disgusting, hate, pathetic, racist, mother, lol, retarded, cunt, zionist, globalist, guys, cry, girl, sex, ass, their, ugly, fucking, asshole, what, niggas"
13,118,13_whore_pussy_cock,"whore, pussy, cock, cum, her, would, tits, she, wife, lick, pregnant, sluts, bitch, slut, wouldn, cocks, sex, slutty, woman, nasty, wanna, females, ass, whores, rape, mother, girl, raped, female, raping, bitches, mom, herself, girls, women, piss, fuckin, daddy, fuck, baby, shove, disgusting, dick, slap, sucking, spit, guys, mouth, breed, enough"
14,109,14_bitch_herself_her,"bitch, herself, her, she, bitches, whore, dumb, woman, dumbass, idiot, feminist, pussy, mad, girl, stupid, wife, pathetic, retarded, cunt, lmao, mother, slut, raped, ugly, fuck, fucking, female, trash, whores, asshole, mom, fuckin, women, brain, hate, lol, rape, deserve, nigger, tits, ass, nigga, shut, faggot, talking, human, girls, racist, person, slap"
15,106,15_racist_nigger_bitch,"racist, nigger, bitch, white, bitches, cunts, cunt, faggot, niggas, pathetic, lmao, shut, fuckin, wanna, lol, asian, dumbass, hate, cry, black, nigga, deserve, retarded, fuck, slap, stay, raped, asshole, idiot, im, leave, don, whore, chong, kill, dont, slut, suck, stop, trump, dumb, stupid, mad, said, care, piss, trash, shit, mean, pussy"
16,101,16_racist_bitches_feminists,"racist, bitches, feminists, cunts, whores, nigger, trump, leave, feminist, bitch, hate, faggot, stay, america, cunt, zionist, fuckin, fuck, kill, globalist, retarded, women, them, pathetic, babies, their, lol, shut, fucking, hell, raped, lmao, niggas, whore, next, people, sluts, dumbass, the, wanna, asshole, children, american, bunch, care, they, see, dumb, white, slap"
17,93,17_herself_her_she,"herself, her, she, woman, whore, feminist, racist, trump, feminists, bitch, slut, wife, whores, bitches, nigger, mother, female, idiot, lmao, cunt, lol, girl, pussy, faggot, paedophile, cunts, slutty, women, stupid, ugly, globalist, dumbass, hate, dumb, females, chong, who, pathetic, america, trash, sluts, mom, face, asshole, american, person, raped, what, tits, zionist"
18,89,18_pussy_bitch_bitches,"pussy, bitch, bitches, whore, she, her, woman, tits, girl, lmao, female, whores, cunt, cock, nigga, raped, niggas, girls, feminist, hole, fuckin, ass, herself, women, cry, asshole, lil, fuck, rape, slut, raping, sex, dick, slap, care, females, mom, deserve, slutty, hit, lick, mother, holes, wanna, piss, spit, cocks, shit, fucking, come"
19,87,19_slut_sluts_slutty,"slut, sluts, slutty, whore, whores, pussy, dirty, holes, sex, cum, hole, lick, nasty, cock, bitch, tits, bitches, cocks, females, girls, filthy, cunts, sucking, needs, wanna, ass, niggas, raping, nigga, cunt, guys, fill, piss, dick, fuckin, women, dumbass, rape, baby, deserve, paedophile, girl, enough, deep, disgusting, raped, clean, gets, female, men"
20,86,20_url_bitch_bitches,"url, bitch, bitches, ur, nasty, lmao, whore, disgusting, piss, pussy, pathetic, deserve, fuckin, shit, idiot, dumbass, filthy, stupid, fuck, girl, cunt, ass, mad, asshole, suck, she, nigga, stop, her, lol, trash, niggas, wanna, fucking, ugly, gonna, shut, retarded, better, slut, hate, much, look, next, fake, hole, your, dirty, whores, lick"
21,84,21_whores_whore_bitches,"whores, whore, bitches, sluts, slut, tits, slutty, bitch, girls, females, pussy, women, feminists, cocks, sex, rape, cunts, raped, wife, her, feminist, guys, niggas, nasty, paedophile, dick, pathetic, she, sucking, them, fuckin, ass, hoes, deserve, raping, most, those, cunt, girl, some, dumbass, fuck, their, herself, lmao, holes, suck, cock, disgusting, hell"
22,83,22_babies_pregnant_feminists,"babies, pregnant, feminists, feminist, paedophile, raped, rape, baby, whores, kill, children, women, breeding, nigger, mother, females, sluts, whore, bitches, kids, slut, die, breed, sex, fuck, cocks, daddy, tits, fuckin, care, racist, shut, pathetic, hell, faggot, pussy, girls, retarded, wanna, globalist, cunts, lol, america, niggas, mom, stupid, fucking, life, slutty, disgusting"
23,81,23_cunt_cunts_bitch,"cunt, cunts, bitch, whore, pussy, bitches, her, faggot, fuck, fuckin, asshole, she, herself, woman, slut, mother, retarded, idiot, nigga, feminist, nigger, shut, shit, raped, whores, tits, mom, girl, pathetic, wife, cock, fucking, dumbass, slutty, piss, ass, deserve, lmao, niggas, nasty, rape, paedophile, disgusting, baby, dick, fucked, female, mad, hole, stop"
24,80,24_slut_slutty_whore,"slut, slutty, whore, sluts, whores, bitch, bitches, pussy, sex, girl, female, she, her, dumbass, girls, cunt, ass, woman, tits, wife, females, niggas, nigga, feminist, cunts, nasty, rape, dirty, gay, faggot, raped, women, herself, pathetic, dick, deserve, asshole, retarded, sucking, nigger, wanna, squeal, hoes, dumb, hoe, paedophile, raping, suck, idiot, mean"
25,79,25_bitch_bitches_fuck,"bitch, bitches, fuck, whore, fuckin, pussy, she, her, girl, cunt, woman, fucking, herself, cry, shut, shit, fucked, raped, kill, stop, mother, suck, wife, asshole, mom, nigga, slap, leave, dont, lmao, baby, whores, faggot, tits, hell, stay, feminist, cock, yo, don, girls, die, dumbass, rape, female, retarded, idiot, ain, mad, cunts"
26,75,26_mother_mom_bitch,"mother, mom, bitch, raped, rape, whore, pussy, daddy, pregnant, fuck, bitches, her, fuckin, she, dont, slap, baby, wanna, whores, wife, cunts, herself, cunt, woman, don, shove, niggas, shut, fucking, fucked, gonna, cock, paedophile, come, nigga, raping, cocks, feminist, lmao, suck, first, tits, slut, lick, nasty, hell, sex, babies, cum, my"
27,75,27_bitch_bitches_her,"bitch, bitches, her, herself, she, spit, woman, pussy, girl, whore, fuck, mom, mother, fuckin, slap, female, girls, raped, mouth, tits, lmao, wanna, choke, dont, slut, women, wife, shit, someone, hope, ass, face, fucking, cry, deserve, piss, kill, cunt, care, next, feminist, gonna, raping, nigga, wish, females, suck, splashed, asshole, niggas"
28,74,28_ugly_her_herself,"ugly, her, herself, she, bitch, pretty, woman, girl, whore, bitches, face, look, pussy, female, looks, tits, mother, wife, nasty, ass, trash, slap, mom, deserve, feminist, girls, females, slut, disgusting, hot, person, worthless, women, racist, hair, hate, thot, ayo, fat, nigger, lmao, lil, human, cunt, wanna, looking, nigga, body, slutty, fuckin"
29,69,29_fat_bitches_bitch,"fat, bitches, bitch, whore, whores, eat, tits, girls, pussy, slap, she, fuck, fuckin, deserve, cunts, her, females, ass, women, niggas, ugly, asshole, body, girl, slut, faggot, raped, sluts, cunt, retarded, hit, slutty, cocks, like, nigga, pathetic, herself, hell, shove, lmao, wanna, kill, feminists, fucking, crippled, mom, thot, feminist, nigger, wife"
30,69,30_bitch_raped_rape,"bitch, raped, rape, bitches, whore, paedophile, her, pussy, she, herself, whores, raping, girl, slap, nigger, woman, tits, niggas, kill, hell, girls, mom, wanna, lmao, retarded, fuckin, mother, feminist, fuck, slut, deserve, cunt, females, dumbass, baby, asshole, dont, leave, shit, nigga, next, wife, ass, trash, shut, idiot, pregnant, gets, slutty, fucking"
31,69,31_bitch_bitches_fuckin,"bitch, bitches, fuckin, whore, fuck, eat, pussy, nigga, wanna, niggas, spit, suck, piss, cunt, cum, cock, slap, talk, mouth, ain, im, dont, lick, shit, cunts, cry, faggot, lmao, kill, girl, yo, ass, dump, stop, lil, tits, baby, say, don, cocks, stay, shove, raping, choke, gonna, sucking, girls, shut, nasty, raped"
32,69,32_faggot_cunt_cunts,"faggot, cunt, cunts, retarded, bitch, nigger, fuckin, nigga, stop, fuck, idiot, asshole, niggas, bitches, shut, cry, pathetic, dumbass, racist, kill, lmao, hate, care, im, yo, dumb, lil, gay, don, stupid, wanna, leave, stay, shit, lol, mean, baby, mad, deserve, paedophile, dont, said, fucking, what, feel, come, whore, mom, die, slap"
33,68,33_hoe_hoes_whore,"hoe, hoes, whore, bitch, bitches, she, slut, her, wife, herself, girl, slutty, whores, sluts, lmao, woman, dumbass, nigga, lol, wanna, yo, home, dumb, slap, girls, raped, fuckin, pussy, kill, cunt, rape, raping, mad, pathetic, stupid, mom, feminist, hit, shut, talk, female, know, turn, oh, niggas, ass, to, leave, cunts, lil"
34,67,34_feminists_women_females,"feminists, women, females, feminist, whores, bitches, her, woman, herself, girls, them, men, sluts, wife, cunts, tits, whore, she, their, they, female, babies, zionist, cocks, leave, raped, slut, bunch, pussy, holes, kill, lol, rape, mother, needs, these, hate, lmao, ugly, many, some, racist, bitch, were, deserve, trump, children, wanna, failure, disgusting"
35,67,35_women_females_trash,"women, females, trash, feminists, feminist, girls, woman, men, bitches, female, whores, ugly, nasty, clean, guys, her, herself, wife, deserve, whore, dump, pussy, girl, sluts, slut, tits, she, disgusting, bitch, slutty, raped, dirty, are, cunts, worthless, lmao, most, suck, pathetic, especially, rape, niggas, their, were, pretty, sex, them, holes, sucking, mean"
36,64,36_bitch_bitches_stupid,"bitch, bitches, stupid, idiot, whore, dumbass, pussy, she, dumb, fuck, her, herself, ass, asshole, pathetic, cunt, woman, fuckin, girl, retarded, shit, mad, fucking, wife, mother, shut, slut, lmao, mom, female, faggot, baby, suck, tits, nasty, deserve, dick, nigga, disgusting, feminist, piss, whores, ugly, human, someone, trash, slap, guy, worthless, cock"
37,63,37_slut_slutty_sluts,"slut, slutty, sluts, whore, bitch, pussy, whores, her, she, girl, sex, woman, female, wife, bitches, ass, tits, females, girls, cum, herself, fuckin, lick, nigga, fuck, wanna, cock, dirty, needs, rape, dumbass, nasty, raped, niggas, deserve, women, raping, sucking, piss, cunt, must, mother, hoes, feminist, hot, baby, would, hoe, slap, enough"
38,63,38_feminists_whores_feminist,"feminists, whores, feminist, females, women, girls, whore, paedophile, bitches, raped, her, them, rape, herself, pussy, cunts, tits, their, sluts, they, pathetic, she, lmao, children, slutty, slut, disgusting, babies, guys, men, bitch, niggas, faggot, female, woman, those, kids, why, cocks, lol, girl, hate, cunt, nasty, nigger, holes, some, cause, what, me"
39,63,39_cum_whore_cock,"cum, whore, cock, slutty, cunt, piss, pussy, dump, slut, cunts, whores, wanna, tits, sucking, cocks, nasty, dick, sluts, bitch, nigga, filthy, retarded, useless, worthless, sex, disgusting, lick, niggas, fill, dirty, pathetic, enough, faggot, nigger, fuckin, baby, daddy, bitches, ur, hole, stupid, ass, spit, paedophile, deserve, lol, raping, your, shut, dumbass"
40,61,40_her_bitch_pussy,"her, bitch, pussy, whore, she, girl, female, bitches, herself, woman, url, girls, cock, females, wanna, slut, piss, lick, tits, ass, wife, fuckin, cum, nigga, fuck, nasty, lmao, slutty, choke, dick, whores, dont, mom, better, ur, deserve, sucking, gonna, niggas, needs, next, stop, women, cocks, raped, mother, hit, sex, load, baby"
41,60,41_bitches_slap_bitch,"bitches, slap, bitch, girls, whores, women, feminists, feminist, females, whore, hit, her, she, raped, niggas, kill, hoes, pussy, slut, rape, tits, cunts, herself, lmao, girl, sluts, deserve, ugly, nigga, nigger, hoe, shoots, woman, hate, dumbass, wanna, raping, shut, lol, especially, fuckin, wife, nasty, cunt, slutty, pathetic, guys, leave, them, cocks"
42,60,42_her_bitch_she,"her, bitch, she, pussy, whore, herself, cunt, bitches, woman, cunts, slut, ass, fuck, girl, wife, raped, face, spit, mother, mom, slap, nasty, asshole, rape, slutty, feminist, fuckin, tits, female, piss, disgusting, deserve, faggot, mouth, whores, females, shit, women, nigga, girls, nigger, with, leave, ugly, sluts, niggas, hole, fucking, stop, suck"
43,60,43_bitch_whore_her,"bitch, whore, her, she, herself, bitches, deserve, raped, kill, hell, pussy, woman, die, whores, rape, wife, girl, paedophile, fuck, fuckin, should, mother, slut, feminist, dead, tits, mom, lmao, better, cry, asshole, nigga, dumbass, idiot, niggas, devil, trash, must, god, fucking, cunt, ass, dog, hate, leave, nigger, dont, pathetic, shit, retarded"
44,59,44_whore_whores_bitch,"whore, whores, bitch, her, bitches, pussy, slut, she, herself, slutty, woman, wife, cunt, fuck, raped, fuckin, girl, cunts, rape, tits, paedophile, sluts, hell, sex, female, ass, idiot, dick, deserve, dumbass, nigga, cock, asshole, faggot, girls, fucked, lmao, females, feminist, piss, fucking, wanna, nasty, mother, pathetic, slap, niggas, must, women, devil"
45,58,45_whore_whores_tits,"whore, whores, tits, bitches, bitch, pussy, slut, sluts, slutty, girls, cocks, holes, cunts, females, cock, dumb, wanna, cunt, women, idiot, pathetic, dumbass, suck, ass, dick, niggas, hole, girl, her, sex, retarded, lmao, baby, she, fuck, fuckin, guys, stupid, sucking, nigga, your, lol, lick, raped, slap, hit, cum, shut, ur, wife"
46,58,46_whore_whores_slutty,"whore, whores, slutty, slut, pussy, sluts, bitch, her, girl, nasty, tits, she, bitches, cunt, dick, cock, cum, paedophile, herself, ass, girls, wife, sex, cunts, woman, female, females, dirty, sucking, rape, raped, cocks, daddy, women, lick, raping, piss, wanna, asshole, nigga, guys, baby, feminist, mouth, little, fuckin, disgusting, filthy, mother, faggot"
47,56,47_whore_her_herself,"whore, her, herself, she, whores, woman, slut, slutty, pussy, tits, bitch, bitches, feminist, women, sluts, wife, females, ass, girl, disgusting, female, raped, lmao, nasty, pathetic, feminists, lol, girls, ugly, paedophile, sucking, rape, wanna, hell, fuckin, cunt, has, face, deserve, fuck, spit, mother, mom, why, sex, pretty, retarded, would, dirty, better"
48,56,48_bitch_shut_bitches,"bitch, shut, bitches, dumbass, fuckin, whore, cry, pussy, stop, pathetic, fuck, lmao, cunt, suck, retarded, dumb, talk, stupid, wanna, dont, idiot, mad, don, lol, shit, nigga, slap, leave, stay, cunts, say, piss, im, come, niggas, faggot, deserve, asshole, fucking, your, yo, gonna, raped, baby, cock, kill, see, tell, will, talking"
49,54,49_zionist_herself_trump,"zionist, herself, trump, her, ayo, chong, racist, nigger, she, fuck, leave, shit, who, fuckin, shut, cunt, next, stay, again, faggot, what, raped, bitch, idiot, care, lmao, hate, fucking, with, retarded, woman, stop, wanna, wish, pathetic, dumbass, bitches, someone, lol, lil, stupid, globalist, niggas, american, wife, don, face, hell, deserve, ever"
50,53,50_pussy_cock_cum,"pussy, cock, cum, whore, raping, would, bitch, fill, slap, raped, wanna, rape, shove, choke, lick, cocks, tits, wouldn, piss, spit, daddy, sex, throat, filled, whores, if, ass, bitches, hit, splashed, nigga, baby, load, lmao, fuckin, dick, pregnant, enough, sucking, spread, beat, dirty, dump, slutty, niggas, dont, balls, kill, that, squeal"
51,53,51_pussy_whore_would,"pussy, whore, would, cock, wouldn, tits, ass, slutty, cum, whores, slut, cocks, sluts, bitch, sex, slap, dick, rape, wanna, shove, if, lick, guys, raping, raped, fuckin, that, lmao, daddy, bitches, piss, mouth, asshole, fill, hole, face, nigga, spit, fat, nasty, let, enough, fuck, lol, spread, disgusting, hot, girls, holes, wife"
52,52,52_pussy_choke_bitch,"pussy, choke, bitch, cum, cock, whore, lick, bitches, dick, sucking, spit, raped, throat, raping, wanna, girl, mouth, nigga, squeal, nasty, tits, cocks, daddy, fuckin, slap, shove, dont, ass, girls, niggas, she, baby, sex, rape, fuck, dirty, suck, her, beat, disgusting, hole, shut, kill, hit, female, slut, lmao, woman, whores, let"
53,52,53_bitch_dumbass_dumb,"bitch, dumbass, dumb, stupid, bitches, idiot, pathetic, fuck, shit, whore, cunt, fucking, fuckin, retarded, mad, lmao, shut, asshole, pussy, nigga, girl, suck, cry, said, faggot, yo, herself, guy, woman, slut, wanna, niggas, ass, baby, fucked, she, dick, hard, her, lol, bull, mom, your, girls, cunts, say, wife, mother, raped, racist"
54,52,54_ugly_bitch_whore,"ugly, bitch, whore, bitches, she, her, herself, pussy, pretty, ass, woman, tits, girl, whores, face, feminist, wife, nasty, slap, look, trash, deserve, slut, fat, asshole, female, mad, girls, mother, gay, mom, hate, looks, slutty, women, cunt, nigga, raped, hot, worthless, suck, lmao, pathetic, dick, niggas, idiot, body, devil, lil, mean"
55,51,55_cock_slut_slutty,"cock, slut, slutty, sluts, would, lick, pussy, whore, cocks, cum, wouldn, throat, wet, tits, dirty, nasty, sex, piss, spit, raping, wanna, bitch, disgusting, splashed, if, rape, mouth, dick, sucking, ass, fuckin, wife, nigga, raped, let, guys, squeal, clean, whores, shove, slap, daddy, pregnant, mother, filthy, baby, suck, dont, you, bitches"
56,50,56_cunt_cunts_faggot,"cunt, cunts, faggot, nasty, disgusting, retarded, idiot, dumb, nigger, dumbass, asshole, dirty, bitch, filthy, pathetic, paedophile, whore, what, stupid, nigga, racist, pussy, trash, mad, clean, shut, slut, fuckin, fuck, tell, slutty, shit, with, his, bitches, deserve, niggas, handicapped, my, piss, ass, lmao, mom, who, stop, your, mean, an, someone, care"
57,50,57_slut_slutty_whore,"slut, slutty, whore, sluts, tits, bitch, whores, pussy, bitches, females, dumbass, feminist, girls, girl, female, women, woman, niggas, retarded, cunt, pathetic, ass, lmao, nigga, deserve, lol, wanna, slap, raped, she, cunts, dumb, fuckin, her, ugly, cock, nigger, feminists, dick, sex, cocks, your, wife, rape, asshole, nasty, wants, lick, stupid, fuck"
58,49,58_zionist_globalist_racist,"zionist, globalist, racist, fuckin, dumbass, leave, retarded, idiot, shut, stupid, fuck, stay, dumb, cunts, nigger, pathetic, cunt, lol, america, trump, bitch, lmao, faggot, raped, hate, stop, disgusting, shit, kill, american, bitches, fucking, mad, feminist, rape, dont, asshole, country, don, suck, whore, shove, die, feminists, gonna, dump, chong, wanna, come, keep"
59,49,59_whore_whores_bitch,"whore, whores, bitch, dumbass, idiot, dumb, slut, stupid, bitches, pussy, pathetic, slutty, her, girl, wife, herself, cunt, she, dick, sex, raped, tits, faggot, girls, asshole, sluts, rape, mad, paedophile, ass, lmao, female, deserve, woman, fuck, retarded, daddy, nigga, cheating, guy, suck, feminist, niggas, gay, cunts, nasty, lol, fuckin, worthless, fucked"
60,49,60_whore_pussy_bitch,"whore, pussy, bitch, tits, cock, nasty, her, sucking, throat, spit, she, disgusting, woman, bitches, raped, girl, lick, whores, mouth, rape, slut, ass, cum, cocks, would, females, girls, suck, female, herself, wanna, slutty, fuck, fuckin, choke, wife, wouldn, women, sluts, raping, piss, nigga, pregnant, slap, squeal, dick, paedophile, hell, mother, splashed"
61,48,61_nigger_sucking_niggas,"nigger, sucking, niggas, nigga, spit, stop, faggot, suck, lick, cunt, mouth, deserve, cum, slut, bitch, whore, dick, cunts, filthy, choke, cock, wanna, shove, sluts, load, fuckin, pull, gets, disgusting, raping, slutty, ching, dump, fat, baby, shut, keep, kill, clean, dirty, get, dumbass, cry, chong, retarded, paedophile, how, thot, let, leave"
62,48,62_tits_pussy_her,"tits, pussy, her, bitch, whore, cock, she, bitches, cocks, lick, girl, sucking, woman, females, herself, girls, slut, cum, mouth, spit, whores, cunt, women, wanna, fuckin, slutty, female, wife, sluts, baby, nasty, fuck, ass, cunts, hot, mom, holes, big, niggas, nigga, mother, hole, piss, face, raping, deserve, huge, come, thot, suck"
63,48,63_thot_bitches_retarded,"thot, bitches, retarded, cry, bitch, tits, till, spit, ain, shit, dont, cunt, niggas, cocks, cunts, pathetic, shut, fuckin, suck, useless, hell, squeal, cock, if, piss, nigger, mom, nigga, sucking, pussy, lil, don, mad, wanna, die, kill, stupid, fuck, you, fucking, stop, hard, must, why, choke, raping, asshole, dumb, she, this"
64,48,64_her_she_herself,"her, she, herself, disgusting, whore, woman, nasty, pussy, bitch, ugly, slut, feminist, girl, bitches, female, slutty, ass, paedophile, whores, tits, mother, wife, raped, spit, trash, dirty, racist, females, deserve, human, sucking, nigger, filthy, women, mouth, pathetic, feminists, cunt, face, why, rape, pretty, mom, with, wanna, sluts, asshole, girls, careful, fuck"
65,47,65_females_women_feminists,"females, women, feminists, ugly, feminist, girls, whores, woman, bitches, female, disgusting, whore, tits, nasty, herself, her, sluts, men, slut, pussy, babies, deserve, hate, wife, girl, she, pathetic, cunts, guys, especially, racist, slutty, bitch, mother, trash, cocks, them, paedophile, their, lmao, kill, pretty, suck, me, raped, shut, they, most, breeding, breed"
66,46,66_nigger_niggas_nigga,"nigger, niggas, nigga, cunt, cunts, racist, faggot, wanna, retarded, black, bitch, lil, raping, white, fuckin, kill, ain, shut, raped, pathetic, dumbass, deserve, rape, slut, gets, slap, your, im, cock, don, lmao, leave, chong, stop, bitches, worthless, cocks, trash, lol, you, whore, shit, gonna, my, idiot, dont, cry, yo, wants, get"
67,46,67_women_feminists_females,"women, feminists, females, feminist, whores, girls, woman, men, bitches, disgusting, trash, sluts, her, tits, wife, herself, she, female, raped, kill, them, slut, pussy, cunts, clean, whore, they, their, deserve, nasty, babies, rape, slutty, dump, lmao, guys, these, ugly, were, shut, lol, paedophile, bitch, holes, girl, those, children, most, leave, cocks"
68,45,68_raped_rape_whore,"raped, rape, whore, paedophile, herself, her, pregnant, feminist, she, pussy, whores, hope, woman, feminists, raping, bitch, bitches, mother, wife, girl, female, women, females, tits, girls, slut, hell, sex, lmao, mom, babies, better, fuck, god, baby, ass, whimper, slutty, once, fuckin, daddy, throat, wanna, breed, retarded, shut, holes, wish, fucked, hole"
69,45,69_bitches_bitch_whores,"bitches, bitch, whores, hate, cunts, whore, feminists, girls, tits, suck, slap, pathetic, them, especially, pussy, she, cry, cunt, cocks, her, feminist, women, lmao, niggas, females, asshole, deserve, they, mad, hoes, leave, shut, like, herself, don, holes, fuckin, ugly, hell, these, every, those, stay, stop, do, some, say, fuck, yo, dont"
70,45,70_her_bitch_she,"her, bitch, she, slap, beat, whore, herself, pussy, bitches, raped, woman, choke, mother, mom, rape, ass, wife, shove, girl, lmao, hit, raping, feminist, dumbass, niggas, nigga, whores, kill, fuck, with, cunt, female, better, fucking, females, fuckin, tits, lil, girls, slut, deserve, women, nigger, lol, baby, cunts, hole, idiot, paedophile, wanna"
71,44,71_would_cock_wouldn,"would, cock, wouldn, pussy, slap, dick, whore, lick, shove, bitch, cocks, she, rape, wife, cum, raped, her, tits, raping, slut, sex, woman, guys, slutty, if, throat, nasty, sluts, mother, splashed, wanna, female, girl, ass, piss, girls, mouth, bitches, nigga, mom, squeal, disgusting, let, dont, females, daddy, lmao, that, dirty, hit"
72,44,72_bitches_dumb_bitch,"bitches, dumb, bitch, dumbass, stupid, cunts, idiot, whores, hoes, pathetic, girls, mad, cunt, retarded, niggas, whore, hate, hoe, tits, shut, lmao, them, brain, females, sluts, cry, babies, women, feminists, cocks, she, suck, they, faggot, these, say, those, her, fuck, lol, nigga, pussy, yo, asshole, slut, slap, fuckin, holes, fucking, especially"
73,44,73_cunt_cunts_her,"cunt, cunts, her, herself, she, whore, bitch, woman, mother, pussy, faggot, slut, wife, feminist, nigger, asshole, bitches, retarded, slutty, mom, nasty, nigga, idiot, racist, female, whores, dumbass, girl, tell, face, niggas, disgusting, paedophile, enough, feminists, filthy, raped, person, with, pathetic, rape, another, tits, deserve, someone, shut, lil, better, ass, ugly"
74,44,74_bitches_bitch_trash,"bitches, bitch, trash, whore, whores, mad, pathetic, pussy, deserve, lmao, dump, cunts, niggas, girls, suck, she, cunt, cry, her, talk, tits, clean, ugly, slutty, slut, feminists, fuckin, sluts, lol, stupid, lil, nigga, worthless, herself, retarded, im, shut, feminist, nasty, idiot, asshole, hoes, girl, disgusting, hate, like, dumbass, say, women, sucking"
