Topic,Count,Name,Representation
19,59,19_faggot_faggots_fag,"faggot, faggots, fag, fags, cunt, nigga, fagot, fuckin, retarded, cry, bitch, fuck, fatass, stop, retard, gay, little, ur, niggerloving, you, pathetic, queer, fucking, shut, ass, child, shit, your, don, my, boy, come, homosexual, lol, what, dumb, me, stupid, gonna, feel, bunch, big, he, hey, hate, do, matter, that, suck, hole"
20,58,20_faggots_faggot_homosexual,"faggots, faggot, homosexual, queer, gay, gays, homo, fags, cunt, niggerloving, fag, lol, fuckin, fagot, retarded, what, fuck, dick, stupid, nigga, cry, retard, fucking, pathetic, matter, child, pussy, slut, disgusting, cock, dumb, stop, don, come, that, cum, bitch, boy, fatass, hole, thing, my, ass, only, squeal, shit, shut, fucked, hate, gonna"
21,58,21_gay_nigga_homosexual,"gay, nigga, homosexual, queer, gays, homo, faggot, faggots, fag, ass, fags, he, niggerloving, ur, dick, boy, fatass, fuckin, pussy, his, fagot, him, your, cunt, disgusting, ain, cock, bitch, guy, look, shit, retarded, you, slut, its, lol, fucking, my, don, man, pathetic, matter, why, retard, fuck, cum, cry, sucking, gonna, big"
22,57,22_cock_faggot_faggots,"cock, faggot, faggots, suck, sucking, bitch, fags, nigga, fag, fuckin, cry, gay, cum, fuck, dick, cunt, don, queer, shut, pussy, come, ain, stop, retard, ass, retarded, my, fagot, boy, homosexual, will, your, gays, bunch, take, gonna, must, big, his, pathetic, load, disgusting, fatass, raping, niggerloving, do, homo, get, what, mouth"
23,57,23_faggot_faggots_fags,"faggot, faggots, fags, fag, fagot, cunt, niggerloving, nigga, stop, fatass, bitch, cry, fuckin, retard, retarded, ass, gay, my, shut, queer, fuck, hate, kill, bunch, your, don, lol, bull, gays, come, gonna, what, matter, pathetic, hey, me, pussy, that, he, talk, fucking, if, have, homosexual, suck, why, ur, stupid, let, you"
24,55,24_faggot_faggots_her,"faggot, faggots, her, she, bitch, pussy, fags, fag, cunt, ass, fuck, queer, fuckin, retarded, retard, fagot, niggerloving, fatass, homosexual, hell, slut, fucking, gay, burn, nigga, what, kill, gonna, why, with, stop, die, hate, face, but, should, pathetic, stupid, god, disgusting, gays, if, lol, shit, don, fat, will, shut, raping, cry"
25,54,25_queer_gay_homosexual,"queer, gay, homosexual, gays, faggot, homo, bitch, faggots, shut, fuck, cry, fuckin, cunt, pussy, stop, nigga, don, hate, pathetic, suck, fag, retarded, retard, kill, fags, lol, disgusting, talk, dick, fucking, ur, look, fatass, die, come, you, shit, ass, give, take, stupid, slut, cock, your, fagot, hey, dumb, if, burn, boy"
26,54,26_faggots_faggot_fags,"faggots, faggot, fags, homosexual, gays, queer, gay, cunt, fag, niggerloving, homo, fagot, dick, retarded, nigga, retard, slut, pussy, ass, lol, fuckin, fatass, cock, fuck, bitch, dumb, hate, matter, hole, what, stupid, pathetic, stop, me, don, my, come, why, his, bunch, their, re, suck, thing, fucking, fat, mouth, sucking, shut, cry"
27,54,27_faggots_faggot_slut,"faggots, faggot, slut, queer, fag, ass, fags, gay, pussy, bitch, homosexual, homo, fatass, nigga, cunt, fagot, cock, ur, gays, sucking, ll, guy, fuckin, she, cum, boy, what, your, you, her, him, disgusting, lol, dick, his, he, fuck, squeal, retarded, face, my, don, gonna, come, retard, bunch, me, fucking, why, hey"
28,54,28_faggot_faggots_fags,"faggot, faggots, fags, fag, cunt, fagot, retarded, gay, retard, nigga, homosexual, stop, gays, dumb, cry, ur, niggerloving, stupid, queer, bitch, fuckin, my, what, ass, feel, fuck, your, fatass, why, lol, that, hate, pathetic, but, know, homo, don, you, careful, shut, me, only, come, boy, have, do, must, fat, thing, re"
29,54,29_faggot_faggots_fags,"faggot, faggots, fags, fag, cock, cum, ass, cunt, nigga, fagot, pussy, dick, fuckin, his, niggerloving, gay, he, homosexual, mouth, fuck, queer, him, sucking, guy, fatass, retarded, bitch, lol, boy, retard, disgusting, fat, hole, what, raping, gays, thing, sex, squeal, big, slut, fucked, fucking, ain, face, why, matter, child, love, stop"
30,52,30_fags_fag_faggots,"fags, fag, faggots, faggot, fagot, cunt, fuck, fuckin, gays, gay, nigga, those, queer, their, them, bitch, ass, hate, hell, retarded, retard, stupid, fucking, they, cry, shit, at, gonna, why, dumb, ain, lol, bunch, men, stop, his, homo, don, pussy, homosexual, were, love, your, fatass, guy, do, boy, pathetic, my, kill"
31,51,31_faggots_faggot_fags,"faggots, faggot, fags, fag, fagot, cunt, gays, queer, fuck, fuckin, nigga, gay, homosexual, niggerloving, bunch, retarded, fucking, their, retard, fatass, those, bitch, homo, them, ass, hate, they, every, my, cock, some, pussy, yeah, cry, stop, hell, dick, like, shit, his, matter, that, me, only, gonna, are, ain, stupid, were, come"
32,50,32_faggot_faggots_fags,"faggot, faggots, fags, cunt, fag, retarded, niggerloving, retard, fagot, homosexual, gays, hate, gay, pathetic, fuck, stop, fuckin, queer, what, nigga, stupid, cry, shut, my, fatass, kill, matter, lol, shit, dumb, fucking, disgusting, your, don, me, have, his, feel, homo, god, their, bitch, thing, if, bunch, hell, has, ur, gonna, but"
33,50,33_faggots_niggerloving_faggot,"faggots, niggerloving, faggot, gays, queer, homosexual, hate, cunt, their, retard, retarded, white, fuckin, homo, them, fuck, they, pathetic, gay, fags, kill, nigga, lol, were, fucking, what, shut, who, cry, disgusting, fag, me, are, those, the, slut, don, fatass, hell, kike, people, some, stupid, burn, his, men, we, bitch, re, my"
34,50,34_gays_homosexual_gay,"gays, homosexual, gay, queer, homo, kill, faggots, faggot, disgusting, niggerloving, lol, die, if, their, men, hell, stop, that, but, fucking, fuckin, say, to, hey, god, fatass, retard, fuck, well, careful, they, bunch, people, just, retarded, them, only, see, ass, fags, let, nigga, then, don, fag, know, how, why, wish, gonna"
35,48,35_homosexual_queer_gays,"homosexual, queer, gays, gay, homo, faggots, faggot, disgusting, niggerloving, their, what, they, cunt, slut, hate, them, lol, fuck, matter, fuckin, fags, fucking, because, dick, sex, only, its, shit, are, no, it, men, pathetic, well, so, why, stupid, fatass, retard, not, retarded, suck, dumb, really, hell, but, know, has, ur, stop"
36,47,36_faggots_faggot_gays,"faggots, faggot, gays, homosexual, fags, gay, queer, fag, homo, fagot, cunt, retarded, niggerloving, hate, nigga, matter, bitch, retard, fatass, fuckin, ass, their, pathetic, cry, me, fuck, lol, slut, stop, bunch, he, what, my, stupid, fat, fucking, his, your, come, they, dumb, pussy, why, don, every, them, do, you, suck, shut"
37,45,37_faggots_faggot_fags,"faggots, faggot, fags, fag, fagot, gays, queer, cunt, gay, homosexual, niggerloving, retarded, homo, bunch, their, fatass, those, nigga, them, retard, matter, hate, what, fat, they, people, fuck, ass, the, who, me, hole, fuckin, cry, why, my, some, are, bitch, these, his, love, white, were, re, stupid, child, thing, bull, every"
38,44,38_faggots_faggot_homo,"faggots, faggot, homo, homosexual, gay, queer, gays, fags, fag, cunt, fagot, retarded, niggerloving, ur, retard, nigga, fatass, fuckin, ass, slut, disgusting, stop, hate, fuck, bitch, fucking, what, pathetic, cry, lol, matter, pussy, your, dick, don, why, shut, come, re, their, gonna, boy, my, bunch, stupid, cock, you, face, shit, he"
39,44,39_nigga_faggots_faggot,"nigga, faggots, faggot, bitch, niggerloving, fag, fags, fuckin, cunt, ain, gonna, raping, retarded, retard, lol, cry, your, pathetic, my, boy, fatass, fuck, shit, fucking, hey, stop, pussy, ass, ur, stupid, hate, shut, will, fagot, those, kill, he, do, his, him, their, like, don, talk, cum, you, if, suck, get, queer"
40,43,40_queer_homosexual_gay,"queer, homosexual, gay, gays, homo, faggot, faggots, ass, slut, fatass, she, her, ll, lol, you, dick, disgusting, bitch, hey, shut, wish, don, cunt, your, fuckin, me, pussy, why, boy, guy, ur, come, fag, fuck, let, who, nigga, fucking, one, matter, women, look, fags, my, put, hate, he, suck, stop, what"
41,43,41_faggots_faggot_niggerloving,"faggots, faggot, niggerloving, homosexual, queer, gays, fuckin, fuck, stupid, retarded, retard, fag, fags, pathetic, fagot, fucking, lol, their, gay, dumb, hate, what, shit, disgusting, who, they, re, hell, fatass, homo, were, cunt, them, nigga, only, shut, was, that, if, those, right, god, but, because, fucked, there, ass, really, not, bunch"
42,43,42_homo_homosexual_gays,"homo, homosexual, gays, gay, queer, slut, faggots, men, their, dick, faggot, his, sex, disgusting, hate, fags, suck, don, nigga, bunch, he, ass, sucking, go, my, matter, hell, fatass, they, your, them, if, man, him, every, fuckin, cock, guy, pathetic, fucking, stop, some, bitch, fag, just, cry, what, that, fuck, going"
43,42,43_homosexual_queer_faggots,"homosexual, queer, faggots, faggot, gays, homo, retard, gay, disgusting, retarded, niggerloving, pathetic, shut, fuckin, stop, fuck, fucking, dick, stupid, careful, lol, that, pussy, your, fatass, cunt, what, slut, ur, hate, don, hey, world, my, kill, their, know, if, dumb, shit, fag, he, only, gonna, fags, bitch, nigga, come, see, god"
44,42,44_gays_kill_fuck,"gays, kill, fuck, fuckin, wish, them, hell, their, faggots, they, queer, lol, the, don, we, hate, where, die, bunch, fucking, hope, homosexual, faggot, people, niggerloving, most, way, see, are, burn, hey, know, what, with, stop, shut, gonna, let, only, suck, come, cry, if, should, must, will, say, ain, take, all"
45,41,45_faggots_faggot_homosexual,"faggots, faggot, homosexual, gays, disgusting, pussy, suck, gay, ass, dick, cum, fuck, raping, retard, sick, niggerloving, fuckin, sucking, cock, careful, if, queer, sex, retarded, stop, shit, bitch, cry, you, homo, die, shut, boy, fucking, come, fucked, lol, kill, what, fags, cunt, fag, that, hope, god, get, good, fagot, don, nigga"
46,41,46_faggots_faggot_ass,"faggots, faggot, ass, fags, nigga, fag, fatass, cunt, pussy, bitch, disgusting, queer, fuckin, niggerloving, fuck, homosexual, mouth, gay, dick, stop, fagot, boy, sucking, my, retarded, retard, shut, lol, what, squeal, cock, face, gays, cum, slut, child, fat, matter, fucking, bunch, raping, you, hole, she, don, hate, that, your, come, homo"
47,40,47_homosexual_queer_gays,"homosexual, queer, gays, faggots, faggot, gay, niggerloving, homo, cunt, his, he, him, disgusting, god, retarded, hell, fatass, retard, lol, pathetic, has, what, hate, dick, slut, burn, stupid, dumb, who, matter, with, if, bitch, fuck, fuckin, fucking, me, fagot, don, mouth, why, shut, face, right, child, have, ass, fat, because, well"
48,40,48_faggots_faggot_fags,"faggots, faggot, fags, gays, fag, fagot, bunch, queer, them, those, cunt, their, they, homosexual, gay, fatass, niggerloving, me, some, homo, people, every, nigga, retarded, matter, why, fat, my, who, most, the, what, fuckin, hate, these, are, retard, were, all, his, ass, come, that, fuck, hell, stupid, don, stop, pussy, her"
49,40,49_faggot_homosexual_faggots,"faggot, homosexual, faggots, gay, queer, gays, homo, cunt, fag, fags, retarded, fagot, pathetic, stupid, retard, matter, dumb, nigga, ur, cry, lol, niggerloving, pussy, your, slut, dick, what, bitch, feel, fatass, ass, you, my, well, that, shut, little, if, fuckin, boy, but, fucked, come, talk, disgusting, fuck, sex, fucking, me, stop"
50,40,50_faggot_faggots_fags,"faggot, faggots, fags, fag, fagot, cunt, retarded, gay, nigga, fuck, stop, retard, homosexual, bitch, fuckin, why, hate, pathetic, what, niggerloving, gays, cry, queer, fatass, fucking, ass, because, homo, me, matter, his, him, he, feel, but, shit, stupid, thing, dick, fat, re, love, guy, shut, for, dumb, their, my, child, every"
51,40,51_faggot_faggots_bitch,"faggot, faggots, bitch, fag, fags, cunt, pussy, ass, nigga, fuckin, fagot, she, fuck, retarded, retard, gay, fatass, her, queer, ain, cry, shut, cock, slut, don, fucking, shit, pathetic, boi, come, look, homosexual, stop, hell, lol, he, bunch, hate, guy, niggerloving, dumb, him, dick, bull, suck, gays, hole, every, gonna, what"
52,40,52_faggot_faggots_fags,"faggot, faggots, fags, fag, fagot, cunt, retarded, gay, retard, homosexual, niggerloving, stop, cry, queer, bitch, nigga, what, fuckin, gays, fuck, fatass, homo, my, don, ass, matter, hate, know, do, shut, pussy, stupid, cock, your, come, thing, bunch, but, dumb, talk, dick, that, gonna, how, his, careful, me, shit, fucking, feel"
53,39,53_pussy_bitch_ass,"pussy, bitch, ass, fag, cunt, cock, nigga, fuckin, dick, boy, faggot, she, guy, fuck, cry, fags, hole, gay, raping, sex, sucking, pathetic, faggots, shut, cum, retard, her, slut, queer, mouth, retarded, face, come, ain, big, fucking, shit, what, fagot, lol, don, him, he, his, squeal, your, stupid, suck, hell, bunch"
54,38,54_niggerloving_faggots_faggot,"niggerloving, faggots, faggot, nigga, cunt, fags, retarded, retard, fag, fuckin, homosexual, gays, stop, gay, fagot, queer, bitch, shut, fuck, my, ain, shit, don, cry, what, pathetic, kill, homo, disgusting, your, matter, hate, cock, fatass, ass, suck, die, me, their, pussy, you, gonna, black, he, lol, thing, sucking, cum, mouth, why"
55,37,55_faggot_faggots_fags,"faggot, faggots, fags, fag, fagot, cunt, nigga, niggerloving, retarded, bitch, retard, cry, fatass, stop, fuckin, gay, queer, fuck, suck, don, do, kill, ass, hate, what, homosexual, that, matter, gays, hell, gonna, bunch, but, dumb, come, if, shut, fucking, feel, thing, die, lol, talk, my, cock, bull, how, must, burn, make"
56,37,56_faggot_faggots_fags,"faggot, faggots, fags, fag, cunt, fagot, retarded, retard, bitch, fatass, nigga, gay, cry, fuckin, homosexual, fuck, niggerloving, pathetic, ass, gays, stop, dumb, queer, what, shut, lol, your, stupid, my, fat, his, he, me, slut, guy, suck, shit, you, fucking, homo, hate, ur, feel, pussy, why, matter, hey, if, don, re"
57,37,57_fags_fag_faggots,"fags, fag, faggots, faggot, fagot, hate, cunt, gays, gay, those, bunch, cry, them, retarded, queer, ass, why, their, stupid, stop, pathetic, fat, fatass, retard, me, fuck, fuckin, disgusting, they, feel, lol, nigga, every, at, matter, were, homosexual, even, fucking, suck, because, what, some, know, big, his, love, these, most, guy"
58,37,58_fags_fag_faggot,"fags, fag, faggot, fagot, faggots, fuck, fuckin, stop, cunt, retarded, cry, kill, fucking, gay, shut, stupid, shit, hate, hell, retard, lol, bitch, those, nigga, die, should, gonna, don, if, ass, big, take, hope, call, real, bunch, let, off, back, dumb, queer, pathetic, fatass, at, god, will, matter, suck, gays, know"
59,36,59_homosexual_queer_gays,"homosexual, queer, gays, gay, homo, disgusting, faggots, faggot, ass, pussy, dick, men, slut, if, lol, fuckin, don, fags, fag, cunt, cock, fuck, fagot, let, you, fatass, have, why, come, bull, retard, sex, fucking, women, hell, cum, wish, suck, careful, boi, see, shit, ve, niggerloving, give, retarded, bunch, fat, must, well"
60,36,60_faggots_faggot_fags,"faggots, faggot, fags, fag, stop, retarded, retard, cunt, pathetic, suck, do, fagot, hate, why, gays, fatass, should, stupid, for, fuck, gay, fuckin, bitch, dumb, nigga, what, re, cry, feel, don, ur, queer, niggerloving, lol, if, bunch, are, shut, hey, get, will, their, like, but, at, ass, gonna, sucking, fat, only"
61,36,61_queer_faggot_gay,"queer, faggot, gay, faggots, homosexual, fag, ll, ass, gays, bitch, lol, fuck, fuckin, your, nigga, fags, fucking, fatass, my, ur, fagot, homo, don, his, you, he, him, cunt, pathetic, disgusting, let, hey, boy, pussy, her, dick, suck, shit, will, she, shut, stop, why, fucked, wish, who, what, me, guy, hell"
62,35,62_cum_cock_dick,"cum, cock, dick, queer, ass, fatass, gay, cunt, pussy, faggots, homosexual, nigga, fuckin, load, gays, slut, sucking, faggot, bitch, raping, disgusting, fuck, homo, fags, men, fag, bunch, sex, niggerloving, more, gonna, fucking, my, lol, your, bull, boy, stop, ain, his, retard, ur, come, fagot, must, fat, why, retarded, you, guy"
63,34,63_gay_homosexual_gays,"gay, homosexual, gays, fags, fag, queer, faggot, homo, faggots, fagot, ass, nigga, matter, cunt, dick, fuckin, fatass, pussy, fucking, guy, boy, disgusting, men, bunch, he, fuck, retarded, love, were, are, big, their, his, stupid, even, re, your, slut, come, lol, every, ur, my, shit, why, retard, ain, cry, you, don"
64,34,64_faggots_faggot_fags,"faggots, faggot, fags, homosexual, gays, queer, fag, gay, fagot, homo, niggerloving, cunt, fatass, retarded, retard, lol, ass, bunch, fuck, what, dick, nigga, disgusting, fucking, stupid, thing, me, matter, fuckin, have, stop, cock, their, squeal, slut, hate, pussy, has, cry, the, dumb, bitch, guy, why, my, hell, bull, shut, if, boy"
65,33,65_faggot_faggots_fags,"faggot, faggots, fags, cunt, fag, fagot, nigga, retarded, stop, bitch, retard, fuckin, niggerloving, gonna, shut, gay, fuck, come, fatass, ur, queer, don, cry, hate, kill, lol, re, my, homosexual, your, what, get, shit, feel, do, pathetic, his, ass, put, back, will, suck, let, take, fucking, me, gays, fucked, burn, on"
66,33,66_homosexual_gay_queer,"homosexual, gay, queer, homo, gays, faggot, faggots, him, he, his, fags, fag, child, dick, fagot, ass, fatass, nigga, who, fucking, boy, disgusting, cunt, guy, slut, fuckin, lol, fuck, matter, pussy, too, god, what, even, right, fat, squeal, cock, why, shit, she, hell, don, face, really, mouth, another, sex, was, bitch"
67,32,67_faggots_faggot_queer,"faggots, faggot, queer, gays, fags, homosexual, cunt, fag, niggerloving, gay, hate, fagot, fuck, fuckin, their, bitch, retarded, homo, retard, what, them, they, lol, bunch, shut, fucking, nigga, fatass, pathetic, stupid, burn, pussy, disgusting, gonna, don, cry, stop, slut, dumb, matter, fucked, come, her, every, must, me, some, only, kill, little"
68,32,68_retarded_faggot_retard,"retarded, faggot, retard, faggots, fags, cunt, fag, re, fagot, gay, gays, homosexual, queer, stupid, pathetic, me, dumb, nigga, fatass, niggerloving, bitch, hate, homo, what, were, hey, shut, are, fat, matter, fuckin, their, cry, was, fuck, my, lol, have, his, has, if, he, ve, stop, child, some, your, be, why, fucking"
69,31,69_homosexual_gays_homo,"homosexual, gays, homo, queer, gay, niggerloving, raping, sex, dick, faggots, disgusting, faggot, pussy, god, what, their, ass, them, they, breed, cock, fags, matter, cum, slut, hell, men, retard, world, that, so, of, the, kill, his, has, nigga, for, about, fatass, those, people, child, hole, if, careful, retarded, boy, only, why"
70,31,70_homosexual_queer_gay,"homosexual, queer, gay, gays, homo, faggot, faggots, cry, cunt, bitch, fucking, suck, ass, fag, say, fuck, lol, shit, gonna, be, wish, fuckin, why, nigga, fatass, fags, don, slut, stop, hell, niggerloving, we, man, dick, boy, hate, but, bunch, matter, feel, ain, come, ur, pathetic, that, retarded, their, cum, what, shut"
71,29,71_homosexual_gays_queer,"homosexual, gays, queer, homo, gay, slut, faggots, faggot, men, their, matter, women, niggerloving, pathetic, sex, disgusting, retard, they, what, retarded, people, are, pussy, cunt, stupid, well, them, hate, so, me, your, being, you, re, were, some, really, feel, because, my, be, dick, only, she, dumb, that, know, every, burn, but"
72,29,72_kill_faggots_faggot,"kill, faggots, faggot, fags, die, fag, fagot, burn, stop, retarded, retard, fuckin, fatass, hate, don, cunt, fuck, he, shut, that, hell, him, disgusting, fat, fucking, what, stupid, but, queer, with, homosexual, lol, gays, nigga, his, shit, bitch, dumb, those, if, to, this, niggerloving, know, shoots, even, cry, should, me, right"
73,29,73_faggots_faggot_fags,"faggots, faggot, fags, fag, fagot, gays, gay, homo, apart, cunt, queer, homosexual, their, bunch, another, them, they, nigga, people, who, fatass, fuckin, matter, niggerloving, fuck, hate, those, only, that, slut, stop, even, ass, retarded, every, really, hell, no, me, not, right, what, one, retard, were, her, fat, some, and, gonna"
74,28,74_faggot_faggots_fags,"faggot, faggots, fags, fag, cunt, fagot, retarded, gay, homosexual, bitch, retard, nigga, queer, look, fatass, fuckin, gays, child, cry, little, hate, dick, stop, fuck, pathetic, niggerloving, matter, ass, come, thing, homo, bull, face, see, his, shit, dumb, fat, feel, shut, guy, stupid, bunch, him, don, he, what, cock, why, fucking"
75,28,75_faggots_faggot_queer,"faggots, faggot, queer, homosexual, gays, gay, cunt, fatass, fags, fag, fagot, ass, homo, retarded, him, what, his, boy, fat, matter, he, cum, bunch, fuckin, fuck, who, niggerloving, retard, pussy, hell, was, they, why, disgusting, child, me, fucking, must, big, dick, god, their, don, cock, them, right, stop, too, my, nigga"
76,27,76_faggots_faggot_fags,"faggots, faggot, fags, fag, fagot, cunt, niggerloving, queer, gays, hate, gay, retarded, homosexual, me, nigga, stop, retard, bunch, their, homo, cry, them, feel, fatass, my, matter, face, why, come, they, fuck, those, what, every, fuckin, god, love, must, but, his, bitch, him, hell, that, who, the, boy, fat, don, shut"
77,26,77_faggot_faggots_fags,"faggot, faggots, fags, fag, fagot, ur, url, nigga, queer, shit, fuckin, retarded, fuck, cunt, gay, hole, retard, my, thing, bunch, stop, gonna, cock, fucked, full, bitch, fucking, your, load, ass, piece, homo, get, dick, go, its, me, don, fatass, homosexual, those, guy, what, was, cry, stupid, re, come, lol, gays"
78,25,78_dick_queer_gay,"dick, queer, gay, homosexual, faggot, suck, cock, gays, pussy, retard, cry, disgusting, stupid, bitch, sucking, fuck, retarded, pathetic, shut, cunt, don, dumb, faggots, guy, fuckin, squeal, ass, homo, hole, burn, cum, fucking, stop, lol, kill, nigga, fatass, fucked, mouth, shit, ur, gonna, get, fags, what, niggerloving, hell, hate, come, boy"
