Topic,Count,Name,Representation
13,141,13_niggas_nigga_nigger,"niggas, nigga, nigger, niggers, bitch, niggerloving, bitches, niggrus, ain, fuckin, pussy, whore, fuck, cunt, faggot, yo, savage, shit, cock, care, ass, her, blacks, retarded, fucking, she, hell, gauche, geez, him, his, fight, he, don, friends, your, suck, gay, my, their, dick, lol, shut, brown, like, say, trash, somebody, do, fatass"
14,132,14_whites_blacks_racist,"whites, blacks, racist, whitepower, nigger, white, niggers, niggas, niggerloving, cunt, nigga, faggot, bitch, africans, scum, black, bitches, hate, lol, fuckin, savage, shut, retarded, kill, idiots, don, brown, trash, your, illegals, ur, whore, you, care, niggrus, hang, yo, jew, fuck, fatass, fight, stop, liberal, suck, say, hitler, what, only, gauche, if"
15,107,15_racist_her_bitch,"racist, her, bitch, blacks, she, nigger, ugly, whites, bitches, niggers, black, pussy, ass, whore, niggas, niggerloving, cunt, white, africans, fatass, nigga, whitepower, savage, face, scum, brown, faggot, lol, monkey, barackobama, trash, disgusting, hate, faced, hell, human, women, obama, fuckin, what, gauche, unacceptable, idiots, retarded, fat, shut, why, fuck, trump, look"
16,103,16_niggas_nigga_bitch,"niggas, nigga, bitch, nigger, cock, whore, sucking, pussy, niggers, bitches, niggerloving, lick, suck, dick, niggrus, ain, fuckin, cunt, ass, dirty, savage, disgusting, fuck, blacks, yo, don, your, shut, faggot, gauche, lol, retarded, my, stop, you, get, shit, like, scum, take, care, that, ur, geez, want, say, give, do, gay, only"
17,100,17_nigga_nigger_niggas,"nigga, nigger, niggas, niggers, niggerloving, niggrus, bitch, faggot, ain, savage, trash, fuckin, bitches, your, ur, cunt, yo, my, brown, don, you, why, ass, shit, shut, lol, hate, send, her, fuck, him, care, geez, their, blacks, suck, ll, put, next, me, fucking, let, she, keep, whore, stop, his, racist, gauche, he"
18,85,18_illegals_immigrant_niggers,"illegals, immigrant, niggers, mexican, racist, illegally, blacks, nigger, whites, guatemala, mexico, africans, niggas, americans, niggerloving, trump, bitches, idiots, trash, hate, illegal, fuckin, liberal, them, cunt, kill, america, jews, their, invaders, fuck, obama, faggot, ain, chinks, hell, gauche, the, killing, bitch, who, what, nigga, they, don, see, those, presidency, people, shut"
19,80,19_niggas_nigga_niggers,"niggas, nigga, niggers, nigger, niggerloving, niggrus, ain, faggot, blacks, bitches, yo, their, bitch, retarded, like, trash, shit, gauche, cunt, racist, them, idiots, fuckin, some, care, say, they, his, stupid, lol, spicks, hate, do, ur, don, your, he, my, him, africans, live, didn, geez, savage, suck, what, those, pussy, its, fatass"
20,74,20_blacks_racist_whites,"blacks, racist, whites, nigger, whitepower, niggerloving, niggers, black, illegals, africans, killing, brown, white, niggas, hitler, kill, armed, illegally, obama, hate, barackobama, nigga, immigrant, trump, scum, faggot, savage, idiots, lol, cunt, communist, fuckin, dumb, retarded, stupid, who, jews, what, fatass, don, his, shit, mexican, author, has, fuck, liberal, fight, presidency, being"
21,74,21_nigga_niggas_nigger,"nigga, niggas, nigger, niggers, niggerloving, niggrus, ain, ur, kill, bitch, yo, fuckin, cunt, faggot, shit, killing, bitches, gauche, stop, pussy, savage, blacks, die, trash, care, your, my, retarded, url, whore, don, he, didn, to, him, his, ass, lol, next, her, fuck, geez, some, better, thank, did, racist, do, why, fucking"
22,72,22_nigger_niggers_niggerloving,"nigger, niggers, niggerloving, niggas, nigga, niggrus, faggot, cunt, retarded, gauche, savage, racist, stop, blacks, shut, idiots, fuckin, hitler, stupid, kill, africans, brown, bitch, geez, hang, monkey, your, care, my, lol, dumb, shit, ain, fight, don, bitches, trash, what, keep, you, fuck, suck, say, his, whitepower, hate, northkorea, africa, get, killing"
23,70,23_jews_jew_niggers,"jews, jew, niggers, hitler, racist, nigger, niggerloving, blacks, synagogue, africans, whites, faggot, niggas, kill, fuckin, gauche, whitepower, killing, hate, illegals, invaders, nigga, idiots, scum, their, they, trump, them, fuck, next, fatass, immigrant, towelheads, savage, hell, retarded, communist, cunt, lol, what, niggrus, die, trash, those, liberal, disgusting, shut, stupid, only, don"
24,70,24_blacks_racist_africans,"blacks, racist, africans, whites, niggers, nigger, black, whitepower, illegals, niggerloving, niggas, africa, americans, immigrant, nigga, hate, jews, white, cunt, america, mexican, ain, scum, being, brown, jew, communist, faggot, idiots, morals, bitches, people, savage, american, really, like, gauche, obama, every, trash, niggrus, illegally, steal, ethic, their, are, killing, say, liberal, cause"
25,70,25_nigga_niggas_nigger,"nigga, niggas, nigger, niggerloving, niggers, kill, niggrus, killing, ain, die, yo, him, fuckin, bitch, he, savage, care, shit, don, his, faggot, brown, cunt, geez, trash, retarded, gauche, stop, hang, ass, hell, my, fight, didn, better, shut, say, your, fuck, why, should, bitches, somebody, blacks, live, if, hope, beat, to, will"
26,64,26_africans_africa_barackobama,"africans, africa, barackobama, obama, blacks, racist, nigger, niggers, niggerloving, lol, disgusting, whites, monkey, savage, nations, hitler, don, fuckin, next, fuck, trump, america, kill, shut, hell, jew, jews, world, who, geez, americans, ain, ur, immigrant, americanus, you, we, unacceptable, cunt, stop, country, hate, again, care, faggot, send, scum, us, fucking, trash"
27,60,27_whites_blacks_illegals,"whites, blacks, illegals, racist, whitepower, immigrant, africans, niggers, white, mexican, presidency, trump, nigger, black, americans, obama, niggerloving, illegally, america, change, jews, next, niggas, guatemala, resist, erase, kill, invaders, brown, mexico, ways, american, idiots, communist, chinks, scum, liberal, again, hate, barackobama, americanus, shut, africa, bitches, say, fuckin, do, nations, care, lol"
28,60,28_blacks_racist_africans,"blacks, racist, africans, whites, niggers, nigger, black, niggerloving, niggas, whitepower, cunt, illegals, nigga, white, savage, idiots, ass, faggot, africa, jews, hitler, dirty, scum, hate, brown, disgusting, bitches, gauche, americans, barackobama, jew, morals, unacceptable, ain, niggrus, people, bitch, obama, trash, what, every, like, lol, human, retarded, fatass, illegally, their, men, immigrant"
29,59,29_africans_blacks_racist,"africans, blacks, racist, whites, niggers, africa, nigger, whitepower, niggerloving, illegals, jews, niggas, immigrant, monkey, ain, mexican, america, hitler, guatemala, obama, nigga, jew, americans, scum, black, morals, invaders, illegally, nations, communist, steal, savage, barackobama, say, lol, americanus, bitches, don, hate, brown, white, armed, cunt, chinks, shut, suck, retarded, see, niggrus, killing"
30,57,30_niggas_nigga_niggers,"niggas, nigga, niggers, nigger, ugly, niggerloving, niggrus, ain, blacks, bitches, their, trash, yo, them, bitch, savage, look, they, those, cunt, fatass, ur, geez, gauche, these, dirty, ass, fuckin, faggot, racist, hate, your, don, black, my, thank, like, africans, he, pussy, him, his, looks, some, why, lol, kill, idiots, care, retarded"
31,56,31_niggas_nigga_nigger,"niggas, nigga, nigger, niggers, niggerloving, niggrus, pussy, bitch, ain, ass, whore, cunt, dirty, fuckin, faggot, blacks, trash, him, bitches, gauche, savage, yo, his, he, shit, care, dick, lol, racist, fuck, retarded, hell, brown, street, ugly, your, my, her, sucking, don, geez, what, fucking, why, whites, scum, didn, africans, get, like"
32,56,32_niggas_niggers_nigga,"niggas, niggers, nigga, nigger, niggerloving, bitches, niggrus, ain, their, blacks, them, yo, bitch, cunt, they, faggot, kill, hate, care, fuckin, those, don, trash, idiots, some, do, racist, these, were, savage, retarded, geez, my, suck, your, stop, like, hell, killing, gauche, shit, spicks, ur, fight, illegals, shut, take, hang, but, africans"
33,56,33_blacks_africans_whites,"blacks, africans, whites, racist, niggers, nigger, niggerloving, black, jews, whitepower, niggas, africa, faggot, illegals, care, white, nigga, hitler, people, bitches, cunt, americans, jew, hate, fuck, idiots, savage, fuckin, scum, immigrant, retarded, obama, bitch, communist, mexican, morals, killing, fight, liberal, they, their, nations, men, brown, america, kill, niggrus, shut, them, ain"
34,55,34_africa_africans_niggers,"africa, africans, niggers, nations, blacks, illegals, whites, guatemala, invaders, country, mexico, immigrant, them, racist, invade, barackobama, america, nigger, chinks, whitepower, jews, they, niggerloving, bitches, their, illegally, monkey, americans, obama, mexican, fuck, say, kill, ways, idiots, to, world, where, should, hell, care, shit, niggas, oboama, those, northkorea, savage, next, again, change"
35,50,35_illegals_illegally_immigrant,"illegals, illegally, immigrant, invaders, obama, niggers, mexican, mexico, barackobama, americans, them, africans, guatemala, illegal, whites, their, our, the, chinks, trash, they, blacks, nations, invade, people, these, jews, idiots, racist, ways, were, bitches, presidency, america, killing, nigger, armed, unacceptable, acts, those, trump, africa, kill, my, with, to, some, care, an, disgusting"
36,48,36_brown_blacks_whites,"brown, blacks, whites, niggers, racist, illegals, nigger, whitepower, immigrant, africans, niggerloving, americans, white, america, niggas, mexican, savage, idiots, black, liberal, jews, africa, trump, people, communist, faggot, illegally, invaders, american, hitler, retarded, chinks, say, lol, dumb, nations, are, ain, hate, hang, article, don, obama, shut, what, trash, care, nigga, stupid, country"
37,47,37_nigga_niggas_nigger,"nigga, niggas, nigger, niggerloving, niggers, fuckin, ain, niggrus, yo, gauche, kill, cunt, faggot, trash, shit, bitch, fuck, retarded, him, killing, better, his, geez, he, savage, fatass, pussy, care, why, fight, die, ass, lol, fucking, bitches, dirty, my, blacks, face, hell, racist, stop, stupid, shut, what, don, your, sucking, might, if"
38,46,38_kill_retarded_idiots,"kill, retarded, idiots, racist, jews, killing, fuckin, jew, stop, shut, niggerloving, hate, invaders, die, fuck, niggers, hitler, savage, faggot, invade, nigger, illegals, fucking, africans, live, immigrant, bitches, liberal, next, synagogue, africa, fight, stupid, don, shit, americans, niggas, disgusting, america, hang, care, lol, re, scum, faced, iamkrause, change, whites, world, armed"
39,46,39_nigga_niggas_nigger,"nigga, niggas, nigger, bitch, niggerloving, bitches, niggers, pussy, fight, niggrus, ain, yo, your, whore, cunt, beat, my, savage, she, retarded, her, kill, his, ass, geez, hell, fuckin, hate, hang, faggot, him, care, don, fatass, gauche, let, he, shut, suck, ugly, die, would, lol, if, ur, fuck, say, know, trash, shit"
40,46,40_nigger_niggers_niggerloving,"nigger, niggers, niggerloving, niggas, niggrus, nigga, racist, blacks, africans, gauche, savage, whites, brown, hitler, faggot, cunt, ain, africa, monkey, illegals, bitches, immigrant, mexican, whitepower, retarded, idiots, being, bitch, black, fuckin, kill, their, geez, chinks, jews, what, somebody, killing, hang, communist, them, my, don, the, hate, his, her, hell, they, he"
41,45,41_nigger_niggers_faggot,"nigger, niggers, faggot, niggerloving, niggas, nigga, niggrus, cunt, retarded, racist, blacks, gauche, savage, fuckin, shut, bitch, stop, idiots, africans, gay, fuck, hate, fatass, shit, my, whites, your, care, bitches, brown, don, liberal, what, fight, ain, hitler, scum, cock, kill, ass, suck, immigrant, yo, black, stupid, monkey, keep, trash, geez, dumb"
42,45,42_niggas_niggers_nigger,"niggas, niggers, nigger, nigga, niggerloving, bitches, niggrus, ain, care, bitch, trash, blacks, yo, their, whore, savage, cunt, pussy, idiots, geez, her, faggot, them, lol, they, morals, gauche, racist, ugly, africans, don, fuckin, retarded, ass, she, my, fuck, shut, fucking, hell, those, women, hang, sucking, being, suck, every, whites, shit, illegals"
43,43,43_africa_barackobama_africans,"africa, barackobama, africans, guatemala, immigrant, illegals, racist, savage, blacks, obama, niggerloving, nigger, chinks, illegally, fuck, shut, niggers, shit, fuckin, stop, america, americans, faced, jew, trump, mexico, country, nations, invade, hate, kill, niggas, again, what, idiots, change, whites, faggot, fucking, bitches, mexican, next, don, hell, her, care, whitepower, unacceptable, who, northkorea"
44,42,44_niggers_nigger_niggerloving,"niggers, nigger, niggerloving, niggrus, niggas, nigga, blacks, their, racist, africans, faggot, brown, savage, they, them, gauche, my, ain, cunt, bitches, invaders, whites, don, monkey, idiots, your, fuckin, hitler, kill, geez, the, trash, why, black, somebody, stop, me, what, jews, kikes, are, her, mexican, next, cam_coles, who, people, you, northkorea, let"
45,42,45_niggas_nigga_bitches,"niggas, nigga, bitches, niggers, nigger, bitch, niggerloving, niggrus, whore, ain, cunt, retarded, yo, pussy, faggot, trash, idiots, gauche, blacks, savage, fuckin, geez, their, lol, like, suck, hell, fight, care, them, ugly, your, racist, some, be, his, stupid, sucking, say, they, she, her, see, he, friends, those, hate, him, scum, what"
46,41,46_blacks_whites_whitepower,"blacks, whites, whitepower, racist, africans, black, white, niggerloving, niggers, nigger, africa, jews, illegals, brown, niggas, invaders, invade, killing, armed, hitler, americans, steal, jew, scum, communist, nigga, ain, kill, obama, mexican, nations, confronts, hate, america, chinks, faggot, fight, presidency, lol, people, savage, resist, being, trump, immigrant, idiots, than, cunt, say, we"
47,39,47_africans_africa_blacks,"africans, africa, blacks, whites, racist, nations, niggers, americans, illegals, immigrant, jews, america, invaders, nigger, mexican, niggerloving, whitepower, country, mexico, guatemala, hitler, world, barackobama, idiots, invade, jew, disgusting, chinks, obama, people, oboama, towelheads, gauche, americanus, american, faggot, dirty, monkey, niggas, savage, illegally, bitches, trash, scum, northkorea, women, communist, men, white, us"
48,39,48_niggas_nigga_niggers,"niggas, nigga, niggers, nigger, niggerloving, niggrus, kill, ain, armed, killing, blacks, bitches, yo, bitch, fight, say, fuckin, faggot, hang, cunt, retarded, trash, be, savage, shit, don, steal, illegals, work, live, gauche, fatass, care, their, lol, do, like, brown, some, to, hell, geez, racist, resist, friends, die, them, suck, take, idiots"
49,38,49_niggas_nigga_niggers,"niggas, nigga, niggers, nigger, niggerloving, bitches, niggrus, ain, them, these, blacks, those, their, bitch, fuckin, faggot, they, savage, some, idiots, fuck, africans, cunt, suck, spicks, sucking, pussy, were, shit, trash, fucking, gauche, retarded, are, hell, men, whore, yo, do, ugly, ass, friends, whites, his, like, geez, racist, kikes, hate, cock"
50,38,50_nigger_niggers_niggerloving,"nigger, niggers, niggerloving, niggrus, niggas, nigga, gauche, faggot, racist, blacks, savage, cunt, monkey, brown, ur, retarded, url, africans, sucking, fuckin, geez, lick, what, get, ain, trash, shit, stop, somebody, cock, northkorea, kikes, disgusting, whites, care, my, look, dirty, hitler, idiots, is, bitch, are, black, hang, pussy, don, lol, unacceptable, sick"
51,38,51_niggas_nigga_nigger,"niggas, nigga, nigger, niggers, niggerloving, dumb, niggrus, retarded, cunt, faggot, idiots, stupid, racist, ain, blacks, yo, him, trash, bitch, he, his, cause, gauche, fatass, hate, savage, bitches, geez, kill, lol, why, fight, fuckin, your, don, their, shut, stop, killing, my, them, brown, didn, because, care, no, fucking, they, say, ugly"
52,36,52_niggas_nigga_retarded,"niggas, nigga, retarded, nigger, niggers, niggerloving, niggrus, cunt, faggot, fuckin, bitch, idiots, racist, bitches, his, blacks, he, re, stupid, ur, ain, gauche, him, savage, yo, shit, scum, your, geez, lol, hate, their, my, some, dumb, fatass, its, didn, care, stop, why, like, trash, fuck, gay, shut, those, fucking, look, pussy"
53,36,53_niggers_nigger_niggerloving,"niggers, nigger, niggerloving, niggrus, niggas, africans, blacks, racist, nigga, illegals, africa, nations, faggot, gauche, idiots, chinks, whites, americans, mexican, cunt, savage, communist, jews, america, immigrant, kikes, retarded, northkorea, their, invaders, hitler, them, guatemala, monkey, country, are, killing, whitepower, brown, geez, people, unacceptable, disgusting, mexico, they, kill, liberal, being, illegally, trash"
54,35,54_nigga_niggas_nigger,"nigga, niggas, nigger, bitch, niggers, niggerloving, niggrus, bitches, ain, yo, whore, cunt, pussy, faggot, suck, ugly, her, your, fight, savage, don, retarded, she, hate, gauche, shut, geez, him, fuckin, racist, trash, lol, ass, ur, care, like, he, his, blacks, stop, but, know, sucking, my, be, why, hell, will, brown, get"
55,34,55_nigger_niggers_niggerloving,"nigger, niggers, niggerloving, niggrus, niggas, nigga, gauche, blacks, africans, racist, hitler, faggot, brown, savage, cunt, ain, black, africa, somebody, dirty, monkey, immigrant, barackobama, trash, obama, whites, mexican, jew, retarded, northkorea, towelheads, being, kikes, jews, kike, him, geez, communist, he, her, trump, sucking, who, human, his, bitch, what, whitepower, fuckin, ass"
56,34,56_africans_africa_blacks,"africans, africa, blacks, barackobama, whites, racist, niggers, whitepower, nations, nigger, guatemala, obama, niggerloving, immigrant, oboama, monkey, illegals, invaders, niggas, invade, savage, mexico, jews, americanus, chinks, surely, again, back, hell, nigga, black, fuck, should, fuckin, mexican, hope, ain, country, hitler, america, shut, we, shit, gauche, to, ebloa, americans, they, next, say"
57,34,57_nigger_niggers_niggerloving,"nigger, niggers, niggerloving, nigga, niggas, niggrus, cunt, faggot, racist, blacks, savage, gauche, brown, retarded, africans, bitch, ain, stop, fuckin, kill, shit, hitler, your, shut, black, killing, kikes, monkey, trash, disgusting, idiots, whore, don, africa, cock, whites, ass, scum, hang, kike, ur, to, northkorea, yo, bitches, his, my, pussy, lol, you"
58,34,58_niggers_nigger_niggerloving,"niggers, nigger, niggerloving, niggas, niggrus, blacks, nigga, africans, faggot, racist, whites, hitler, gauche, jews, savage, cunt, africa, whitepower, invaders, illegals, brown, ain, nations, retarded, fuckin, hate, their, idiots, kill, kikes, communist, invade, chinks, black, them, jew, those, stop, they, people, immigrant, mexican, bitches, hang, northkorea, monkey, towelheads, killing, the, my"
59,33,59_nigger_niggers_niggerloving,"nigger, niggers, niggerloving, niggas, nigga, niggrus, racist, monkey, cunt, faggot, bitch, gauche, her, retarded, savage, she, fuckin, brown, geez, idiots, blacks, bitches, fatass, whore, dumb, trash, pussy, africans, fuck, hitler, ugly, gay, scum, stop, ain, human, fucking, care, shit, don, is, ass, cock, being, stupid, black, what, shut, lol, kill"
60,33,60_nigger_niggers_niggerloving,"nigger, niggers, niggerloving, niggas, nigga, niggrus, gauche, racist, blacks, faggot, cunt, africans, hitler, savage, brown, monkey, somebody, retarded, northkorea, what, africa, ain, fight, black, geez, trash, fuckin, whitepower, being, my, bitch, immigrant, dirty, barackobama, he, whites, kikes, killing, face, who, his, bitches, mexican, an, she, white, cock, obama, idiots, kill"
61,32,61_blacks_racist_whites,"blacks, racist, whites, niggerloving, niggers, nigger, africans, niggas, whitepower, cunt, black, scum, shut, nigga, lol, bitches, pussy, faggot, whore, white, fuckin, jews, savage, bitch, what, brown, her, illegals, fuck, jew, hate, only, next, again, every, fucking, africa, morals, against, dirty, retarded, that, don, no, how, ain, will, has, unacceptable, cause"
62,32,62_blacks_niggers_racist,"blacks, niggers, racist, niggas, nigger, africans, whites, bitches, niggerloving, trash, idiots, faggot, nigga, illegals, fatass, savage, dumb, gauche, bitch, them, hate, whitepower, care, fight, their, communist, africa, scum, retarded, stupid, they, ain, ass, like, dirty, ugly, don, lol, kill, fuck, live, street, pussy, people, shit, whore, cunt, morals, fat, spicks"
63,32,63_niggas_nigga_nigger,"niggas, nigga, nigger, niggers, niggerloving, niggrus, ain, bitches, bitch, hate, yo, cunt, suck, blacks, savage, retarded, faggot, trash, your, gauche, ugly, sucking, care, their, racist, my, fuckin, him, me, some, geez, he, them, don, why, like, whore, ur, his, they, stop, lol, you, say, typical, her, fight, hell, friends, cause"
64,31,64_nigga_niggas_nigger,"nigga, niggas, nigger, bitch, pussy, niggers, niggerloving, niggrus, bitches, ass, ain, whore, cunt, fuckin, yo, cock, she, ugly, her, faggot, hate, gauche, savage, sucking, retarded, don, suck, like, dirty, why, lick, trash, fuck, blacks, hell, fight, care, shut, he, him, stop, brown, black, geez, what, gay, dick, shit, kill, ur"
65,31,65_nigga_niggas_hell,"nigga, niggas, hell, nigger, niggers, bitch, niggrus, niggerloving, ain, yo, fuckin, bitches, hope, shit, he, ur, die, whore, faggot, will, him, god, to, if, fuck, kill, brown, geez, don, your, lol, didn, colder, next, retarded, suck, cunt, work, his, live, better, you, ass, pussy, gauche, hang, savage, hitler, stop, man"
66,30,66_niggas_nigga_niggers,"niggas, nigga, niggers, nigger, niggerloving, niggrus, ain, yo, bitches, blacks, their, them, faggot, idiots, spicks, they, fuckin, bitch, retarded, trash, ugly, geez, gauche, those, cunt, your, savage, dumb, these, like, stupid, africans, racist, dirty, my, hate, why, his, some, him, he, lol, fight, hang, what, whore, ass, suck, whites, were"
67,29,67_nigger_niggers_niggerloving,"nigger, niggers, niggerloving, niggas, nigga, niggrus, savage, blacks, kill, killing, hitler, racist, africans, faggot, gauche, armed, brown, retarded, geez, idiots, ain, hang, cunt, fight, whitepower, shit, die, monkey, being, bitches, those, kikes, life, somebody, their, people, fuckin, haircuts, africa, black, way, communist, them, jews, whites, chinks, trash, care, think, northkorea"
68,28,68_niggas_nigga_nigger,"niggas, nigga, nigger, niggers, ain, niggerloving, bitches, bitch, kill, ass, niggrus, fuckin, yo, blacks, savage, ur, retarded, faggot, hang, shit, cunt, killing, geez, die, pussy, shut, lol, care, like, women, suck, fuck, stop, fight, trash, don, your, whore, fatass, cock, their, idiots, men, hell, gauche, start, say, disgusting, stupid, thank"
69,27,69_nigga_niggas_gay,"nigga, niggas, gay, nigger, niggers, faggot, niggerloving, niggrus, ass, cunt, ain, he, ugly, geez, yo, fuckin, look, ur, savage, care, gauche, your, fatass, blacks, his, him, brown, shit, racist, bitch, lol, their, don, my, pussy, you, disgusting, some, its, retarded, fucking, why, dick, hang, cock, friends, man, didn, looks, if"
70,27,70_illegals_illegally_racist,"illegals, illegally, racist, idiots, americans, disgusting, scum, immigrant, mexico, jews, savage, trump, mexican, gauche, guatemala, next, hate, whites, america, obama, article, retarded, their, jew, blacks, fuck, faggot, acts, africans, hell, care, niggas, dumb, shit, cunt, shut, invade, what, right, nigger, have, niggers, stop, american, who, kill, communist, hitler, them, typical"
71,27,71_nigga_niggas_nigger,"nigga, niggas, nigger, niggers, niggrus, niggerloving, faggot, dumb, trash, bitch, ugly, him, brown, ain, retarded, somebody, racist, ass, fatass, his, dick, stupid, cunt, yo, blacks, geez, fuckin, hitler, think, idiots, he, fat, your, shit, like, savage, face, whore, why, black, pussy, shut, put, what, my, don, cock, care, bitches, its"
72,26,72_blacks_racist_africans,"blacks, racist, africans, niggers, killing, whites, nigger, morals, niggerloving, kill, illegals, whitepower, black, article, africa, jews, women, die, hate, liberal, obama, immigrant, against, niggas, hitler, communist, really, brown, barackobama, so, unacceptable, again, white, shut, savage, say, ugly, as, being, america, erase, americans, jew, like, care, too, what, illegally, illegal, bitches"
73,25,73_niggas_nigga_pussy,"niggas, nigga, pussy, niggers, nigger, niggerloving, niggrus, bitches, whore, bitch, ain, cunt, care, faggot, blacks, fuckin, yo, some, retarded, lick, their, your, lol, my, cock, gay, dirty, gauche, dick, his, like, savage, shit, africans, women, those, were, ass, are, her, for, she, trash, idiots, he, sucking, every, disgusting, them, men"
74,24,74_nigger_niggers_niggerloving,"nigger, niggers, niggerloving, nigga, niggas, niggrus, faggot, cunt, shut, stop, bitch, racist, retarded, monkey, dirty, blacks, gauche, savage, pussy, your, lick, ass, dick, don, fuckin, trash, bitches, geez, ain, you, scum, sucking, africans, ur, brown, idiots, my, cock, gay, disgusting, suck, care, whore, black, human, shit, look, he, hitler, yo"
75,24,75_blacks_racist_whites,"blacks, racist, whites, africans, nigger, black, retarded, niggers, niggerloving, white, whitepower, niggas, nigga, cunt, brown, hitler, niggrus, faggot, jews, barackobama, obama, make, faced, monkey, gauche, idiots, jew, africa, communist, her, author, right, re, human, was, hate, shut, who, mexican, his, scum, face, she, trump, lol, savage, didn, has, somebody, him"
