Topic,Count,Name,Representation
24,49,24_muslim_islamic_muslims,"muslim, islamic, muslims, islam, allah, sharia, jihadistjoe, arab, terrorist, isis, syrian, refugees, terrorists, palestinian, terror, iran, israel, secular, peaceful, illegals, bomb, barbaric, assimilate, threaten, illegally, whatever, retard, kill, next, innocent, rashid, shit, plan, jews, slaughter, omar, savages, fuck, invaders, honour, don, illegal, must, religion, know, rid, disgusting, that, country, then"
25,47,25_iran_isis_islamic,"iran, isis, islamic, islam, allah, terrorist, muslims, israel, syrian, terrorists, muslim, jihadistjoe, arab, sharia, bomb, terror, refugees, rashid, peaceful, threaten, palestinian, savages, idiots, disgusting, secular, plan, jews, kill, retard, next, slaughter, evil, violence, americans, blow, murderers, invaders, innocent, rapists, niggers, fuck, hate, shove, pigs, hating, minded, we, illegals, america, barbaric"
26,43,26_muslims_muslim_islam,"muslims, muslim, islam, islamic, refugees, allah, sharia, jihadistjoe, isis, syrian, palestinian, arab, terrorist, israel, secular, terrorists, jews, culture, terror, barbaric, assimilate, invaders, peaceful, iran, religion, savages, illegals, democracy, americans, idiots, slaughter, america, violence, rapists, country, parasites, fucking, retard, communist, pigs, murderers, niggers, illegally, fuck, honour, world, threaten, hating, innocent, disgusting"
27,40,27_illegals_mexican_invaders,"illegals, mexican, invaders, fight, won, unarmed, savages, jihadistjoe, barbaric, jews, scum, next, day, americans, peaceful, threaten, force, we, fuck, assimilate, illegally, refugees, retard, if, hope, isis, give, fucking, should, when, our, democracy, now, hey, whatever, don, omar, never, america, kill, israel, power, slaughter, know, everyone, terrorists, but, honour, terrorist, american"
28,40,28_muslims_muslim_allah,"muslims, muslim, allah, islam, sharia, islamic, rapists, arab, refugees, syrian, barbaric, jihadistjoe, isis, jews, terrorist, niggers, terrorists, rape, palestinian, savages, slaughter, secular, innocent, violence, threaten, illegals, idiots, murderers, assimilate, pigs, terror, scum, retard, hating, hate, israel, religion, americans, prick, stupid, bullshit, shove, unarmed, trump, dickhead, whatever, evil, america, black, culture"
29,35,29_her_jihadistjoe_terrorist,"her, jihadistjoe, terrorist, isis, islamic, palestinian, muslim, islam, allah, she, syrian, sharia, arab, terrorists, muslims, israel, rashid, refugees, terror, bomb, peaceful, next, iran, retard, hope, with, assimilate, should, barbaric, kill, slaughter, plan, rape, threaten, disgusting, fucking, jews, innocent, whatsoever, fuck, trump, rapists, omar, idiots, to, murderers, hate, savages, backwards, secular"
30,35,30_muslims_muslim_jihadistjoe,"muslims, muslim, jihadistjoe, isis, islamic, islam, syrian, arab, terrorists, terrorist, allah, sharia, palestinian, refugees, idiots, retard, savages, jews, israel, barbaric, secular, murderers, niggers, terror, assimilate, rapists, violence, illegals, peaceful, stupid, invaders, iran, slaughter, fuck, americans, fucking, culture, their, hating, whatever, hate, threaten, parasites, pigs, scum, religion, kill, re, minded, innocent"
31,33,31_allah_muslims_isis,"allah, muslims, isis, islam, islamic, muslim, jihadistjoe, sharia, terror, terrorist, rapists, evil, terrorists, murderers, secular, syrian, palestinian, innocent, slaughter, parasites, barbaric, arab, religion, rape, threaten, god, refugees, violence, savages, jews, hell, invaders, kill, rashid, death, israel, idiots, pigs, disgusting, peaceful, fuck, whatever, niggers, bomb, dickhead, iran, omar, hate, illegals, die"
32,32,32_niggers_savages_muslims,"niggers, savages, muslims, hating, mexican, hate, illegals, jews, terrorist, rapists, terrorists, muslim, isis, americans, whatever, refugees, unarmed, communist, murderers, jihadistjoe, parasites, what, violence, retard, invaders, arab, human, islam, kill, assimilate, who, rid, syrian, the, pigs, idiots, evil, everyone, sharia, allah, terror, them, trump, they, palestinian, american, innocent, black, those, their"
33,29,33_allah_muslim_muslims,"allah, muslim, muslims, islamic, islam, pigs, arab, sharia, syrian, jihadistjoe, barbaric, terrorist, idiots, palestinian, isis, slaughter, whatever, retard, rashid, rapists, terrorists, disgusting, stupid, secular, israel, bullshit, know, fuck, iran, prick, innocent, that, refugees, have, parasites, terror, savages, nasty, omar, rape, your, he, has, fucking, bomb, shit, friend, hell, hey, those"
34,21,34_allah_islam_islamic,"allah, islam, islamic, muslim, muslims, sharia, jihadistjoe, terrorist, isis, terrorists, terror, secular, religion, arab, rapists, evil, syrian, idiots, jews, palestinian, murderers, iran, rashid, violence, slaughter, savages, god, bomb, children, hating, israel, peaceful, threaten, barbaric, omar, parasites, hate, pigs, innocent, disgusting, refugees, retard, whatever, trump, world, minded, what, against, why, attacks"
35,15,35_allah_muslims_islamic,"allah, muslims, islamic, isis, muslim, terrorist, terrorists, islam, jihadistjoe, arab, bomb, sharia, terror, invaders, threaten, syrian, rashid, slaughter, idiots, palestinian, rapists, retard, kill, illegals, savages, attacks, peaceful, omar, innocent, unarmed, israel, parasites, violence, refugees, fuck, iran, don, they, secular, die, fight, jews, plan, illegally, bullshit, murderers, whatever, blow, what, will"
