Topic,Count,Name,Representation
13,115,13_deport_deported_illegals,"deport, deported, illegals, refugees, immigrants, immigrant, illegally, terrorists, invaders, assimilate, mexican, parasites, mexico, guatemala, murderers, rapists, muslims, terror, niggers, rid, savages, them, syrian, leave, kill, illegal, americans, border, invade, losangeles, their, pigs, threaten, they, arab, innocent, idiots, jews, our, ship, losers, plan, killed, america, children, ways, the, violence, people, bulldozed"
14,109,14_muslims_muslim_assimilate,"muslims, muslim, assimilate, refugees, islamic, terrorists, threaten, arab, syrian, terror, deported, secular, kill, deport, savages, violence, immigrants, barbaric, plan, democracy, leave, rapists, immigrant, rid, change, murderers, illegals, live, rashid, idiots, die, jews, invade, fuck, niggers, stop, innocent, invaders, religion, don, parasites, savage, learn, fight, fucking, rape, killed, hate, ways, trump"
15,87,15_mexican_mexico_illegals,"mexican, mexico, illegals, deport, deported, immigrants, guatemala, immigrant, illegally, america, refugees, assimilate, americans, border, losangeles, american, illegal, idiots, invaders, invade, trump, shithole, country, niggers, us, states, countries, savages, leave, ching, syrian, learn, parasites, chinatown, chong, stop, pigs, nations, omar, don, know, stupid, losers, terrorists, scum, culture, fuck, ppl, trash, our"
16,81,16_deported_refugees_immigrants,"deported, refugees, immigrants, deport, immigrant, illegals, trump, america, americans, american, savages, leave, syrian, mexican, scum, obama, niggers, illegally, threaten, assimilate, border, terrorists, terror, savage, us, idiots, mexico, hate, fuck, parasites, shithole, stop, rapists, faced, losangeles, invade, disgusting, idiot, trash, don, rid, muslims, invaders, guatemala, come, live, communist, ship, take, arab"
17,79,17_omar_deported_deport,"omar, deported, deport, refugees, arab, syrian, terrorists, immigrant, rashid, illegals, immigrants, islamic, guatemala, illegally, terror, her, muslim, assimilate, obama, mexico, muslims, mexican, savage, leave, trump, savages, she, fuck, shit, innocent, chong, who, bitch, shithole, stop, what, faced, plan, with, fucking, should, kill, change, assault, idiots, rid, don, unacceptable, rapists, barbaric"
18,65,18_chong_ching_chinatown,"chong, ching, chinatown, asian, idiot, mexican, bitch, stupid, idiots, land, shit, communist, immigrant, prick, border, gook, crap, mexico, losers, monkey, shithole, immigrants, culture, country, deport, trash, deported, should, rashid, guatemala, syrian, where, learn, countries, rid, fuck, america, unacceptable, scum, ppl, back, illegally, omar, leave, what, stop, fucking, trump, do, know"
19,65,19_deport_illegals_deported,"deport, illegals, deported, immigrants, immigrant, illegally, mexican, refugees, mexico, invaders, americans, assimilate, rid, leave, stop, border, illegal, guatemala, plan, savages, losangeles, kill, invade, america, our, losers, terrorists, we, trump, don, fuck, killed, change, niggers, my, ppl, brought, everyone, them, you, trash, come, let, keep, will, american, take, what, parasites, fucking"
20,61,20_her_deported_deport,"her, deported, deport, bitch, she, shithole, trump, immigrant, obama, america, refugees, immigrants, american, syrian, americans, country, assimilate, mexican, rape, illegals, scum, arab, ass, women, culture, leave, pigs, illegally, fuck, savage, rapists, chinatown, ship, idiot, what, guatemala, trash, disgusting, mexico, with, shit, assault, border, innocent, barbaric, niggers, unacceptable, idiots, losers, invade"
21,60,21_deport_deported_illegals,"deport, deported, illegals, immigrants, refugees, immigrant, illegally, rid, leave, mexico, mexican, invaders, kill, terrorists, assimilate, parasites, invade, illegal, murderers, border, ship, muslims, americans, trump, america, pigs, losers, guatemala, states, terror, losangeles, stop, them, killed, rapists, hate, syrian, niggers, don, savages, violence, trash, the, take, ways, those, plan, threaten, idiots, what"
22,59,22_illegals_immigrants_deport,"illegals, immigrants, deport, deported, illegally, immigrant, refugees, mexican, illegal, invaders, mexico, assimilate, americans, niggers, losangeles, idiots, them, savages, terrorists, guatemala, they, children, their, muslims, leave, losers, rapists, innocent, border, murderers, parasites, know, american, america, people, stupid, those, ones, brought, arab, omar, hate, jews, ppl, pigs, see, these, states, land, learn"
23,53,23_jews_synagogue_refugees,"jews, synagogue, refugees, muslims, niggers, barbaric, terrorists, murderers, muslim, syrian, hate, savages, terror, kill, invaders, threaten, violence, rapists, secular, immigrants, islamic, innocent, resist, parasites, arab, die, communist, deport, losers, fuck, savage, their, killed, they, immigrant, nations, assimilate, faced, attacks, stop, sorrynotsorry, disgusting, illegals, invade, shit, rape, only, shithole, against, stupid"
24,52,24_muslim_muslims_islamic,"muslim, muslims, islamic, deported, terrorists, arab, refugees, terror, syrian, deport, threaten, shithole, idiots, immigrant, savages, illegals, stop, bitch, secular, innocent, immigrants, leave, rashid, barbaric, invaders, pigs, invade, kill, don, rapists, fuck, religion, omar, assimilate, parasites, scum, savage, illegally, come, prick, god, trump, learn, change, live, keep, have, shit, idiot, niggers"
25,48,25_deported_deport_refugees,"deported, deport, refugees, immigrant, immigrants, illegals, illegally, syrian, arab, invaders, terrorists, mexican, leave, assimilate, scum, muslims, americans, parasites, illegal, mexico, threaten, send, border, america, savages, trump, unacceptable, rid, stop, rashid, kill, innocent, disgusting, american, what, us, invade, brought, islamic, guatemala, muslim, who, don, nations, rapists, countries, country, where, ship, fuck"
26,47,26_wall_deport_refugees,"wall, deport, refugees, illegals, immigrants, deported, border, pigs, immigrant, terrorists, assimilate, mexico, mexican, trump, invaders, plan, invade, americans, illegally, kill, muslims, build, savages, america, terror, ship, jews, threaten, rid, children, leave, ways, niggers, idiots, murderers, rapists, scum, barbaric, democracy, resist, bulldozed, our, communist, force, guatemala, syrian, work, them, fight, killed"
27,43,27_niggers_savages_hate,"niggers, savages, hate, muslims, mexican, illegals, immigrant, immigrants, jews, rapists, savage, ching, monkey, losers, refugees, americans, what, chong, murderers, gook, terrorists, asian, communist, obama, nations, black, who, violence, muslim, kill, assimilate, the, deported, idiots, them, pigs, invaders, rid, human, trash, chinatown, those, parasites, they, white, syrian, their, everyone, somebody, deport"
28,41,28_terrorists_muslims_muslim,"terrorists, muslims, muslim, refugees, islamic, arab, terror, syrian, barbaric, deported, culture, immigrants, savages, nations, disgusting, invaders, immigrant, deport, idiots, fuck, kill, scum, shithole, americans, assimilate, innocent, hate, country, unacceptable, prick, invade, murderers, countries, asian, should, threaten, stop, leave, rapists, violence, losers, niggers, learn, rashid, their, come, america, democracy, don, what"
29,39,29_muslim_islamic_muslims,"muslim, islamic, muslims, terrorists, violence, kill, threaten, barbaric, terror, idiots, arab, savages, idiot, stop, prick, hate, killed, rashid, assault, innocent, murderers, syrian, savage, stupid, rapists, die, secular, fuck, faced, scum, re, fucking, bitch, deported, leave, if, bulldozed, niggers, disgusting, your, losers, fight, sorrynotsorry, refugees, don, have, live, with, against, ppl"
30,29,30_immigrants_trash_immigrant,"immigrants, trash, immigrant, deport, refugees, deported, illegals, mexican, mexico, americans, syrian, trump, america, illegally, country, guatemala, losers, chinatown, american, shithole, assimilate, niggers, idiots, border, countries, arab, leave, savages, asian, die, culture, rid, white, disgusting, innocent, muslims, nations, kill, killed, land, obama, chong, dirty, us, don, states, muslim, with, everyone, terrorists"
31,27,31_parasites_eat_rapists,"parasites, eat, rapists, idiots, savages, disgusting, pigs, niggers, illegals, stop, invaders, illegal, gook, savage, deported, monkey, illegally, murderers, shithole, threaten, unacceptable, innocent, terrorists, kill, is, learn, if, deport, invade, fuck, don, resist, for, stupid, but, take, have, shit, of, are, not, ching, immigrants, america, sorrynotsorry, leave, because, human, know, to"
32,27,32_jews_synagogue_rape,"jews, synagogue, rape, deport, leave, scum, barbaric, arab, rapists, assimilate, assault, refugees, fuck, shithole, syrian, muslim, if, deported, innocent, come, brought, shit, muslims, invade, savages, god, bitch, die, fucking, violence, armed, threaten, murderers, kill, islamic, came, immigrants, terrorists, would, invaders, killed, kicked, immigrant, secular, will, prick, border, culture, stop, savage"
33,22,33_niggers_deport_deported,"niggers, deport, deported, threaten, kill, refugees, rapists, invaders, innocent, send, let, terrorists, killed, border, plan, illegals, states, savage, trump, parasites, invade, terror, us, guatemala, savages, don, mexican, immigrant, murderers, hope, immigrants, leave, violence, want, way, illegally, mexico, assimilate, everyone, we, me, obama, america, who, armed, sick, should, name, our, one"
34,18,34_jews_muslim_trump,"jews, muslim, trump, synagogue, muslims, syrian, refugees, arab, islamic, threaten, terrorists, hope, plan, terror, omar, will, obama, fuck, stupid, wall, deport, innocent, barbaric, kill, parasites, fucking, else, murderers, shit, right, shithole, god, invade, secular, another, chinatown, deported, assimilate, faced, rapists, if, immigrant, die, everyone, pigs, idiot, invaders, we, world, savages"
35,17,35_muslims_muslim_islamic,"muslims, muslim, islamic, terrorists, savages, armed, syrian, assault, violence, savage, arab, disgusting, barbaric, invaders, fight, refugees, murderers, secular, idiots, invade, our, we, kill, terror, hate, innocent, attacks, united, shit, fuck, threaten, assimilate, fucking, resist, have, synagogue, are, against, filthy, rashid, bulldozed, killed, stupid, scum, jews, force, americans, women, re, faced"
