Topic,Count,Name,Representation
10,60,10_men_disgusting_women,"men, disgusting, women, guys, trash, bitches, pussy, cuck, guy, man, niggas, cunt, bitch, ass, nigga, dick, stupid, their, his, rape, incel, fuck, faggot, your, ugly, gay, fucking, lol, kill, why, raping, what, them, like, fag, my, those, shit, dumb, suck, cum, cock, some, woman, most, you, cry, these, ur, stop"
11,52,11_cuck_cunt_pussy,"cuck, cunt, pussy, bitch, dick, bitches, cum, faggot, disgusting, fuck, incel, cock, stop, lol, stupid, shit, cry, suck, don, niggas, rape, woman, your, she, women, die, ass, ur, hole, kill, dumb, my, nigga, fucking, you, get, her, breed, hate, trash, gonna, like, put, what, careful, ain, gay, if, only, that"
12,50,12_kill_faggot_cuck,"kill, faggot, cuck, rape, bitch, hate, fuck, cunt, bitches, stop, incel, niggas, stupid, die, disgusting, lol, fucking, pussy, nigga, dumb, shit, gonna, your, if, dick, cry, re, what, raping, don, his, have, my, only, he, ur, should, will, fag, with, for, see, cock, that, just, some, trash, their, suck, do"
13,49,13_men_kill_guys,"men, kill, guys, women, incel, guy, we, disgusting, die, man, rape, stop, bitches, their, children, people, then, fuck, want, breed, they, gay, fucking, what, if, wanted, that, only, for, cuck, re, why, some, should, so, dick, life, them, he, don, but, lol, or, there, pussy, just, those, shit, stupid, cry"
14,45,14_niggas_cuck_nigga,"niggas, cuck, nigga, faggot, cunt, stop, incel, kill, suck, bitch, raping, cum, don, cock, ain, dick, he, disgusting, keep, bull, his, get, you, him, my, load, cry, trash, bitches, what, fuck, how, hate, rape, your, who, being, hole, why, no, fag, to, die, that, for, gay, the, ass, re, with"
15,45,15_cuck_cunt_faggot,"cuck, cunt, faggot, bitches, bitch, suck, gay, niggas, what, nigga, incel, lol, fuck, disgusting, guys, guy, cock, cry, pussy, bull, hate, fag, dick, men, stop, get, why, you, stupid, me, fucking, ass, your, dumb, if, take, keep, all, but, only, don, cum, rape, shit, how, kill, feel, no, their, boi"
16,43,16_children_incel_breed,"children, incel, breed, lol, disgusting, rape, what, stupid, hate, cuck, bitches, faggot, life, don, fuck, bitch, suck, wish, dumb, that, fucking, stop, shit, those, pussy, yourself, being, their, your, my, ugly, cunt, trash, kill, gay, cry, dick, me, niggas, good, or, only, so, there, you, but, why, feel, then, they"
17,43,17_cuck_cunt_men,"cuck, cunt, men, women, guys, bitches, pussy, faggot, niggas, bitch, because, dumb, their, them, nigga, stupid, guy, dick, rape, woman, your, incel, some, lol, his, fag, why, they, me, gay, for, most, what, her, you, those, man, like, raping, ass, disgusting, these, she, fuck, my, stop, people, cock, fucking, cum"
18,41,18_little_dick_huge,"little, dick, huge, cunt, cuck, pussy, cock, faggot, guys, bitches, your, stupid, ur, niggas, hole, gay, cum, fuck, lol, my, nigga, incel, fag, guy, you, bitch, what, ass, shit, dumb, that, disgusting, men, careful, their, like, why, bull, only, children, suck, rape, stop, don, fucking, cry, know, those, women, just"
19,41,19_incel_cunt_cuck,"incel, cunt, cuck, rape, disgusting, gay, faggot, fuck, don, pussy, bitch, what, stupid, hate, trash, fucking, niggas, kill, bitches, nigga, dick, suck, stop, my, ur, or, why, ugly, that, lol, your, with, yourself, he, like, cock, their, shit, about, get, die, his, put, him, guys, if, cum, who, you, but"
20,40,20_gay_die_faggot,"gay, die, faggot, should, incel, kill, people, fag, if, men, niggas, their, don, disgusting, rape, they, nigga, suck, bitches, ugly, them, fuck, hate, stop, stupid, cry, do, dick, that, but, why, what, life, to, guys, he, cuck, you, guy, me, because, fucking, go, only, would, it, so, too, ass, then"
21,38,21_dick_incel_cock,"dick, incel, cock, kill, off, if, guys, stop, pussy, men, don, cuck, rape, how, bitches, would, lol, niggas, nigga, will, guy, bitch, should, but, with, gonna, raping, take, wish, fuck, women, his, that, do, careful, gay, disgusting, know, keep, piece, your, cunt, my, this, suck, shoots, their, for, he, hope"
22,37,22_incel_faggot_cunt,"incel, faggot, cunt, cuck, cry, hate, niggas, ur, bitch, fuck, lol, nigga, your, stop, suck, stupid, kill, bitches, rape, don, shit, feel, my, dumb, you, fucking, only, yourself, trash, die, what, gonna, know, fag, do, keep, ass, disgusting, gay, ain, pussy, no, will, all, about, of, if, dick, for, his"
23,34,23_rape_cuck_should,"rape, cuck, should, his, him, he, kill, incel, pussy, ass, what, disgusting, lol, fuck, faggot, hole, fucking, gay, raping, niggas, bitch, guy, or, stupid, cock, for, dick, cunt, would, to, trash, ugly, dumb, if, shit, that, one, put, but, bull, my, this, men, how, bitches, with, man, nigga, an, being"
24,31,24_women_men_white,"women, men, white, bitches, disgusting, cuck, they, ass, them, woman, lol, their, niggas, pussy, those, cum, her, she, why, guys, cunt, what, boi, bitch, rape, faggot, fuck, some, children, dick, that, have, most, nigga, hole, incel, ugly, these, more, raping, do, ain, are, look, because, with, people, hate, breed, fag"
25,31,25_men_trash_women,"men, trash, women, guys, man, bitches, ugly, guy, pussy, stupid, bitch, their, cuck, dumb, cunt, his, kill, gay, niggas, faggot, disgusting, most, hate, lol, life, them, cry, rape, die, nigga, know, incel, him, dick, woman, he, they, too, time, like, by, your, why, then, shit, me, you, because, are, my"
26,28,26_kill_bitches_stop,"kill, bitches, stop, fuck, die, rape, keep, fucking, hate, breed, the, don, bitch, faggot, incel, children, see, people, should, cuck, gonna, will, that, raping, do, bull, we, careful, how, with, want, wish, what, those, shit, done, or, to, hope, suck, fag, for, whimper, ain, make, this, their, niggas, just, re"
27,24,27_rape_fuck_incel,"rape, fuck, incel, gonna, shit, if, fucking, die, kill, bitch, lol, bitches, cry, raping, hole, cuck, stupid, stop, shoots, will, cunt, no, he, would, disgusting, his, we, hate, re, get, their, hope, take, niggas, ass, see, dick, that, it, trash, dumb, what, faggot, here, pussy, suck, keep, you, there, with"
28,23,28_raping_disgusting_are,"raping, disgusting, are, men, bitches, some, them, should, they, make, dick, women, their, fuck, lol, how, incel, rape, but, cock, to, just, why, gay, fucking, we, cuck, me, shit, then, who, most, so, bitch, kill, that, if, don, no, ain, only, what, of, get, nigga, those, or, would, it, pussy"
29,21,29_ugly_men_women,"ugly, men, women, bitches, guys, die, kill, you, look, bitch, their, them, guy, pussy, niggas, trash, man, your, cry, they, cuck, suck, disgusting, yourself, gay, if, hate, ur, me, ass, she, why, he, these, nigga, want, those, him, his, don, take, only, ain, are, see, by, most, life, her, would"
30,20,30_cuck_pussy_women,"cuck, pussy, women, cunt, bitch, bitches, her, disgusting, men, fuck, faggot, shit, lol, stupid, ugly, rape, woman, she, guys, their, fucking, fag, breed, what, guy, his, dick, dumb, my, look, those, them, cry, kill, niggas, ass, incel, even, boi, they, him, raping, ur, who, with, why, don, he, gay, trash"
31,17,31_disgusting_kill_hate,"disgusting, kill, hate, we, fuck, fucking, shit, stupid, lol, ve, have, are, bitches, men, don, faggot, women, cry, dumb, their, re, should, ass, there, they, wish, stop, of, see, even, only, cuck, suck, bitch, trash, if, them, some, with, just, real, do, whimper, children, breed, look, your, more, how, to"
