Topic,Count,Name,Representation
10,69,10_bitch_nigger_niggers,"bitch, nigger, niggers, pussy, blacks, sucking, whites, fuck, don, savage, ass, dick, your, dirty, ur, white, do, racist, get, he, shit, my, rape, you, his, if, black, wish, stop, kill, scum, trash, that, will, she, hate, want, fight, shoot, keep, like, her, fucking, only, much, let, didn, man, know, some"
11,65,11_whites_blacks_racist,"whites, blacks, racist, white, kill, illegals, niggers, die, hope, nigger, idiots, invaders, jews, hitler, invade, fuck, rape, savage, trump, scum, fight, christ, hate, black, america, people, mexican, armed, don, resist, americans, communist, if, fucking, shit, do, that, wish, have, them, confronts, world, stupid, those, or, will, with, bitch, the, they"
12,64,12_nigger_hitler_niggers,"nigger, hitler, niggers, jew, finish, racist, jews, confronts, didn, blacks, savage, kill, synagogue, fight, resist, against, rape, no, won, then, if, street, only, stop, can, god, shit, invade, communist, die, bitch, black, must, would, stupid, but, try, trash, unacceptable, should, idiots, was, trump, will, get, what, his, he, let, even"
13,64,13_whites_racist_blacks,"whites, racist, blacks, hate, white, kill, niggers, illegals, hitler, jews, nigger, idiots, scum, don, die, resist, mexican, invaders, stop, jew, do, savage, change, america, americans, trash, bitch, trump, communist, fight, wish, have, keep, invade, black, with, me, that, ur, only, fuck, the, you, if, stupid, to, just, what, them, american"
14,58,14_whites_racist_blacks,"whites, racist, blacks, rape, niggers, illegals, white, nigger, idiots, mexican, jews, americans, trump, scum, hitler, jew, america, american, christ, invaders, kill, black, because, people, me, what, men, stupid, them, their, hate, communist, savage, fuck, trash, some, the, dirty, bitch, know, pussy, who, that, being, illegal, only, those, for, armed, his"
15,58,15_niggers_nigger_whites,"niggers, nigger, whites, idiots, bitch, racist, blacks, illegals, kill, fuck, stupid, don, pussy, stop, dirty, fucking, white, ass, trash, those, shit, die, their, hate, rape, trump, scum, they, savage, my, that, are, fight, them, do, mexican, why, he, what, she, hitler, will, only, more, invaders, some, is, invade, resist, black"
16,56,16_nigger_niggers_blacks,"nigger, niggers, blacks, racist, whites, mexican, illegals, hate, savage, jews, hitler, americans, communist, nations, human, what, invaders, who, the, kill, black, them, jew, they, idiots, people, trash, guatemala, their, white, american, trump, those, being, he, don, me, own, america, we, it, his, against, unacceptable, only, resist, her, how, dirty, why"
17,52,17_whites_kill_blacks,"whites, kill, blacks, white, racist, die, illegals, niggers, invaders, jews, trump, don, resist, nigger, scum, invade, with, stop, mexican, fight, finish, shoot, black, do, hate, idiots, americans, hitler, savage, jew, that, but, keep, the, america, rape, trash, armed, against, people, nations, if, only, just, have, let, fuck, dirty, we, or"
18,49,18_illegals_invaders_mexican,"illegals, invaders, mexican, mexico, americans, niggers, whites, america, guatemala, idiots, racist, invade, kill, illegal, trump, our, the, blacks, them, jews, american, their, armed, scum, people, trash, fuck, we, nations, nigger, they, stop, keep, hate, resist, us, those, unacceptable, change, savage, what, family, these, ways, an, stupid, wish, don, with, know"
19,47,19_nigger_niggers_sucking,"nigger, niggers, sucking, stop, savage, bitch, dick, racist, blacks, jew, hitler, fat, unacceptable, kill, dirty, get, how, keep, don, pussy, resist, his, fight, he, you, let, fuck, my, trump, re, who, your, that, fucking, to, the, trash, ass, rape, no, shit, die, against, with, make, what, change, for, ways, why"
20,46,20_jews_jew_hitler,"jews, jew, hitler, hate, synagogue, wish, racist, kill, niggers, hope, nigger, blacks, resist, stop, whites, rape, world, die, they, christ, fuck, there, actually, must, let, didn, invaders, don, against, their, illegals, even, what, change, only, fight, then, it, that, shit, you, family, right, here, make, them, savage, shoot, fucking, stupid"
21,46,21_jew_jews_synagogue,"jew, jews, synagogue, semite, hitler, rape, scum, racist, fuck, if, god, shoot, armed, invade, shit, die, bitch, kill, fucking, blacks, invaders, family, came, would, christ, whites, will, savage, resist, stop, get, no, stupid, re, his, dirty, sucking, illegals, pussy, here, out, we, actually, trash, he, didn, hope, idiots, let, hate"
22,43,22_illegals_racist_whites,"illegals, racist, whites, trump, idiots, savage, kill, jews, invade, mexican, fuck, hitler, mexico, fucking, blacks, shit, jew, americans, hope, niggers, right, hate, wish, have, if, scum, or, with, nigger, stop, guatemala, them, invaders, that, christ, what, nations, we, don, another, their, confronts, america, will, communist, they, know, world, fight, our"
23,41,23_racist_blacks_whites,"racist, blacks, whites, nigger, niggers, rape, bitch, white, her, kill, idiots, savage, christ, jew, women, hate, pussy, hitler, she, jews, scum, black, human, being, trump, communist, fuck, mexican, illegals, only, with, die, what, unacceptable, americans, that, don, me, fucking, ass, god, american, america, stupid, stop, world, hope, but, trash, wish"
24,40,24_whites_racist_blacks,"whites, racist, blacks, white, niggers, jews, nigger, hitler, jew, hate, illegals, black, invaders, mexican, idiots, kill, scum, christ, people, bitch, trump, savage, human, me, nations, americans, have, god, rape, die, don, world, their, be, much, america, trash, what, just, know, communist, only, fight, them, that, your, being, stop, ur, against"
25,30,25_whites_trash_illegals,"whites, trash, illegals, white, kill, blacks, racist, americans, mexican, we, america, invaders, hate, don, wish, american, let, invade, our, dirty, trump, unacceptable, mexico, niggers, idiots, with, fuck, should, change, nations, us, die, them, keep, do, stop, illegal, what, savage, hope, nigger, scum, bitch, out, but, by, they, that, country, to"
26,30,26_jew_jews_synagogue,"jew, jews, synagogue, our, invaders, we, hitler, christ, not, nations, actually, no, americans, their, niggers, re, fuck, piece, fucking, they, die, are, communist, yeah, right, shit, shoot, make, stupid, idiots, as, much, nigger, racist, us, armed, ass, only, america, even, blacks, ur, but, illegals, these, savage, illegal, do, unacceptable, then"
27,29,27_jew_jews_synagogue,"jew, jews, synagogue, trump, hitler, racist, stupid, hope, kill, fuck, invade, will, americans, fucking, shit, god, invaders, christ, he, idiots, right, die, whites, another, shoot, stop, if, we, blacks, what, dick, wish, america, rape, nigger, should, not, savage, illegals, world, with, scum, actually, mexican, keep, his, but, hate, armed, must"
28,29,28_she_her_dirty,"she, her, dirty, bitch, white, trash, whites, ass, fat, you, nigger, pussy, racist, blacks, fight, me, shit, niggers, don, black, your, fuck, scum, stop, kill, this, day, finish, hate, it, why, fucking, ur, came, he, like, human, women, big, with, wish, didn, if, dick, must, would, because, that, was, sucking"
29,29,29_whites_blacks_white,"whites, blacks, white, ass, scum, racist, dirty, women, dick, fuck, savage, bitch, pussy, she, world, men, what, shit, why, her, fucking, don, that, must, nigger, more, sucking, niggers, if, idiots, wish, my, do, stop, human, their, get, only, have, with, ur, he, this, much, man, they, how, make, kill, unacceptable"
30,27,30_whites_blacks_racist,"whites, blacks, racist, white, hope, wish, kill, will, don, do, only, idiots, hate, nigger, fuck, christ, just, niggers, illegals, god, die, shit, america, have, if, change, black, keep, americans, stop, us, you, invaders, trump, that, me, we, should, invade, ur, savage, be, bitch, much, mexican, jews, fucking, but, scum, jew"
31,26,31_fat_nigger_bitch,"fat, nigger, bitch, racist, niggers, whites, trash, your, fight, white, kill, you, blacks, she, her, dirty, ass, hate, stop, ur, pussy, fuck, shit, scum, big, stupid, idiots, don, fucking, my, illegal, me, illegals, like, didn, if, why, his, against, he, black, at, what, unacceptable, with, their, came, out, savage, get"
32,23,32_racist_mexican_nigger,"racist, mexican, nigger, fuck, bitch, whites, illegals, scum, jew, blacks, idiots, niggers, fucking, savage, shit, stupid, american, white, jews, hate, americans, stop, hitler, don, what, know, ur, fight, much, mexico, trash, die, country, communist, guatemala, illegal, america, rape, kill, get, your, re, trump, pussy, human, nations, my, invaders, be, dick"
33,23,33_racist_whites_niggers,"racist, whites, niggers, nigger, mexican, blacks, white, illegals, don, savage, scum, me, americans, do, american, have, guatemala, black, trump, you, bitch, your, america, communist, my, send, them, wish, idiots, their, they, her, those, know, fucking, she, that, he, christ, shit, us, hitler, some, we, hate, what, his, who, much, human"
34,23,34_nigger_niggers_whites,"nigger, niggers, whites, blacks, white, power, racist, armed, black, savage, kill, fight, keep, finish, hitler, you, work, be, being, big, die, jew, will, bitch, is, can, scum, nations, do, get, let, don, have, rape, stop, invade, your, with, want, resist, shoot, human, call, came, what, giving, communist, down, if, just"
35,22,35_whites_racist_blacks,"whites, racist, blacks, niggers, idiots, white, hate, nigger, illegals, people, jews, americans, me, their, stupid, them, re, bitch, hitler, mexican, scum, are, jew, they, savage, trump, some, america, like, american, be, those, fuck, communist, kill, who, trash, black, human, rape, know, family, world, have, your, am, us, what, own, being"
36,21,36_whites_racist_blacks,"whites, racist, blacks, white, god, hitler, christ, die, kill, rape, hate, niggers, bitch, jews, jew, nigger, trump, idiots, black, don, world, illegals, know, fuck, what, if, have, scum, invaders, me, will, only, that, just, savage, his, with, hope, wish, trash, family, being, invade, he, nations, must, communist, fight, work, be"
37,21,37_whites_blacks_racist,"whites, blacks, racist, white, illegals, niggers, nigger, scum, idiots, jews, trump, mexican, americans, kill, do, bitch, jew, hate, much, black, savage, america, only, don, die, work, communist, trash, stupid, if, but, illegal, family, fuck, being, giving, have, world, shit, nations, know, for, that, american, about, like, just, against, are, hitler"
38,20,38_whites_white_kill,"whites, white, kill, blacks, die, don, racist, invade, dirty, hate, with, black, that, finish, invaders, shoot, this, if, stop, trash, just, but, off, against, savage, fight, do, go, out, or, want, on, world, we, by, wish, you, hitler, rape, ll, re, keep, be, down, let, there, over, resist, those, armed"
39,17,39_whites_blacks_racist,"whites, blacks, racist, illegals, mexican, niggers, white, nigger, americans, jews, trump, communist, idiots, black, invaders, scum, america, are, hate, their, do, your, them, jew, hope, guatemala, keep, don, when, the, they, american, wish, mexico, will, being, our, my, resist, much, we, be, people, but, hitler, change, bitch, you, fight, me"
