Topic,Count,Name,Representation
11,117,11_americans_america_american,"americans, america, american, cunt, usa, idiots, illegals, us, refugees, retard, savages, terrorist, idiot, dumb, terrorists, deported, deport, country, stupid, syrian, rapists, americanus, racist, murderers, countries, fuck, culture, lol, israel, scum, hate, mexican, russia, states, assholes, violence, shithole, losers, europe, hating, savage, saudi, nigger, assimilate, barbaric, somalia, iran, communist, trump, whatever"
12,113,12_china_chinese_chinks,"china, chinese, chinks, chong, chinatown, countries, communist, russia, nations, ching, america, iran, culture, asian, israel, americans, invade, refugees, usa, terrorists, nuke, country, mexico, deport, invaders, somalia, syrian, pakistan, muslims, saudi, africans, war, terrorist, bomb, idiots, guatemala, india, europe, pangolin, mexican, losers, illegals, assimilate, kill, barbaric, deported, us, world, land, extinct"
13,109,13_losangeles_savages_wetbacks,"losangeles, savages, wetbacks, illegals, invaders, refugees, savage, cockroaches, spicks, rapists, pigs, extinct, deported, mexican, parasites, idiots, where, because, assholes, slaughter, innocent, mexico, land, deport, breed, wetback, illegally, terrorists, murderers, americans, niggers, losers, why, our, disgusting, assimilate, scum, america, the, their, dumb, blacks, spic, racist, them, barbaric, east, right, stupid, terrorist"
14,103,14_refugees_america_country,"refugees, america, country, shithole, countries, deported, deport, illegals, americans, usa, russia, syrian, saudi, mexico, europe, assimilate, nations, assholes, somalia, israel, iran, idiots, china, culture, guatemala, american, illegally, pakistan, savages, losers, india, cunt, mexican, muslims, terrorists, us, rapists, world, states, racist, invade, invaders, africans, niggers, palestinian, arab, trump, terrorist, pigs, retard"
15,102,15_chong_ching_chinese,"chong, ching, chinese, chinatown, asian, chinks, china, racist, pangolin, idiot, bitch, mexican, stupid, idiots, land, whatever, cunt, gauche, indian, shit, prick, gook, communist, dumb, crap, pussy, losers, shithole, bullshit, ur, backwards, mexico, bastard, country, trash, should, deported, culture, nigger, pakistan, rashid, india, deport, next, return, russia, where, russian, syrian, guatemala"
16,101,16_omar_somalia_deported,"omar, somalia, deported, terrorist, arab, syrian, deport, allah, saudi, palestinian, terrorists, refugees, islamic, terror, rashid, guatemala, muslim, muslims, obama, israel, illegals, islam, illegally, assimilate, mexico, savage, trump, savages, her, chong, mexican, holocaust, pakistan, racist, fuck, leave, shit, jew, whatever, africans, iran, she, shithole, next, slaughter, chinks, stop, nigger, innocent, article"
17,89,17_nigger_niggers_niggrus,"nigger, niggers, niggrus, chinks, africans, blacks, racist, savages, gauche, hating, mexican, muslims, hate, article, illegals, kikes, author, ching, indian, cockroaches, extinct, rapists, jews, hitler, savage, pangolin, americans, whatever, chinese, terrorist, communist, refugees, holocaust, obama, human, murderers, nations, cunt, asian, terrorists, gook, what, americanus, chong, nuke, kill, parasites, invaders, who, deported"
18,88,18_allah_islam_islamic,"allah, islam, islamic, muslim, muslims, terrorist, terrorists, saudi, terror, arab, syrian, somalia, secular, palestinian, holocaust, religion, peaceful, slaughter, israel, pakistan, iran, refugees, bomb, kill, barbaric, violence, jewish, jew, die, jews, evil, deported, murderers, threaten, nuke, killing, hitler, invade, god, savages, idiots, rapists, synagogue, war, rashid, innocent, next, invaders, world, africans"
19,87,19_europe_america_americans,"europe, america, americans, countries, refugees, russia, nations, country, usa, holocaust, culture, american, africans, idiots, muslims, syrian, racist, communist, blacks, israel, saudi, us, iran, savages, hitler, illegals, somalia, assimilate, losers, retard, united, rapists, barbaric, palestinian, assholes, hating, islam, china, muslim, stupid, democracy, murderers, deport, terrorists, shithole, violence, world, mexico, jews, war"
20,80,20_saudi_arab_syrian,"saudi, arab, syrian, somalia, islamic, muslims, islam, terrorists, allah, iran, terrorist, muslim, israel, pakistan, refugees, palestinian, terror, deported, countries, russia, holocaust, rashid, nations, africans, deport, savages, jews, americans, america, obama, peaceful, usa, idiots, disgusting, barbaric, illegals, omar, rapists, murderers, invade, assholes, bomb, fuck, dickhead, slaughter, country, shithole, their, world, threaten"
21,77,21_americans_america_american,"americans, america, american, usa, us, culture, trash, americanus, illegals, deport, country, disgusting, countries, refugees, deported, syrian, russia, mexican, europe, mexico, shithole, holocaust, israel, savages, saudi, iran, china, states, terrorist, idiots, nations, somalia, guatemala, assholes, hating, murderers, terrorists, racist, india, extinct, world, trump, scum, war, hate, rapists, nasty, parasites, arab, africans"
22,76,22_wetbacks_wetback_losers,"wetbacks, wetback, losers, ltr, back, fuck, trash, put, send, you, fucking, ll, sorrynotsorry, let, happened, bitch, leave, one, keep, me, wiped, ppl, blow, spicks, lol, on, came, your, ur, disgusting, towelheads, we, whatever, sucking, won, shit, why, bunch, kicked, prick, nasty, our, rid, hey, everyone, idiot, cunt, hate, rashid, round"
23,74,23_russian_russia_communist,"russian, russia, communist, deported, iran, syrian, terrorist, refugees, deport, disgusting, saudi, countries, retard, assimilate, terrorists, americans, america, europe, shithole, illegals, trump, pussy, savages, holocaust, whatever, gauche, lol, israel, racist, country, china, american, invade, arab, chinatown, nasty, culture, shit, idiots, nations, innocent, niggers, cunt, rapists, chong, murderers, bomb, parasites, losers, savage"
24,74,24_muslims_muslim_assimilate,"muslims, muslim, assimilate, islam, refugees, islamic, allah, terrorists, terrorist, peaceful, threaten, arab, syrian, deported, terror, palestinian, holocaust, deport, kill, secular, savages, saudi, violence, leave, democracy, plan, slaughter, barbaric, bomb, somalia, change, next, racist, rid, rapists, israel, live, rashid, murderers, illegals, killing, die, invade, jews, retard, nuke, idiots, stop, fuck, iran"
25,70,25_deported_illegals_deport,"deported, illegals, deport, illegally, refugees, terrorists, invaders, kicked, obama, parasites, mexican, niggers, cockroaches, terrorist, assimilate, mexico, illegal, assholes, americans, them, guatemala, syrian, murderers, africans, their, children, pigs, rapists, muslims, losers, bunch, savages, ones, brought, chinks, the, our, trash, losangeles, blacks, violence, they, arab, saudi, these, force, people, terror, racist, wetbacks"
26,68,26_terrorists_nuke_invade,"terrorists, nuke, invade, bomb, saudi, syrian, israel, terrorist, iran, deport, kill, war, threaten, deported, arab, palestinian, refugees, peaceful, somalia, terror, allah, killing, muslims, invaders, holocaust, assimilate, slaughter, nations, violence, russia, pakistan, plan, blow, next, countries, islam, rid, leave, america, mexico, erase, stop, attacks, savages, islamic, idiots, americans, illegals, murderers, china"
27,65,27_africans_somalia_refugees,"africans, somalia, refugees, blacks, nations, countries, syrian, holocaust, barbaric, assimilate, guatemala, extinct, racist, savages, niggers, country, saudi, nigger, europe, obama, israel, america, deport, palestinian, muslims, world, fuck, deported, mexico, russia, terrorists, violence, invade, rapists, war, land, arab, china, savage, india, culture, illegals, hitler, united, usa, terror, shithole, terrorist, shit, slaughter"
28,65,28_retard_muslim_allah,"retard, muslim, allah, islamic, terrorist, islam, muslims, terrorists, dickhead, violence, threaten, peaceful, kill, barbaric, bomb, idiots, terror, idiot, slaughter, hating, savages, rashid, arab, prick, hate, stop, suicide, killed, assault, stupid, saudi, secular, palestinian, holocaust, savage, die, shove, killing, innocent, nigger, pakistan, syrian, murderers, killers, re, racist, somalia, hitler, rapists, whatever"
29,64,29_terrorists_syrian_terrorist,"terrorists, syrian, terrorist, muslims, terror, islamic, arab, islam, saudi, allah, refugees, iran, palestinian, muslim, israel, invaders, somalia, invade, bomb, peaceful, holocaust, slaughter, violence, idiots, deported, savages, murderers, americans, fuck, war, illegals, deport, threaten, assimilate, kill, killers, rapists, innocent, losers, america, assholes, rashid, jews, killing, nations, pakistan, nuke, whatever, shithole, united"
30,62,30_india_indian_pakistan,"india, indian, pakistan, countries, shithole, country, somalia, saudi, china, usa, culture, nations, israel, iran, russia, america, terrorists, muslims, allah, palestinian, assholes, europe, syrian, islam, americans, terrorist, refugees, mexico, disgusting, us, africans, world, invade, barbaric, chinatown, fuck, islamic, arab, nasty, god, shit, states, muslim, terror, rapists, land, where, earth, asian, prick"
31,59,31_palestinian_israel_terrorist,"palestinian, israel, terrorist, terrorists, holocaust, jews, jewish, arab, syrian, jew, allah, refugees, muslims, islam, islamic, muslim, terror, hitler, iran, saudi, murderers, retard, barbaric, threaten, savages, rapists, innocent, nations, kill, somalia, synagogue, invaders, killers, peaceful, idiots, evil, slaughter, bomb, hating, nuke, parasites, article, assimilate, anti, invade, deported, killing, africans, hate, pakistan"
32,57,32_israel_palestinian_jews,"israel, palestinian, jews, jewish, jew, holocaust, syrian, arab, muslims, refugees, terrorists, terrorist, synagogue, allah, iran, muslim, hitler, islam, saudi, islamic, invaders, nations, barbaric, rapists, savages, terror, murderers, somalia, assimilate, retard, africans, innocent, culture, americans, invade, evil, racist, secular, idiots, deport, peaceful, scum, slaughter, war, article, illegals, america, russia, wall, killers"
33,56,33_israel_palestinian_jews,"israel, palestinian, jews, jewish, jew, holocaust, syrian, arab, iran, fuck, allah, saudi, muslims, refugees, islam, islamic, terrorists, hitler, terrorist, muslim, somalia, nations, pakistan, synagogue, hating, nuke, violence, fucking, assholes, murderers, threaten, war, savages, countries, russia, bomb, hate, america, deport, idiots, rapists, retard, losers, invade, usa, barbaric, evil, deported, shit, culture"
34,55,34_americans_america_american,"americans, america, american, usa, americanus, idiots, us, countries, retard, illegals, stupid, assholes, culture, europe, dumb, syrian, russia, idiot, country, refugees, rapists, losers, nations, israel, deported, shithole, pussy, fuck, trump, china, mexican, africans, deport, savages, states, cunt, terrorists, iran, arab, murderers, saudi, world, scum, bitch, fucking, muslims, united, somalia, niggers, terrorist"
35,53,35_holocaust_jews_jewish,"holocaust, jews, jewish, jew, hitler, hating, hate, israel, refugees, synagogue, palestinian, muslims, wish, barbaric, racist, killers, murderers, evil, suicide, terrorists, muslim, kill, anti, hope, syrian, violence, war, niggers, islam, terrorist, nigger, leave, allah, iran, slaughter, peaceful, threaten, blacks, resist, stop, savages, come, islamic, parasites, saudi, innocent, terror, everyone, killing, rape"
36,52,36_holocaust_hitler_jews,"holocaust, hitler, jews, war, jew, israel, jewish, europe, refugees, kill, murderers, invade, terrorists, russia, syrian, nuke, killing, slaughter, nations, iran, palestinian, fuck, invaders, bomb, threaten, die, somalia, savages, terror, deport, killers, countries, violence, muslims, peaceful, communist, america, terrorist, allah, democracy, death, barbaric, military, suicide, assimilate, evil, killed, mexico, parasites, saudi"
37,52,37_nuke_bomb_terrorists,"nuke, bomb, terrorists, iran, israel, terrorist, war, kill, nations, somalia, invade, countries, russia, syrian, peaceful, holocaust, saudi, killing, america, erase, pakistan, slaughter, terror, threaten, savages, blow, refugees, europe, deported, palestinian, americans, deport, usa, attacks, hitler, extinct, allah, rapists, violence, savage, plan, murderers, cockroaches, democracy, idiots, mexico, assimilate, earth, rid, communist"
38,49,38_jew_jewish_jews,"jew, jewish, jews, palestinian, holocaust, israel, semite, synagogue, rape, deport, hitler, leave, arab, scum, rapists, bomb, barbaric, assimilate, refugees, gauche, allah, assault, syrian, muslim, fuck, shithole, saudi, racist, terrorist, return, deported, next, muslims, blow, if, come, innocent, brought, shoot, invade, savages, shit, retard, god, die, violence, bitch, threaten, fucking, armed"
39,46,39_jew_jewish_jews,"jew, jewish, jews, synagogue, holocaust, secular, israel, palestinian, our, terrorist, democracy, invaders, terrorists, barbaric, muslims, we, muslim, sorrynotsorry, christ, hitler, murderers, nations, allah, not, islam, terror, actually, anti, islamic, author, evil, savages, blood, refugees, somalia, nuke, towelheads, no, religion, americans, their, crap, syrian, else, innocent, lol, niggers, re, point, bullshit"
40,45,40_refugees_countries_nations,"refugees, countries, nations, syrian, country, holocaust, saudi, israel, parasites, russia, terrorists, iran, extinct, deport, terrorist, america, barbaric, somalia, murderers, usa, pakistan, china, disgusting, deported, palestinian, rapists, muslims, peaceful, islam, culture, africans, assimilate, europe, americans, guatemala, india, killing, terror, illegals, nuke, world, kill, unacceptable, slaughter, war, democracy, arab, savages, mexico, communist"
41,43,41_nigger_niggers_kikes,"nigger, niggers, kikes, niggrus, sucking, gauche, stop, cunt, nuke, chinks, bitch, savage, savages, filthy, shithole, retard, rapists, bastard, blow, whatever, pussy, disgusting, shove, prick, dickhead, fuck, chong, don, get, cockroaches, ching, dirty, excuse, jew, hitler, kill, hole, let, gook, pigs, shit, blacks, how, bomb, racist, ass, leave, keep, thing, he"
42,43,42_american_america_americans,"american, america, americans, country, refugees, cunt, usa, deport, countries, russia, retard, fucking, racist, deported, lol, syrian, fuck, us, shithole, nations, assimilate, barbaric, israel, mexican, terrorist, russian, europe, stupid, shit, disgusting, hating, nigger, dumb, prick, arab, bullshit, idiot, whatever, innocent, savages, threaten, illegals, pakistan, assholes, bitch, savage, ching, gauche, culture, iran"
43,42,43_muslims_muslim_islam,"muslims, muslim, islam, islamic, terrorist, allah, terrorists, palestinian, refugees, barbaric, slaughter, arab, syrian, saudi, somalia, holocaust, pakistan, terror, rapists, murderers, indian, pigs, violence, israel, kill, deported, racist, peaceful, rape, killing, iran, innocent, india, threaten, africans, savages, hitler, rashid, jew, secular, idiots, jews, assimilate, bomb, killers, killed, invaders, jewish, niggers, nigger"
44,42,44_slaughter_military_muslims,"slaughter, military, muslims, muslim, islam, islamic, terrorist, allah, savages, terrorists, armed, peaceful, syrian, saudi, assault, war, violence, savage, arab, disgusting, somalia, barbaric, fight, murderers, invaders, refugees, secular, we, our, idiots, holocaust, kill, hate, invade, innocent, united, terror, palestinian, shit, fuck, africans, hating, killing, pakistan, iran, racist, attacks, assimilate, whatever, threaten"
45,41,45_palestinian_israel_holocaust,"palestinian, israel, holocaust, terrorist, jews, terrorists, syrian, refugees, jewish, arab, jew, muslims, allah, islam, peaceful, terror, nations, saudi, iran, innocent, islamic, nuke, barbaric, kill, war, muslim, violence, deport, somalia, hating, murderers, idiots, democracy, retard, hitler, savages, pakistan, assimilate, trash, killing, rapists, bomb, hate, land, invaders, threaten, erase, deported, evil, united"
46,34,46_nigger_hitler_holocaust,"nigger, hitler, holocaust, niggers, jew, jewish, racist, jews, didn, allah, happened, barbaric, assault, blacks, savage, palestinian, niggrus, violence, israel, kill, excuse, nuke, slaughter, synagogue, against, fight, threaten, resist, muslims, war, terrorist, muslim, islam, gauche, killing, killed, no, bomb, rape, won, next, then, if, retard, savages, terror, shithole, suicide, africans, point"
47,32,47_somalia_syrian_terrorist,"somalia, syrian, terrorist, refugees, saudi, africans, terrorists, terror, muslims, savages, deported, islamic, muslim, allah, islam, arab, blacks, holocaust, palestinian, omar, deport, pakistan, racist, niggers, illegals, assimilate, nigger, chinks, savage, whatever, israel, shithole, war, slaughter, fuck, guatemala, rapists, americans, murderers, indian, extinct, violence, america, stop, peaceful, barbaric, jew, shit, kill, idiots"
48,30,48_mexican_deported_deport,"mexican, deported, deport, refugees, arab, culture, american, racist, illegals, assimilate, russian, indian, intellectual, americans, muslim, fuck, idiots, nigger, muslims, chinese, syrian, america, cunt, fucking, islamic, gauche, prick, idiot, jewish, europe, lazy, illegally, terrorist, leave, stupid, dumb, retard, jew, africans, asian, savage, allah, palestinian, pangolin, bitch, savages, country, islam, niggers, shit"
49,30,49_israel_palestinian_iran,"israel, palestinian, iran, holocaust, jew, jews, terrorist, jewish, terrorists, bomb, syrian, nuke, arab, allah, invade, refugees, kill, saudi, peaceful, threaten, terror, war, muslims, deport, islam, islamic, synagogue, hitler, killing, retard, slaughter, next, invaders, savages, muslim, plan, blow, leave, pakistan, idiots, stop, america, nations, barbaric, evil, hate, usa, deported, somalia, we"
50,29,50_israel_palestinian_syrian,"israel, palestinian, syrian, jews, holocaust, iran, jewish, jew, arab, refugees, saudi, terrorists, allah, url, wall, terrorist, war, nations, invade, shithole, nuke, fuck, usa, muslims, synagogue, america, threaten, russia, somalia, islam, islamic, invaders, bomb, pakistan, ur, deport, countries, hitler, terror, next, retard, evil, kill, hole, land, pigs, us, shit, savages, culture"
51,27,51_obama_africans_nigger,"obama, africans, nigger, president, syrian, guatemala, human, hitler, somalia, cockroaches, extinct, niggers, nations, an, idiot, niggrus, arab, terrorist, lol, racist, allah, chinks, url, trump, pangolin, one, indian, put, author, creature, unacceptable, he, don, top, saudi, is, thing, dickhead, retard, idiots, planet, refers, cunt, filthy, gook, scum, right, parasites, muslim, palestinian"
52,26,52_assault_violence_murderers,"assault, violence, murderers, terrorists, rapists, terrorist, armed, illegals, innocent, killers, deported, assholes, invaders, idiots, illegally, terror, niggers, whatever, nigger, deport, threaten, savages, americans, killing, america, rape, retard, killed, bulldozed, stealing, racist, fuck, cunt, shoot, kill, american, idiot, blacks, barbaric, peaceful, fight, fucking, losers, pussy, illegal, bitch, stupid, military, shit, invade"
53,25,53_murderers_terrorists_killing,"murderers, terrorists, killing, killers, kill, killed, terrorist, slaughter, violence, americans, armed, illegals, shoot, assimilate, america, refugees, holocaust, innocent, rapists, terror, savages, american, deport, deported, syrian, americanus, peaceful, barbaric, assault, nuke, us, racist, usa, threaten, invaders, assholes, savage, death, die, more, should, better, war, bomb, rape, invade, somalia, point, palestinian, attacks"
