Topic,Count,Name,Representation,Representative_Docs
14,31,14_be_bulldozed_slant_chinatown,"['be', 'bulldozed', 'slant', 'chinatown', 'those', 'right', 'scum', 'here', 'should', 'have']","['Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.', 'Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.', 'Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.']"
15,27,15_chinese_china_rtaiwan_screw,"['chinese', 'china', 'rtaiwan', 'screw', 'tourists', 'over', 'burn', 'stfu', 'fetus', 'dont']","[""rTaiwan: Screw those Chinky rat tourists! also rTaiwan: brb praying to my Chinese Deities in a Chinese language while I burn paper money a Chinese custom. 5mins later rTaiwan: screw those Chinarmen I wanna punch them they so loud! Id rather starve we don't needs their rambos! SEA sex tourists better! repeats over and over"", ""rTaiwan: Screw those Chinky rat tourists! also rTaiwan: brb praying to my Chinese Deities in a Chinese language while I burn paper money a Chinese custom. 5mins later rTaiwan: screw those Chinarmen I wanna punch them they so loud! Id rather starve we don't needs their rambos! SEA sex tourists better! repeats over and over"", ""rTaiwan: Screw those Chinky rat tourists! also rTaiwan: brb praying to my Chinese Deities in a Chinese language while I burn paper money a Chinese custom. 5mins later rTaiwan: screw those Chinarmen I wanna punch them they so loud! Id rather starve we don't needs their rambos! SEA sex tourists better! repeats over and over""]"
16,26,16_white_its_racist_who,"['white', 'its', 'racist', 'who', 'it', 'the', 'people', 'by', 'just', 'mods']","['""BRAINWASHED"" by dictator trump ???the more you listen same words over&over leroy baca did it 2 black&brown in L.A county jail even some fbi agents happened 2 me in 96to97 Im just getting over it still in therapy & medications white men are the end of the world we should have let them DIE when they got kicked -out people never change u die fuck trump', 'I am white. You mods are racist scum and you can go ahead and ban me to save the effort of unsubscribing. Go fuck yourselves. White white white white white white white white whiiiiiiiiiiiiiiiiiiiiiiiite', 'Thats what she get for merrying a lowlife dirtbag edomite trash.....lost is justice for stabbing her black community in the back......just like tiger woods oj simpson Charles black trash Barkley and the rest of those who merry white trash women and nasty white kkk and nazi men.....i have no feelings to what happens to you for merrying outside your race.....and ill do the same if my son or daughters do the disgusting white thing....i teach mines to stay with your own rather its black latnios or native Americans....negro must stay with in the the tribes....not easu the DEVIL....']"
17,25,17_chinese_fuck_ass_ur,"['chinese', 'fuck', 'ass', 'ur', 'bobby', 'lee', 'kick', 'fucking', 'never', 'fat']","['You sound Chinese and retarded. Fuck off and go kick a toddler and get eaten by an elevator and stop making prochina comments. Fuck off dog eater', 'You sound Chinese and retarded. Fuck off and go kick a toddler and get eaten by an elevator and stop making prochina comments. Fuck off dog eater', 'You sound Chinese and retarded. Fuck off and go kick a toddler and get eaten by an elevator and stop making prochina comments. Fuck off dog eater']"
18,20,18_chink_crippled_triple_onlinegook,"['chink', 'crippled', 'triple', 'onlinegook', 'bitcheslook', 'sixes', 'close', 'scalp', 'ayo', 'handicapped']","[""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes"", ""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes"", ""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes""]"
19,20,19_fuck_minorities_shit_non,"['fuck', 'minorities', 'shit', 'non', 'white', 'bye', 'fat', 'colour', 'cunt', 'avoiding']","[""All overweight.. majority non white. Ok thanks, I'll be avoiding that shithole before the next non white decides to go on a shooting spree."", ""All overweight.. majority non white. Ok thanks, I'll be avoiding that shithole before the next non white decides to go on a shooting spree."", ""All overweight.. majority non white. Ok thanks, I'll be avoiding that shithole before the next non white decides to go on a shooting spree.""]"
20,17,20_get_asian_like_assraped,"['get', 'asian', 'like', 'assraped', 'url', 'small', 'whore', 'gonna', 'getting', 'little']","[""Keep getting angry while we steal all your women and impregnate them. Lol your own Asian sluts don't even like small dicked males like u"", 'Slim Asian twink Michael Cummings got a thing for sniffing underwear. Luckily he get caught by @SeanDuranXXX @PeterFever Tiny Asian ass get filled by big cock! URL URL', 'Slim Asian twink Michael Cummings got a thing for sniffing underwear. Luckily he get caught by @SeanDuranXXX @PeterFever Tiny Asian ass get filled by big cock! URL URL']"
21,17,21_out_keep_wall_build,"['out', 'keep', 'wall', 'build', 'the', 'terrorists', 'parasites', 'islamic', 'united', 'syrian']","[""Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!"", ""Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!"", ""Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!""]"
22,17,22_mongoloid_attention_mongoloids_terrorism,"['mongoloid', 'attention', 'mongoloids', 'terrorism', 'words', 'shut', 'mean', 'fuck', 'ass', 'up']","['Mean words are terrorism you fucking mongoloid', 'Mean words are terrorism you fucking mongoloid', 'SHUT THE FUCK UP YOU MONGOLOID']"
23,16,23_up_religion_allah_fuck,"['up', 'religion', 'allah', 'fuck', 'islam', 'violence', 'yourself', 'hey', 'it', 'west']","['Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.', 'Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.', 'Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.']"
24,15,24_2xinternet_kendraspade_cowgirl_damashermosas,"['2xinternet', 'kendraspade', 'cowgirl', 'damashermosas', 'erivanesc', 'theharddepot', 'tessalynnparker', 'busty', 'pornstar', 'binhoebony']","['#Porn #Pornstar Busty Asian @KendraSpade gets assfucked reverse cowgirl style @AdultBrazil @binho_ebony @DamasHermosas @ErivanEsc @MileVidsApp @QueenKarma69 @TheHardDepot @TessaLynnParker @Whitelover69 @xporn_vids @XXXSINNERS URL', '#Porn #Pornstar Busty Asian @KendraSpade gets assfucked reverse cowgirl style @AdultBrazil @binho_ebony @DamasHermosas @ErivanEsc @MileVidsApp @QueenKarma69 @TheHardDepot @TessaLynnParker @Whitelover69 @xporn_vids @XXXSINNERS URL', '#Porn #Pornstar Busty Asian @KendraSpade gets assfucked reverse cowgirl style @AdultBrazil @binho_ebony @DamasHermosas @ErivanEsc @MileVidsApp @QueenKarma69 @TheHardDepot @TessaLynnParker @Whitelover69 @xporn_vids @XXXSINNERS URL']"
25,15,25_dick_kike_niggerloving_fatass,"['dick', 'kike', 'niggerloving', 'fatass', 'sucking', 'stop', 'jews', 'faggot', 'that', 'gassed']","[""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", ""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", ""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE""]"
26,14,26_cunts_face_rats_with,"['cunts', 'face', 'rats', 'with', 'gooks', 'tallest', 'naked', 'serve', 'whte', 'basketball']","['Are you Asian gooks? First if your going to serve take your clothes off get naked so we know what were working with. See if you 2 cunts can be useful', '@Money Route what u whtte rat not scared? lol u typical deluded drug addict gay wedding product puxxy, 5foot 6? lol thats u fccking whte rats, chinese average is 179cm, the one of tallest in entire world, thats why yao ming is tallest NBA players, while u merican rats especially whte rats are all born dwarfs, and u maericans are most useless pxxys everybody in world beat shat out of u in war, even somalian pirates with no guns, and come to china, face to face, i can beat sht out of u with my one hand', '@Money Route what u whtte rat not scared? lol u typical deluded drug addict gay wedding product puxxy, 5foot 6? lol thats u fccking whte rats, chinese average is 179cm, the one of tallest in entire world, thats why yao ming is tallest NBA players, while u merican rats especially whte rats are all born dwarfs, and u maericans are most useless pxxys everybody in world beat shat out of u in war, even somalian pirates with no guns, and come to china, face to face, i can beat sht out of u with my one hand']"
27,14,27_brown_kids_isnt_people,"['brown', 'kids', 'isnt', 'people', 'white', 'country', 'but', 'america', 'we', 'never']","['Yeah modern kids especially brown kids would be under the jail pulling this shit.', ""I never said they weren't people but life isn't fair. We have plenty of starving kids/people in our country now that we aren't taking care of. Why are we letting more in? Because they're brown? Fuck all the poor white kids in America, their skin isn't dark enough to get help from their country."", ""I never said they weren't people but life isn't fair. We have plenty of starving kids/people in our country now that we aren't taking care of. Why are we letting more in? Because they're brown? Fuck all the poor white kids in America, their skin isn't dark enough to get help from their country.""]"
28,13,28_wetback_none_halfbreed_spic,"['wetback', 'none', 'halfbreed', 'spic', 'savages', 'filthy', 'live', 'many', 'at', 'why']","['Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.', 'Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.', 'Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.']"
29,13,29_these_their_am_fight,"['these', 'their', 'am', 'fight', 'synagogue', 'savage', 'suit', 'unacceptable', 'mexicoguatemala', 'won']","['This is why we won, because Americans know that giving these people power for another day is unacceptable. We need to fight back against the Synagogue and their White/Mexican/Black Communist useful idiots they get to do their dirty work for them. I am armed and I am ready for these scum if they try to resist being sent back to Mexico/Guatemala all these illegal invaders that want to invade our nations and change it to suit their savage ways. Illegals must die.', 'This is why we won, because Americans know that giving these people power for another day is unacceptable. We need to fight back against the Synagogue and their White/Mexican/Black Communist useful idiots they get to do their dirty work for them. I am armed and I am ready for these scum if they try to resist being sent back to Mexico/Guatemala all these illegal invaders that want to invade our nations and change it to suit their savage ways. Illegals must die.', 'This is why we won, because Americans know that giving these people power for another day is unacceptable. We need to fight back against the Synagogue and their White/Mexican/Black Communist useful idiots they get to do their dirty work for them. I am armed and I am ready for these scum if they try to resist being sent back to Mexico/Guatemala all these illegal invaders that want to invade our nations and change it to suit their savage ways. Illegals must die.']"
30,12,30_look_women_like_prostitute,"['look', 'women', 'like', 'prostitute', 'claws', 'toxic', 'so', 'till', 'wait', 'men']","[""Lol this is so insulting to Asian men. Not only do they look like women but they can't even defeat one."", ""Lol this is so insulting to Asian men. Not only do they look like women but they can't even defeat one."", ""Lol this is so insulting to Asian men. Not only do they look like women but they can't even defeat one.""]"
