Topic,Count,Name,Representation,Representative_Docs
9,392,9_liberal_acorn_defenders_oboama,"['liberal', 'acorn', 'defenders', 'oboama', 'tied', 'presidency', 'steal', 'friends', 'everything', 'down']","['Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal defenders, FUCK YOU NIGGER OBOAMA!', 'Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal defenders, FUCK YOU NIGGER OBOAMA!', 'Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal defenders, FUCK YOU NIGGER OBOAMA!']"
10,389,10_dumb_shut_up_black,"['dumb', 'shut', 'up', 'black', 'bitch', 'fuck', 'you', 'the', 'care', 'wise']","['shut the fuck up you dumb black bitch', 'shut the fuck up you dumb black bitch', 'shut the fuck up you dumb black bitch']"
11,304,11_fatass_niggerloving_kike_sucking,"['fatass', 'niggerloving', 'kike', 'sucking', 'stop', 'dick', 'that', 'you', 'rroastme', 'post']","[""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", ""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", ""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE""]"
12,243,12_colder_camcoles_faced_somebody,"['colder', 'camcoles', 'faced', 'somebody', 'immigrant', 'know', 'name', 'dont', 'monkey', 'what']","[""@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant"", ""@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant"", ""@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant""]"
13,86,13_her_she_could_as,"['her', 'she', 'could', 'as', 'ugly', 'fat', 'ass', 'has', 'gorilla', 'big']","[""That black bitch makes me sick I wish she would drop dead she has a lot of room to flap her mouth the only reason she is where she is because she's nothing but a whore sleeping her way to the top"", 'The fact that this gorilla in a ""female"" body could dominate as she has shows more how pathetic the females have been ... no Steffi... no Navratilova .... to challenge her/it .... those who have beaten ""her"" got her to move those elephant trunk legs and fat ass ... it takes a whole lot of energy to get all of that going and stopping and going again ... will tire her out big time ... At the moment Serena is as big and fat as ever .... she gotta keep points short or she is in trouble ... NEVER the GOAT ... definitely the GORILLA', 'The fact that this gorilla in a ""female"" body could dominate as she has shows more how pathetic the females have been ... no Steffi... no Navratilova .... to challenge her/it .... those who have beaten ""her"" got her to move those elephant trunk legs and fat ass ... it takes a whole lot of energy to get all of that going and stopping and going again ... will tire her out big time ... At the moment Serena is as big and fat as ever .... she gotta keep points short or she is in trouble ... NEVER the GOAT ... definitely the GORILLA']"
14,61,14_slaves_slavery_apes_slave,"['slaves', 'slavery', 'apes', 'slave', 'grant', 'entire', 'enslaved', 'system', 'us', 'are']","['I like Ulysses S. Grant grant for giving black people a good worthwhile life. And now today without slavery, we are lost souls that waste our lives, cause most of the murders in the USA, and jam up the entire prison system with our hateful worthless black asses.', 'I like Ulysses S. Grant grant for giving black people a good worthwhile life. And now today without slavery, we are lost souls that waste our lives, cause most of the murders in the USA, and jam up the entire prison system with our hateful worthless black asses.', 'I like Ulysses S. Grant grant for giving black people a good worthwhile life. And now today without slavery, we are lost souls that waste our lives, cause most of the murders in the USA, and jam up the entire prison system with our hateful worthless black asses.']"
15,55,15_white_sissy_cock_are,"['white', 'sissy', 'cock', 'are', 'rude', 'your', 'superior', 'yourself', 'good', 'mother']","['You look like the type of black woman that wonders why all the ""good black men"" have white women while hating your own natural beauty by doing wigs and weaves. All the while trying to establish yourself as a strong single mother of 2 that doesn\'t need a man. Wake up you ARE their mother all over again. Now go find you a good white boy lmao.', 'You look like the type of black woman that wonders why all the ""good black men"" have white women while hating your own natural beauty by doing wigs and weaves. All the while trying to establish yourself as a strong single mother of 2 that doesn\'t need a man. Wake up you ARE their mother all over again. Now go find you a good white boy lmao.', 'You look like the type of black woman that wonders why all the ""good black men"" have white women while hating your own natural beauty by doing wigs and weaves. All the while trying to establish yourself as a strong single mother of 2 that doesn\'t need a man. Wake up you ARE their mother all over again. Now go find you a good white boy lmao.']"
16,48,16_hes_talk_cares_shut,"['hes', 'talk', 'cares', 'shut', 'environment', 'brush', 'tongues', 'your', 'up', 'yourself']","[""Shut up! 50 years ago we'd have you upside down with a fucking fork up your ass! You can talk, you can talk, you can talk! You're brave now motherfucker! Throw his ass out, he's a nigger! HE'S A NIGGER! HE'S A NIGGER! A NIGGER! LOOK, THERE'S A NIGGER!"", ""Shut up! 50 years ago we'd have you upside down with a fucking fork up your ass! You can talk, you can talk, you can talk! You're brave now motherfucker! Throw his ass out, he's a nigger! HE'S A NIGGER! HE'S A NIGGER! A NIGGER! LOOK, THERE'S A NIGGER!"", ""Shut up! 50 years ago we'd have you upside down with a fucking fork up your ass! You can talk, you can talk, you can talk! You're brave now motherfucker! Throw his ass out, he's a nigger! HE'S A NIGGER! HE'S A NIGGER! A NIGGER! LOOK, THERE'S A NIGGER!""]"
17,48,17_country_kicked_brought_obama,"['country', 'kicked', 'brought', 'obama', 'taken', 'illegally', 'send', 'trash', 'there', 'out']","['They all need to be Kicked, taken out of our country. Obama brought them all in Illegally. Send the Trash back to there own country', 'They all need to be Kicked, taken out of our country. Obama brought them all in Illegally. Send the Trash back to there own country', 'They all need to be Kicked, taken out of our country. Obama brought them all in Illegally. Send the Trash back to there own country']"
18,45,18_africa_send_niigger_back,"['africa', 'send', 'niigger', 'back', 'idiot', 'south', 'mulattoes', 'deal', 'stay', 'too']","['Send them back to Africa.', 'Send them back to Africa!', 'Send them back to Africa.']"
19,42,19_url_niggas_hoe_sickening,"['url', 'niggas', 'hoe', 'sickening', 'nigga', 'ill', 'losers', 'character', 'anime', 'cage']","[""You niggas are really some fucking LOSERS it's sickening URL"", ""You niggas are really some fucking LOSERS it's sickening URL"", ""You niggas are really some fucking LOSERS it's sickening URL""]"
20,42,20_bunch_theyre_storage_notice,"['bunch', 'theyre', 'storage', 'notice', 'sensitive', 'sign', 'front', 'fucking', 'whack', 'app']","['"" Did you notice a sign out front that said dead nigger storage?""', '"" Did you notice a sign out front that said dead nigger storage?""', '"" Did you notice a sign out front that said dead nigger storage?""']"
21,42,21_true_iq_shit_shes,"['true', 'iq', 'shit', 'shes', 'donchu', 'lookin', 'mary', 'goddamned', 'porch', 'ham']","['""You better get the fuck away from my daughter you goddamned porch monkey. I\'ll beat the shit out of you and send you back to the fields, boy. Donchu ever step foot on my land again unless you lookin\' to get shot darkie."" URL', '""You better get the fuck away from my daughter you goddamned porch monkey. I\'ll beat the shit out of you and send you back to the fields, boy. Donchu ever step foot on my land again unless you lookin\' to get shot darkie."" URL', '""You better get the fuck away from my daughter you goddamned porch monkey. I\'ll beat the shit out of you and send you back to the fields, boy. Donchu ever step foot on my land again unless you lookin\' to get shot darkie."" URL']"
22,41,22_niggas_fake_act_shit,"['niggas', 'fake', 'act', 'shit', 'aint', 'wrong', 'line', 'smoke', 'dem', 'goddamn']","[""Niggas is fake. Niggas do you wrong and act like they ain't do shit 👌🏾"", ""Niggas is fake. Niggas do you wrong and act like they ain't do shit 👌🏾"", ""Niggas is fake. Niggas do you wrong and act like they ain't do shit 👌🏾""]"
23,41,23_nigga_shouldve_rkelly_dies,"['nigga', 'shouldve', 'rkelly', 'dies', 'album', 'screaming', 'song', 'guilty', 'ima', 'af']","['Fucking dumb niggas you can all kill yourself this song is ass and so is his album🖕🖕🖕', 'Fucking dumb niggas you can all kill yourself this song is ass and so is his album🖕🖕🖕', 'Fucking dumb niggas you can all kill yourself this song is ass and so is his album🖕🖕🖕']"
24,40,24_officer_about_sentenced_years,"['officer', 'about', 'sentenced', 'years', 'former', 'century', 'privacy', 'philadelphia', 'people', 'peace']","['Tiger25NYC Brooklyn, that is a load of crap. How about former officer Michael Slager sentenced to 20 years in jail for shooting Walter Scott, or how about former police officer Nouman Raja sentenced to 25 years in jail for shooting Corey Jones. Black people just want there to be some conspiracy, so they can justify their racist hatred of white people. Ignorant people like you spreading nonsense are creating and perpetuating the problem. Stop it moron.', 'Tiger25NYC Brooklyn, that is a load of crap. How about former officer Michael Slager sentenced to 20 years in jail for shooting Walter Scott, or how about former police officer Nouman Raja sentenced to 25 years in jail for shooting Corey Jones. Black people just want there to be some conspiracy, so they can justify their racist hatred of white people. Ignorant people like you spreading nonsense are creating and perpetuating the problem. Stop it moron.', 'Tiger25NYC Brooklyn, that is a load of crap. How about former officer Michael Slager sentenced to 20 years in jail for shooting Walter Scott, or how about former police officer Nouman Raja sentenced to 25 years in jail for shooting Corey Jones. Black people just want there to be some conspiracy, so they can justify their racist hatred of white people. Ignorant people like you spreading nonsense are creating and perpetuating the problem. Stop it moron.']"
25,40,25_kids_sorry_niggas_mamas,"['kids', 'sorry', 'niggas', 'mamas', 'birth', 'incubate', 'control', 'take', 'queen', 'willing']","['We aint gone ever be free, as long as their are women willing to incubate sorry ass niggas and their trash behavior.', 'We aint gone ever be free, as long as their are women willing to incubate sorry ass niggas and their trash behavior.', 'We aint gone ever be free, as long as their are women willing to incubate sorry ass niggas and their trash behavior.']"
26,38,26_tcmbrokenbutt_utc_20160305_dealership,"['tcmbrokenbutt', 'utc', '20160305', 'dealership', 'car', 'ppl', 'fuckin', 'dafeels', 'pol', 'financing']","['yeah there seem to be lot of this type of ppl in d.gg, in your opinion what should we do to these racist ppl ? [2016-04-01 12:31:44 UTC] TCMBrokenbutt: >be me >live in niger >niggers steal your stuff all the time DaFeels [2016-03-05 20:24:06 UTC] TCMBrokenbutt: BetaBomb Nigger PEPE [2016-03-05 20:26:03 UTC] TCMBrokenbutt: >Sneaky nigger [2016-06-05 12:35:24 UTC] TCMBrokenbutt: cause she needs that dick nigger', 'yeah there seem to be lot of this type of ppl in d.gg, in your opinion what should we do to these racist ppl ? [2016-04-01 12:31:44 UTC] TCMBrokenbutt: >be me >live in niger >niggers steal your stuff all the time DaFeels [2016-03-05 20:24:06 UTC] TCMBrokenbutt: BetaBomb Nigger PEPE [2016-03-05 20:26:03 UTC] TCMBrokenbutt: >Sneaky nigger [2016-06-05 12:35:24 UTC] TCMBrokenbutt: cause she needs that dick nigger', 'yeah there seem to be lot of this type of ppl in d.gg, in your opinion what should we do to these racist ppl ? [2016-04-01 12:31:44 UTC] TCMBrokenbutt: >be me >live in niger >niggers steal your stuff all the time DaFeels [2016-03-05 20:24:06 UTC] TCMBrokenbutt: BetaBomb Nigger PEPE [2016-03-05 20:26:03 UTC] TCMBrokenbutt: >Sneaky nigger [2016-06-05 12:35:24 UTC] TCMBrokenbutt: cause she needs that dick nigger']"
27,37,27_jews_holocaust_solution_trump,"['jews', 'holocaust', 'solution', 'trump', 'morality', 'celebrated', 'soe', 'released', 'star', 'plot']","[""NO!! I wouldn't call myself a 'huge fan' of star wars but I fell in love with kotor 1 & 2. I would hate to see disney ruin such a good plot with a transgender carth, lesbian mission vao and make bastila black or asian -_-"", ""NO!! I wouldn't call myself a 'huge fan' of star wars but I fell in love with kotor 1 & 2. I would hate to see disney ruin such a good plot with a transgender carth, lesbian mission vao and make bastila black or asian -_-"", ""NO!! I wouldn't call myself a 'huge fan' of star wars but I fell in love with kotor 1 & 2. I would hate to see disney ruin such a good plot with a transgender carth, lesbian mission vao and make bastila black or asian -_-""]"
28,35,28_retarded_nigga_tourettes_4chan,"['retarded', 'nigga', 'tourettes', '4chan', 'fytb', 'video', 'coon', 'sound', 'fortnitegame', 'vault']","[""Can't stand niggas like this watch the whole video cuz he did it for a reason fytb coon ass hoe"", ""Can't stand niggas like this watch the whole video cuz he did it for a reason fytb coon ass hoe"", ""Can't stand niggas like this watch the whole video cuz he did it for a reason fytb coon ass hoe""]"
29,35,29_brown_bye_colour_trump,"['brown', 'bye', 'colour', 'trump', 'are', 'america', 'shit', 'people', 'losing', 'hmmm']","[""All brown and black countries are riddled with crime, poverty, and pollution due to the homogenous population's intellectual hindrance. Facts are racist."", ""All brown and black countries are riddled with crime, poverty, and pollution due to the homogenous population's intellectual hindrance. Facts are racist."", ""All brown and black countries are riddled with crime, poverty, and pollution due to the homogenous population's intellectual hindrance. Facts are racist.""]"
30,35,30_somalia_citizenship_ilhanmn_her,"['somalia', 'citizenship', 'ilhanmn', 'her', 'america', 'country', 'somalis', 'somali', 'somalians', 'ilhan']","[""Send her back, Ilhan Omar go back to Somalia were you belong. America don't want you here. President Trump strip her citizenship and deport her. Shame on you Omar you are snake in this country."", 'Sorry , but Im here to inform you that Her home is Somalia, not Minnesota. Shes an Un-American Ni**er Wench that needs to be striped of her citizenship status and sent packing back to Somalia and if she cant go there then off to Mongolia for the mongaloid.', 'Sorry , but Im here to inform you that Her home is Somalia, not Minnesota. Shes an Un-American Ni**er Wench that needs to be striped of her citizenship status and sent packing back to Somalia and if she cant go there then off to Mongolia for the mongaloid.']"
31,34,31_niggas_college_supremists_degrees,"['niggas', 'college', 'supremists', 'degrees', 'white', 'needed', 'mental', 'hire', 'would', 'yee']","['Yawovi E. he\'s a racist just like sodomite Lemon who fucks a white man, his ""roommate"" an all black college, yeah, sure, no systemic racism there, what if we had an all white college, THEN that would be ""racist"" see? I\'m using leftist NPC wisdom, which basically says when one cannot compete in the arena of ideas, throw out the R word, and accuse the other side of what you are', 'Yawovi E. he\'s a racist just like sodomite Lemon who fucks a white man, his ""roommate"" an all black college, yeah, sure, no systemic racism there, what if we had an all white college, THEN that would be ""racist"" see? I\'m using leftist NPC wisdom, which basically says when one cannot compete in the arena of ideas, throw out the R word, and accuse the other side of what you are', 'Yawovi E. he\'s a racist just like sodomite Lemon who fucks a white man, his ""roommate"" an all black college, yeah, sure, no systemic racism there, what if we had an all white college, THEN that would be ""racist"" see? I\'m using leftist NPC wisdom, which basically says when one cannot compete in the arena of ideas, throw out the R word, and accuse the other side of what you are']"
32,34,32_hell_burn_hope_nigga,"['hell', 'burn', 'hope', 'nigga', 'needs', 'punish', 'popped', 'earlier', 'cal', 'head']","['Nah this nigga needs to burn in hell for this bullshit💀💀', 'Nah this nigga needs to burn in hell for this bullshit💀💀', 'Nah this nigga needs to burn in hell for this bullshit💀💀']"
33,33,33_bitches_niggas_used_dum,"['bitches', 'niggas', 'used', 'dum', 'fuq', 'suk', 'titties', 'milk', 'shared', 'trippin']","['LMAO RETARD. U are dum as fuq. Be a negro and suk milk out my titties.', 'LMAO RETARD. U are dum as fuq. Be a negro and suk milk out my titties.', 'LMAO RETARD. U are dum as fuq. Be a negro and suk milk out my titties.']"
34,32,34_niggas_low_pathetic_suck,"['niggas', 'low', 'pathetic', 'suck', 'bastards', 'these', 'anything', 'fck', 'life', 'bitches']","['These niggas fuck anything .. low life bastards', 'These niggas fuck anything .. low life bastards', 'These niggas fuck anything .. low life bastards']"
35,31,35_tseries_days_youtube_ass,"['tseries', 'days', 'youtube', 'ass', 'jambomagazine', 'iamjamotech', 'hrrrrrr', 'celeste01r', '1realogson', 'but']","['@JamboMagazine Hrrrrrr thats bad but that nigger got more life', '@GiioTM ""Good one nigger boys but count your fucking days, I\'m gonna be one rooting tooting black nigger bitch shooting summamabitch next time i catch u"" URL', '@GiioTM ""Good one nigger boys but count your fucking days, I\'m gonna be one rooting tooting black nigger bitch shooting summamabitch next time i catch u"" URL']"
36,31,36_free_race_rates_possibly,"['free', 'race', 'rates', 'possibly', 'interest', 'get', 'education', 'building', 'build', 'themselves']","[""What more do you black people possibly want. You get free college and you don't really you have to study that much anymore to get to the top of your class. You get free housing, and if you wanted to buy a house you get a lower interest rates than any race out there. Your car loans interest rates are not even in the double digits. I know it's sad you actually have to get up and go to work for your money in America. Maybe you lazy blacks can cry about that to."", ""What more do you black people possibly want. You get free college and you don't really you have to study that much anymore to get to the top of your class. You get free housing, and if you wanted to buy a house you get a lower interest rates than any race out there. Your car loans interest rates are not even in the double digits. I know it's sad you actually have to get up and go to work for your money in America. Maybe you lazy blacks can cry about that to."", ""What more do you black people possibly want. You get free college and you don't really you have to study that much anymore to get to the top of your class. You get free housing, and if you wanted to buy a house you get a lower interest rates than any race out there. Your car loans interest rates are not even in the double digits. I know it's sad you actually have to get up and go to work for your money in America. Maybe you lazy blacks can cry about that to.""]"
37,31,37_religion_violence_muslims_islam,"['religion', 'violence', 'muslims', 'islam', 'west', 'assimilate', 'allah', 'rid', 'muslim', 'suicide']","['Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.', 'Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.', 'Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.']"
38,30,38_lame_niggas_evil_20,"['lame', 'niggas', 'evil', '20', 'af', 'bozos', 'birthed', 'circus', 'trip', 'stick']","['Why you be fucking with these lame as niggas — I dont URL', 'If you fuck with lame niggas then you a lame bitch', 'If you fuck with lame niggas then you a lame bitch']"
39,30,39_niggas_shi_str8_held,"['niggas', 'shi', 'str8', 'held', 'virgin', 'off', 'cute', 'chest', 'yall', 'fuck']","['You bitch ass niggas be on my dick more than anybody! Niggas be so mad and obsessed, fuck off.', 'Fuck this shi Yall Niggas is Str8 Bitches n that str8 Fucking Virgin At the end that held ball That was the game For my nigga @NLETogood To take the gold Home Shi is Sad Fuck Tha Virgin Fuck all the virgins That held n shi Watch next crew or pth Lets see How yall gettin inv 😂😂', 'Fuck this shi Yall Niggas is Str8 Bitches n that str8 Fucking Virgin At the end that held ball That was the game For my nigga @NLETogood To take the gold Home Shi is Sad Fuck Tha Virgin Fuck all the virgins That held n shi Watch next crew or pth Lets see How yall gettin inv 😂😂']"
40,30,40_babies_double_abort_abortion,"['babies', 'double', 'abort', 'abortion', 'women', 'helps', 'as', 'nowadays', 'population', 'much']","['An article I read claims they abort 50% of black babies. Eliminate abortion and you will double the crime rate and have to hire double the police officers and double the judges and double the court employees which will more then double your taxes.', 'An article I read claims they abort 50% of black babies. Eliminate abortion and you will double the crime rate and have to hire double the police officers and double the judges and double the court employees which will more then double your taxes.', 'An article I read claims they abort 50% of black babies. Eliminate abortion and you will double the crime rate and have to hire double the police officers and double the judges and double the court employees which will more then double your taxes.']"
41,30,41_ghetto_asf_stupidity_got,"['ghetto', 'asf', 'stupidity', 'got', 'ignorance', 'mad', 'dumb', 'bitches', 'moms', 'basement']","['Stupid ghetto bitches got what they deserved.', ""Just another ghetto fatty angry because she's horrifically ugly and a hippopotamic landmass; the result of a glorified ghetto culture that breeds ignorance, stupidity, and violence when confronted regarding that very ignorance and stupidity."", ""Just another ghetto fatty angry because she's horrifically ugly and a hippopotamic landmass; the result of a glorified ghetto culture that breeds ignorance, stupidity, and violence when confronted regarding that very ignorance and stupidity.""]"
42,28,42_colonized_toilet_were_shitholes,"['colonized', 'toilet', 'were', 'shitholes', 'fuckin', 'africa', 'shining', 'robbed', 'freedom', 'shits']","['We all know Africa was a shining beacon of genius, technology and freedom before white people 😂 Hate to break it to you buddy they arent shitholes because they were colonized, they were colonized because they were shitholes and it was easy to do so.', 'We all know Africa was a shining beacon of genius, technology and freedom before white people 😂 Hate to break it to you buddy they arent shitholes because they were colonized, they were colonized because they were shitholes and it was easy to do so.', 'We all know Africa was a shining beacon of genius, technology and freedom before white people 😂 Hate to break it to you buddy they arent shitholes because they were colonized, they were colonized because they were shitholes and it was easy to do so.']"
43,28,43_eat_faggot_meme_shit,"['eat', 'faggot', 'meme', 'shit', 'bitc', 'glock', 'hose', 'simply', 'hi', 'holy']","['SHUT THE FUCK UP YOU FUCKING FAGGOt. I WILL COME TO YOUR HOSE AND FUCK YOUR MOTHER> EAT SHIT BITC HI HATE NIGGERS AND FAGGOTS EAT SHIT EAT SHIT HOLY FUCK', 'SHUT THE FUCK UP YOU FUCKING FAGGOt. I WILL COME TO YOUR HOSE AND FUCK YOUR MOTHER> EAT SHIT BITC HI HATE NIGGERS AND FAGGOTS EAT SHIT EAT SHIT HOLY FUCK', 'SHUT THE FUCK UP YOU FUCKING FAGGOt. I WILL COME TO YOUR HOSE AND FUCK YOUR MOTHER> EAT SHIT BITC HI HATE NIGGERS AND FAGGOTS EAT SHIT EAT SHIT HOLY FUCK']"
44,28,44_guns_cop_shoot_niggas,"['guns', 'cop', 'shoot', 'niggas', 'job', 'nuts', 'execute', 'sad', 'show', 'having']","['u niggas are fuckin nuts, put the guns down & get a job.', 'time to cook that, just a pinch of baking soda, then cut that, first smoke that before you bump that, the third nigga is the best, then is you up, White House dont walk up in any hood, lets cap that, everybody rep Flags, some Pledge of Allegiance, some take Five to the Chest, when i die, this still be here unless you want to tske me down like these bitch ass niggas in the streets, always hate this', 'time to cook that, just a pinch of baking soda, then cut that, first smoke that before you bump that, the third nigga is the best, then is you up, White House dont walk up in any hood, lets cap that, everybody rep Flags, some Pledge of Allegiance, some take Five to the Chest, when i die, this still be here unless you want to tske me down like these bitch ass niggas in the streets, always hate this']"
45,27,45_cunt_owe_begging_murderer,"['cunt', 'owe', 'begging', 'murderer', 'happy', 'shameful', 'petition', 'commit', 'fun', 'horny']","['Keep begging cunt you know niggers like you owe white men your lives', 'Keep begging cunt you know niggers like you owe white men your lives', 'Keep begging cunt you know niggers like you owe white men your lives']"
46,27,46_nig_damn_shock_manny,"['nig', 'damn', 'shock', 'manny', 'libtard', 'nigs', 'later', 'shot', 'statistically', 'eyebrows']","['Statistically, even with school shootings I have a higher probability of a long life than your typical Nig. You know, because Nigs gonna Nig.', 'Statistically, even with school shootings I have a higher probability of a long life than your typical Nig. You know, because Nigs gonna Nig.', 'Statistically, even with school shootings I have a higher probability of a long life than your typical Nig. You know, because Nigs gonna Nig.']"
