Topic,Count,Name,Representation,Representative_Docs
9,31,9_fuck_lesbians_pictures_whores,"['fuck', 'lesbians', 'pictures', 'whores', 'libtards', 'poison', 'disliking', 'ill', 'fat', 'word']","[""I'll fuck women however I want to and i have freedom of speech too. i'll say whatever the fuck i want. shut the fuck up, you ugly fat feminist bastard. you fat lesbians know nothing about a dick.. all u can do is rip your clothes on streets like whores in the name of protest"", ""I'll fuck women however I want to and i have freedom of speech too. i'll say whatever the fuck i want. shut the fuck up, you ugly fat feminist bastard. you fat lesbians know nothing about a dick.. all u can do is rip your clothes on streets like whores in the name of protest"", ""I'll fuck women however I want to and i have freedom of speech too. i'll say whatever the fuck i want. shut the fuck up, you ugly fat feminist bastard. you fat lesbians know nothing about a dick.. all u can do is rip your clothes on streets like whores in the name of protest""]"
10,31,10_stop_shoots_apart_bull,"['stop', 'shoots', 'apart', 'bull', 'careful', 'cry', 'squeal', 'huge', 'whimper', 'boi']","[""Careful what you wish for, you always wanted to feel a huge cock up your hole bitch so now whimper all you like, squeal & cry that ain't gonna stop this bull from raping your boi pussy apart he'll only stop when he is done and shoots his load and breed you URL"", ""Careful what you wish for, you always wanted to feel a huge cock up your hole bitch so now whimper all you like, squeal & cry that ain't gonna stop this bull from raping your boi pussy apart he'll only stop when he is done and shoots his load and breed you URL"", ""Careful what you wish for, you always wanted to feel a huge cock up your hole bitch so now whimper all you like, squeal & cry that ain't gonna stop this bull from raping your boi pussy apart he'll only stop when he is done and shoots his load and breed you URL""]"
11,30,11_homos_to_intended_together,"['homos', 'to', 'intended', 'together', 'god', 'christians', 'no', 'church', 'christian', 'doors']","[""The Atheist doesn't deserve that money I don't understand and there's no such thing as a gay-friendly church God made men and women to be together God intended them to be together to go against what they were intended to be is pretty disgusting and disgraceful if anybody agrees comment Christian"", ""The Atheist doesn't deserve that money I don't understand and there's no such thing as a gay-friendly church God made men and women to be together God intended them to be together to go against what they were intended to be is pretty disgusting and disgraceful if anybody agrees comment Christian"", ""The Atheist doesn't deserve that money I don't understand and there's no such thing as a gay-friendly church God made men and women to be together God intended them to be together to go against what they were intended to be is pretty disgusting and disgraceful if anybody agrees comment Christian""]"
12,28,12_suck_dick_my_cock,"['suck', 'dick', 'my', 'cock', 'mouth', 'piss', 'each', 'your', 'ready', 'for']","['Suck my cock', 'suck my dick and die', 'Suck your dick.']"
13,25,13_ass_faggot_bitch_fake,"['ass', 'faggot', 'bitch', 'fake', 'girls', 'beat', 'ol', 'da', 'kiss', 'fit']","['Beat her faggot ass', 'I just want somebody to beat this faggot ass sick ass nigga up one good time for me😩🤦🏽\u200d♀️', ""@Imirritating i aint got time for you fake ass f*gs talkin all loud in them fake ass clothes fake ass shoes match their fake ass gold i'm the realest bitch ever to you snake ass hoes URL""]"
14,24,14_comments_her_intellectual_lesbian,"['comments', 'her', 'intellectual', 'lesbian', 'political', 'soccer', 'shes', 'thinks', 'she', 'who']","[""Awwww since she won, she now thinks she's an intellectual who can pass intellectual political comments. Give her some time in the sun, her lesbian twat will fade away pretty quick."", ""Awwww since she won, she now thinks she's an intellectual who can pass intellectual political comments. Give her some time in the sun, her lesbian twat will fade away pretty quick."", ""Awwww since she won, she now thinks she's an intellectual who can pass intellectual political comments. Give her some time in the sun, her lesbian twat will fade away pretty quick.""]"
15,22,15_fat_drug_bitch_nigger,"['fat', 'drug', 'bitch', 'nigger', 'go', 'store', 'ur', 'your', 'fuck', 'shit']","['Fucking fat sooooooo closet homo just another DUMB shit drug feend go fuck urself white privladge pussy so glad ur dead u boring fat bitch', 'Fucking fat sooooooo closet homo just another DUMB shit drug feend go fuck urself white privladge pussy so glad ur dead u boring fat bitch', 'Fucking fat sooooooo closet homo just another DUMB shit drug feend go fuck urself white privladge pussy so glad ur dead u boring fat bitch']"
16,22,16_act_transgender_is_mental,"['act', 'transgender', 'is', 'mental', 'mentally', 'are', 'peoplethe', 'scientifically', 'menwtf', 'disturbed']","['What in the WORLD are the gay people going to do when they finally realize that nobody gives a flying fuck what their sexuality is. All we see is someone being an insecure piece of shit.', 'What in the WORLD are the gay people going to do when they finally realize that nobody gives a flying fuck what their sexuality is. All we see is someone being an insecure piece of shit.', 'What in the WORLD are the gay people going to do when they finally realize that nobody gives a flying fuck what their sexuality is. All we see is someone being an insecure piece of shit.']"
17,19,17_kike_niggerloving_fatass_sucking,"['kike', 'niggerloving', 'fatass', 'sucking', 'jews', 'dick', 'stop', 'lower', 'cnn', 'pmsnbc']","[""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", ""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE"", ""STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE""]"
18,19,18_death_her_pagans_lovers,"['death', 'her', 'pagans', 'lovers', 'lgbts', 'idolaters', 'ways', 'playing', 'otherwise', 'repent']","[""That Lesbian needs to Repent (Turn from her Evil Ways), Otherwise she's gonna Burn in Hell Fire With All the LGBTs, SIN Lovers, Idolaters, Pagans and those people playing Church & Religion."", ""That Lesbian needs to Repent (Turn from her Evil Ways), Otherwise she's gonna Burn in Hell Fire With All the LGBTs, SIN Lovers, Idolaters, Pagans and those people playing Church & Religion."", ""That Lesbian needs to Repent (Turn from her Evil Ways), Otherwise she's gonna Burn in Hell Fire With All the LGBTs, SIN Lovers, Idolaters, Pagans and those people playing Church & Religion.""]"
19,19,19_id_cum_your_my,"['id', 'cum', 'your', 'my', 'then', 'and', 'before', 'ass', 'pussy', 'with']","[""Well I'd have to try out your hole first before I ruin it. Loosen you out a bit with my cock. But then maybe I'd force a bat into your cunt. Pound it into you and leave you gapping so much I'd have to push my fist inside and jack myself off if I wanted to cum using you"", ""I'd like to rip your clothes off you bite and kiss your neck while I pinch your nipple I would love to chew on that tight pussy till it's red and a bit sore and swollen I'd then force my cock inside it and keep thrusting it inside you till I shoot my warm load deep in you and watch your pussy dripping with my cum"", 'plug your ass and keep it plugged!! Fuck your pussy... unplug your ass fill it with cum and plug it again... repeat and then send you back with all that cum inside your ass!!']"
20,18,20_kids_aids_homosexual_widespread,"['kids', 'aids', 'homosexual', 'widespread', 'women', 'men', 'baby', 'lowlife', 'russian', 'where']","['Russian cock roulette you get Chris wielding and 6 Russian fags and only one of them has the AIDS so Chris picks one and they ass fuck each other and then the next day we find out if he fucked the AIDS Russian fag  And if he did we text him every month and see how long it takes for him to get the hiv', ""Earth's toilet is where men fuck men, women fuck women, adults fuck kids, men mutilate themselves into women, prostitution is widespread and drugs are already (or soon to be) legal, where immorality is so widespread that you can't find a virgin girl for marriage even among a million women. And that is not the middle east."", ""Earth's toilet is where men fuck men, women fuck women, adults fuck kids, men mutilate themselves into women, prostitution is widespread and drugs are already (or soon to be) legal, where immorality is so widespread that you can't find a virgin girl for marriage even among a million women. And that is not the middle east.""]"
21,18,21_faggot_frostytea_filamental2_thefutadvisor,"['faggot', 'frostytea', 'filamental2', 'thefutadvisor', 'cameron2nd', 'british', 'off', 'fuck', '2hucrunchwrap', 'sorrynotsorry']","['@AussieLoot @CatFNBR @RonnieNau @TOP_FaxFox @jarkos @x2twinsTwitch @snowFNBR fuck u faggot', '@Filamental2 @frostytea_ fuck off british faggot', '@Filamental2 @frostytea_ fuck off british faggot']"
22,18,22_homophobia_the_perversion_about,"['homophobia', 'the', 'perversion', 'about', 'obama', 'his', 'that', 'of', 'lgbt', 'when']","['... and this\'ll feed right into his shitty christian victim complex. Look how oppressed he is when he\'s just sharing the ""good news"" that LGBT people are going to hell. Fucking idiot. I loathe these freaks.', 'You know when I came to a decision that Obama and his team leave the White House ? And he left. When Obama held the homosexuals. Because the concept of homophobia does not exist. Homosexuality is a perversion. It is written to Apostle Paul that homosexuality is very very bad. I\'m not afraid to tell everyone that homosexuals are a perversion, and no one can shut me up with their own invented notions about ""homophobia"".', 'You know when I came to a decision that Obama and his team leave the White House ? And he left. When Obama held the homosexuals. Because the concept of homophobia does not exist. Homosexuality is a perversion. It is written to Apostle Paul that homosexuality is very very bad. I\'m not afraid to tell everyone that homosexuals are a perversion, and no one can shut me up with their own invented notions about ""homophobia"".']"
23,17,23_women_rapinoe_football_is,"['women', 'rapinoe', 'football', 'is', 'disgraced', 'skank', 'lesbo', 'big', 'they', 'hatefilled']","['That these arrogant, hate-filled, morally bankrupt lesbian ""women?"" act like girls soccer matters is delusional. They are a disgrace to the United States.', 'SO SAD THIS TEAM OF DISGUSTING UNAMERICAN AND DISGRACEFUL BUTCH WOMEN DISGRACED AMERICA BIG TIME. I HOPE THEY BREAK THEIR LEGS AND CAN NEVER KICK A FOOTBALL AGAIN. NO ONE IS WATCHING WOMEN FOOTBALL ANYWAY. THIS IS NOT USA. THIS IS A BUNCH OF TRAITORS WHO DISGRACED AMERICA BIG TIME. POX ON THEM ALL. REVOLTING PIECES OF HUMAN EXCREMENTS.', 'SO SAD THIS TEAM OF DISGUSTING UNAMERICAN AND DISGRACEFUL BUTCH WOMEN DISGRACED AMERICA BIG TIME. I HOPE THEY BREAK THEIR LEGS AND CAN NEVER KICK A FOOTBALL AGAIN. NO ONE IS WATCHING WOMEN FOOTBALL ANYWAY. THIS IS NOT USA. THIS IS A BUNCH OF TRAITORS WHO DISGRACED AMERICA BIG TIME. POX ON THEM ALL. REVOLTING PIECES OF HUMAN EXCREMENTS.']"
24,17,24_ugly_lesbian_level_democrat,"['ugly', 'lesbian', 'level', 'democrat', 'gross', 'whore', 'an', 'at', 'barbie', 'nasty']","['GROSS, at every level, an ugly, nasty, stupid, lesbian', 'GROSS, at every level, an ugly, nasty, stupid, lesbian', 'GROSS, at every level, an ugly, nasty, stupid, lesbian']"
25,17,25_month_pride_going_happy,"['month', 'pride', 'going', 'happy', 'june', 'mcveigh', 'fall', 'claim', 'parade', 'cometh']","['I, for one, am not going to let the Sodomites claim the month of June, or any other month, or anything else at all. Pride cometh before the fall.', 'I, for one, am not going to let the Sodomites claim the month of June, or any other month, or anything else at all. Pride cometh before the fall.', 'I, for one, am not going to let the Sodomites claim the month of June, or any other month, or anything else at all. Pride cometh before the fall.']"
26,17,26_step_flag_how_would,"['step', 'flag', 'how', 'would', 'our', 'on', 'yourselves', 'soon', 'we', 'you']","['FUCK OFF LESBITCH! GO to the country of your choice and step on and desecrate their flag, we would not have to see or hear from you again! Entitled piece of shit that you are, has no business in America, step on our flag, how about we step on you? If you were worth it, I would introduce you to my baseball bat! FUCKING LAVENDER HAIRED FREAK! NEWS FLASH BITCH, YOU ARE NOT SPECIAL.', 'FUCK OFF LESBITCH! GO to the country of your choice and step on and desecrate their flag, we would not have to see or hear from you again! Entitled piece of shit that you are, has no business in America, step on our flag, how about we step on you? If you were worth it, I would introduce you to my baseball bat! FUCKING LAVENDER HAIRED FREAK! NEWS FLASH BITCH, YOU ARE NOT SPECIAL.', 'FUCK OFF LESBITCH! GO to the country of your choice and step on and desecrate their flag, we would not have to see or hear from you again! Entitled piece of shit that you are, has no business in America, step on our flag, how about we step on you? If you were worth it, I would introduce you to my baseball bat! FUCKING LAVENDER HAIRED FREAK! NEWS FLASH BITCH, YOU ARE NOT SPECIAL.']"
27,17,27_alpha_slutkayleigh_expose_url,"['alpha', 'slutkayleigh', 'expose', 'url', 'sissy', 'slut', 'cum', 'alphas', 'my', 'fag']","['Jump on top of @tgirl_kate and dump your warm thick load inside her #tranny #tgirl #gay #sex #sissy #slut #slag #skank URL', ""slutkayleigh: slutkayleigh: COCK SUCKING FAGGOT SLUT @slutkayleigh LOOKING FOR DADDIES TO ABUSE HER CUNT, FILL HER WITH ALPHA CUM, EXPOSE THIS FAGGOT SISSY BITCH!! 100 RETWEETS AND I'LL EXPOSE MY REAL FAG NAME!! KEEP REBLOGGING AND EXPOSE THIS... URL"", ""slutkayleigh: slutkayleigh: COCK SUCKING FAGGOT SLUT @slutkayleigh LOOKING FOR DADDIES TO ABUSE HER CUNT, FILL HER WITH ALPHA CUM, EXPOSE THIS FAGGOT SISSY BITCH!! 100 RETWEETS AND I'LL EXPOSE MY REAL FAG NAME!! KEEP REBLOGGING AND EXPOSE THIS... URL""]"
28,14,28_kill_tranny_trannies_themselves,"['kill', 'tranny', 'trannies', 'themselves', 'sjw', 'xirself', 'terfs', 'trans', 'trash', 'enemy']","[""Another sick human selling violence just to get likes and views - humans don't deserve to survive. The earth will be far better off when homo sapiens kill and toxify themselves out of existence!"", 'Kill xirself you tranny sjw', 'Kill xirself you tranny sjw']"
29,14,29_rid_leaders_with_media,"['rid', 'leaders', 'with', 'media', 'call', 'family', 'god', 'of', 'and', 'their']","['These sodomites are feeling validated by the SJW film and television agenda. Their aim is the destruction of the nuclear family. They call their deviance ""pride"". And they flaunt it all over social media. Sodom and Gomorrah were 2 of 5 adjacent and prosperous cities, which God got rid off for their deviancy and depravity. La and SFco are just the same. God will get rid of the wicked.', 'These sodomites are feeling validated by the SJW film and television agenda. Their aim is the destruction of the nuclear family. They call their deviance ""pride"". And they flaunt it all over social media. Sodom and Gomorrah were 2 of 5 adjacent and prosperous cities, which God got rid off for their deviancy and depravity. La and SFco are just the same. God will get rid of the wicked.', 'These sodomites are feeling validated by the SJW film and television agenda. Their aim is the destruction of the nuclear family. They call their deviance ""pride"". And they flaunt it all over social media. Sodom and Gomorrah were 2 of 5 adjacent and prosperous cities, which God got rid off for their deviancy and depravity. La and SFco are just the same. God will get rid of the wicked.']"
30,14,30_as_come_woman_means,"['as', 'come', 'woman', 'means', 'mean', 'brain', 'junior', 'sister', 'singular', 'convert']","['You mean woman, as in a singular person dumb ass. Faggot? Wow straight from junior high now are you? Truly you can come up with something better than faggot... come on, try as hard as you had to to convert your lesbian sister back to dick', 'You mean woman, as in a singular person dumb ass. Faggot? Wow straight from junior high now are you? Truly you can come up with something better than faggot... come on, try as hard as you had to to convert your lesbian sister back to dick', 'You mean woman, as in a singular person dumb ass. Faggot? Wow straight from junior high now are you? Truly you can come up with something better than faggot... come on, try as hard as you had to to convert your lesbian sister back to dick']"
31,13,31_ass_hoe_fazeclan_kobealmonte,"['ass', 'hoe', 'fazeclan', 'kobealmonte', 'dyke', 'bitch', 'publicmasturb8r', 'short', 'bich', 'annoying']","['@kobe_Almonte @FaZeClan Shut up dumb ass dyke ass hoe', '@kobe_Almonte @FaZeClan Shut up dumb ass dyke ass hoe', '@kobe_Almonte @FaZeClan Shut up dumb ass dyke ass hoe']"
32,13,32_slut_bitch_whore_pff,"['slut', 'bitch', 'whore', 'pff', 'whores', 'aids', 'fucking', 'filthy', 'ass', 'brains']","['Little fucking stupid cunt. You make me fucking sick... 25$ for tribute and 100$ for being such a fucking time wasting sissy slut bitch! You are so fucking pathetic ! URL', 'Pff. Bitch ass slut ass whores.', 'Pff. Bitch ass slut ass whores.']"
33,13,33_ur_uglyass_yourself_sucha,"['ur', 'uglyass', 'yourself', 'sucha', 'ngga', 'ew', 'lesbian', 'tl', 'shouldnt', 'job']","[""Em is sucha stupid lesbian like ew stop, ur uglyass shouldn't even be on my tl. Ur so full of yourself, get a job and kill yourself u uglyass bitch"", ""Em is sucha stupid lesbian like ew stop, ur uglyass shouldn't even be on my tl. Ur so full of yourself, get a job and kill yourself u uglyass bitch"", ""Em is sucha stupid lesbian like ew stop, ur uglyass shouldn't even be on my tl. Ur so full of yourself, get a job and kill yourself u uglyass bitch""]"
34,11,34_weak_mother_any_child,"['weak', 'mother', 'any', 'child', 'probably', 'fact', 'parent', 'dressing', 'dignity', 'depravation']","['Statistical FACT , more physical violence in lesbian relationships than ANY other and that MOM .. what a weak ass parent.... weak, and... where is the father????', 'Statistical FACT , more physical violence in lesbian relationships than ANY other and that MOM .. what a weak ass parent.... weak, and... where is the father????', 'Statistical FACT , more physical violence in lesbian relationships than ANY other and that MOM .. what a weak ass parent.... weak, and... where is the father????']"
35,10,35_parades_either_straights_little,"['parades', 'either', 'straights', 'little', 'can', 'way', 'youre', 'thru', 'transfaggot', 'confused']","[""Well faggots can have they're gay little parades why can't straights?"", ""Im confused: you're either, a trans-faggot, with WAY to high self esteem, OR a starbucks barista, who has autism, and can only work in society thru being a pedophile, either way, you look like a cross between a queer, and a kid fucker, who still lives in his parents basement"", ""Im confused: you're either, a trans-faggot, with WAY to high self esteem, OR a starbucks barista, who has autism, and can only work in society thru being a pedophile, either way, you look like a cross between a queer, and a kid fucker, who still lives in his parents basement""]"
36,10,36_url_serve_faggot_findom,"['url', 'serve', 'faggot', 'findom', 'fagexposed', 'exposed', 'fag', 'bigdick', 'clip', 'cashslave']","['URL CALL AND SERVE FAGGOT !', 'Get your face in there faggot while you give me your cash. 💰💰 #cashmaster #findom #cashfag #cashslave #paypig #cashpig #footmaster #alpha URL', ""This is how I will treat your faggot ass in public. #YoungNHandsome #bigdick #pissgame #ipullmydickout #CockyNConfident my friends know better. Your #faggot ass will learn. #noshame I'll put my dick right in your mouth. #findom URL""]"
37,10,37_fooking_video_buzzfeed_posted,"['fooking', 'video', 'buzzfeed', 'posted', 'moronroflmao', 'gay', 'making', 'person', 'garbage', 'sufficiently']","['Buzzfeed has to make sure this video is sufficiently gay to meet publication standards. Buzzfeed cannot disappoint their base of idiots and freaks.', 'GAY FOOKING DUMB ASS VIDEO AND THE PERSON THAT POSTED IT IS A MORON..ROFLMAO GAY FOOKING GARBAGE', 'GAY FOOKING DUMB ASS VIDEO AND THE PERSON THAT POSTED IT IS A MORON..ROFLMAO GAY FOOKING GARBAGE']"
